PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;4;1;28079004_1_38;2022;03;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;1;N;0;N;0;N;3;V;2;V;1;V;2;V
28;079;4;1;28079004_1_38;2022;04;2;V;2;V;2;V;1;N;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;0;N
28;079;4;1;28079004_1_38;2022;05;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;079;4;1;28079004_1_38;2022;06;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;0;N
28;079;4;1;28079004_1_38;2022;07;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;4;V;4;V
28;079;4;1;28079004_1_38;2022;08;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V
28;079;4;6;28079004_6_48;2022;03;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0.3;N;0;N;0;N;0.3;V;0.3;V;0.3;V;0.3;V
28;079;4;6;28079004_6_48;2022;04;0.5;V;0.2;V;0.3;V;0.2;N;0.3;V;0.2;N;0.3;V;0.2;N;0.2;V;0.3;V;0.4;V;0.6;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.3;V;0;N
28;079;4;6;28079004_6_48;2022;05;0.3;V;0.2;V;0.2;V;0.2;N;0.2;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;079;4;6;28079004_6_48;2022;06;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;N;0;N;0;N;0;N;0;N;0.1;N;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0;N
28;079;4;6;28079004_6_48;2022;07;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V
28;079;4;6;28079004_6_48;2022;08;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V
28;079;4;7;28079004_7_8;2022;03;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;5;N;0;N;0;N;11;V;5;V;5;V;3;V
28;079;4;7;28079004_7_8;2022;04;4;V;3;V;3;V;2;N;5;V;4;V;5;V;3;V;3;V;6;V;4;V;3;V;11;V;3;V;5;V;6;V;5;V;4;V;8;V;3;V;4;V;3;V;2;V;3;V;12;V;6;V;3;V;14;V;5;V;13;V;0;N
28;079;4;7;28079004_7_8;2022;05;9;V;2;V;2;V;3;V;5;V;3;V;4;V;3;V;8;V;5;V;9;V;3;V;9;V;8;V;2;V;5;V;7;V;12;V;5;V;3;V;3;V;2;V;2;V;3;V;4;V;3;V;4;V;3;V;5;V;2;V;9;V
28;079;4;7;28079004_7_8;2022;06;4;V;4;V;4;V;6;V;2;V;7;V;10;V;6;V;4;V;7;V;3;V;2;V;6;V;11;V;8;V;6;V;3;V;3;V;2;V;3;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;3;V;7;V;3;V;0;N
28;079;4;7;28079004_7_8;2022;07;3;V;2;V;2;V;5;V;7;V;4;V;3;V;8;V;2;V;5;V;4;V;2;V;10;V;3;V;2;V;2;V;3;V;2;V;2;V;5;V;3;V;5;V;3;V;4;V;2;V;3;V;2;V;6;V;6;V;2;V;4;V
28;079;4;7;28079004_7_8;2022;08;2;V;2;V;4;V;3;V;3;V;2;V;2;V;4;V;2;V;1;V;1;V;2;V;4;V;2;V;2;V;1;V;1;V;1;V;2;V;2;V;3;V;2;V;4;V;5;V;2;V;1;V;2;V;1;V;1;V;7;V;1;V
28;079;4;8;28079004_8_8;2022;03;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;19;N;0;N;0;N;30;V;28;V;29;V;25;V
28;079;4;8;28079004_8_8;2022;04;21;V;16;V;15;V;16;N;23;V;18;V;20;V;12;V;11;V;18;V;18;V;19;V;22;V;14;V;20;V;25;V;28;V;24;V;26;V;14;V;18;V;21;V;9;V;14;V;30;V;35;V;28;V;31;V;21;V;40;V;0;N
28;079;4;8;28079004_8_8;2022;05;26;V;16;V;14;V;13;V;21;V;19;V;19;V;17;V;24;V;27;V;35;V;25;V;35;V;32;V;12;V;19;V;19;V;31;V;31;V;24;V;24;V;16;V;13;V;15;V;16;V;13;V;20;V;20;V;26;V;10;V;26;V
28;079;4;8;28079004_8_8;2022;06;18;V;18;V;23;V;24;V;11;V;27;V;26;V;16;V;16;V;29;V;24;V;22;V;33;V;42;V;35;V;30;V;21;V;22;V;7;V;13;V;15;V;10;V;10;V;11;V;9;V;11;V;14;V;15;V;29;V;16;V;0;N
28;079;4;8;28079004_8_8;2022;07;18;V;14;V;12;V;26;V;32;V;21;V;15;V;26;V;21;V;24;V;30;V;26;V;50;V;29;V;26;V;18;V;25;V;19;V;14;V;32;V;28;V;27;V;31;V;29;V;16;V;21;V;14;V;25;V;28;V;13;V;23;V
28;079;4;8;28079004_8_8;2022;08;22;V;18;V;31;V;26;V;26;V;24;V;19;V;33;V;23;V;12;V;14;V;19;V;19;V;12;V;15;V;15;V;14;V;13;V;19;V;21;V;26;V;17;V;15;V;22;V;18;V;11;V;16;V;13;V;14;V;22;V;16;V
28;079;4;12;28079004_12_8;2022;03;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;28;N;0;N;0;N;47;V;36;V;36;V;30;V
28;079;4;12;28079004_12_8;2022;04;27;V;20;V;20;V;20;N;30;V;24;V;28;V;16;V;16;V;28;V;24;V;24;V;38;V;19;V;28;V;35;V;36;V;30;V;38;V;18;V;24;V;26;V;13;V;18;V;48;V;44;V;34;V;53;V;28;V;60;V;0;N
28;079;4;12;28079004_12_8;2022;05;39;V;19;V;18;V;17;V;28;V;24;V;24;V;21;V;36;V;35;V;48;V;30;V;49;V;44;V;15;V;26;V;30;V;49;V;39;V;29;V;29;V;20;V;17;V;19;V;23;V;17;V;27;V;25;V;34;V;13;V;40;V
28;079;4;12;28079004_12_8;2022;06;24;V;25;V;30;V;32;V;15;V;37;V;42;V;26;V;22;V;39;V;30;V;25;V;42;V;59;V;48;V;40;V;26;V;26;V;11;V;17;V;18;V;14;V;13;V;15;V;13;V;14;V;17;V;19;V;40;V;21;V;0;N
28;079;4;12;28079004_12_8;2022;07;23;V;17;V;15;V;33;V;42;V;28;V;20;V;39;V;25;V;31;V;36;V;30;V;66;V;34;V;29;V;20;V;30;V;22;V;17;V;40;V;33;V;35;V;36;V;35;V;19;V;25;V;18;V;34;V;38;V;16;V;28;V
28;079;4;12;28079004_12_8;2022;08;25;V;21;V;37;V;31;V;31;V;27;V;22;V;39;V;27;V;14;V;16;V;23;V;26;V;15;V;18;V;17;V;16;V;15;V;21;V;23;V;30;V;20;V;21;V;29;V;20;V;13;V;19;V;15;V;16;V;32;V;18;V
28;079;8;1;28079008_1_38;2022;01;5;V;4;V;4;V;3;V;3;V;3;V;4;V;4;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;6;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;4;V;5;V;5;V;5;V
28;079;8;1;28079008_1_38;2022;02;4;V;5;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V;4;V;4;V;4;N;4;N;4;V;3;V;3;V;4;V;3;V;4;V;4;V;3;V;3;V;3;V;3;V;0;N;0;N;0;N
28;079;8;1;28079008_1_38;2022;03;3;V;3;V;3;V;3;N;4;V;4;V;3;V;3;V;4;V;4;V;3;V;3;V;3;V;4;V;4;V;3;V;3;V;4;V;3;V;3;V;3;V;3;V;4;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V
28;079;8;1;28079008_1_38;2022;04;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;0;N
28;079;8;1;28079008_1_38;2022;05;4;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;5;V;5;V;4;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V
28;079;8;1;28079008_1_38;2022;06;5;V;5;V;5;V;5;V;5;V;6;V;6;V;5;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;5;V;5;V;5;V;5;V;5;V;6;V;5;V;5;V;5;V;6;V;6;V;6;V;0;N
28;079;8;1;28079008_1_38;2022;07;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;7;V;7;V;7;V;7;V;7;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;8;1;28079008_1_38;2022;08;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;079;8;6;28079008_6_48;2022;01;0.6;V;0.5;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.4;V;0.5;V;0.4;V;0.3;V;0.3;V;0.4;V;0.4;V;0.5;V;0.4;V;0.5;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.5;V;0.5;V;0.4;V
28;079;8;6;28079008_6_48;2022;02;0.3;V;0.6;V;0.6;V;0.4;V;0.3;V;0.3;V;0.4;V;0.3;V;0.4;V;0.5;V;0.5;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.5;V;0.5;V;0.3;V;0.3;V;0.4;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0;N;0;N;0;N
28;079;8;6;28079008_6_48;2022;03;0.4;V;0.3;V;0.4;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;079;8;6;28079008_6_48;2022;04;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0;N
28;079;8;6;28079008_6_48;2022;05;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V
28;079;8;6;28079008_6_48;2022;06;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0;N
28;079;8;6;28079008_6_48;2022;07;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;079;8;6;28079008_6_48;2022;08;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;079;8;7;28079008_7_8;2022;01;57;V;40;V;46;V;29;V;9;V;10;V;30;V;29;V;7;V;32;V;52;V;29;V;15;V;14;V;22;V;20;V;41;V;59;V;50;V;23;V;13;V;9;V;7;V;10;V;8;V;11;V;26;V;27;V;36;V;33;V;37;V
28;079;8;7;28079008_7_8;2022;02;4;V;55;V;63;V;30;V;7;V;8;V;26;V;13;V;19;V;39;V;49;V;7;V;6;V;9;V;18;V;21;V;38;V;47;V;5;V;6;V;21;V;12;V;18;V;16;V;9;V;6;V;5;V;15;V;0;N;0;N;0;N
28;079;8;7;28079008_7_8;2022;03;23;V;10;V;28;V;5;V;5;V;3;V;7;V;9;V;16;V;11;V;9;V;6;V;4;V;7;V;13;V;10;V;6;V;7;V;5;V;4;V;8;V;5;V;7;V;10;V;7;V;5;V;4;V;10;V;10;V;7;V;8;V
28;079;8;7;28079008_7_8;2022;04;5;V;3;V;3;V;5;V;7;V;9;V;16;V;10;V;7;V;5;V;8;V;7;V;10;V;3;V;4;V;5;V;4;V;5;V;6;V;5;V;10;V;8;V;6;V;4;V;9;V;8;V;8;V;11;V;6;V;9;V;0;N
28;079;8;7;28079008_7_8;2022;05;6;V;3;V;4;V;4;V;6;V;5;V;4;V;3;V;6;V;6;V;7;V;6;V;7;V;5;V;4;V;5;V;9;V;9;V;7;V;6;V;5;V;5;V;6;V;5;V;4;V;4;V;6;V;4;V;5;V;8;V;9;V
28;079;8;7;28079008_7_8;2022;06;11;V;8;V;10;V;6;V;4;V;13;V;8;V;9;V;6;V;12;V;12;V;4;V;8;V;13;V;6;V;8;V;6;V;5;V;4;V;7;V;6;V;7;V;7;V;6;V;5;V;4;V;3;V;4;V;7;V;6;V;0;N
28;079;8;7;28079008_7_8;2022;07;4;V;4;V;3;V;6;V;5;V;4;V;3;V;5;V;5;V;4;V;4;V;4;V;7;V;3;V;4;V;3;V;3;V;4;V;5;V;3;V;5;V;5;V;3;V;4;V;3;V;4;V;4;V;5;V;5;V;3;V;3;V
28;079;8;7;28079008_7_8;2022;08;3;V;3;V;4;V;6;V;4;V;3;V;3;V;4;V;4;V;3;V;4;V;5;V;8;V;3;V;3;V;4;V;3;V;3;V;3;V;4;V;9;V;4;V;5;V;8;V;4;V;3;V;3;V;2;V;4;V;9;V;5;V
28;079;8;8;28079008_8_8;2022;01;60;V;53;V;56;V;43;V;31;V;35;V;51;V;52;V;28;V;41;V;55;V;50;V;48;V;45;V;50;V;56;V;70;V;71;V;70;V;52;V;41;V;39;V;39;V;46;V;47;V;46;V;51;V;54;V;55;V;55;V;64;V
28;079;8;8;28079008_8_8;2022;02;30;V;65;V;71;V;57;V;32;V;35;V;50;V;46;V;56;V;77;V;69;V;42;V;29;V;30;V;41;V;48;V;67;V;64;V;26;V;32;V;48;V;47;V;53;V;59;V;41;V;36;V;28;V;48;V;0;N;0;N;0;N
28;079;8;8;28079008_8_8;2022;03;50;V;34;V;50;V;29;V;29;V;18;V;28;V;30;V;49;V;41;V;36;V;24;V;21;V;39;V;51;V;42;V;29;V;32;V;26;V;19;V;33;V;22;V;34;V;41;V;34;V;26;V;24;V;34;V;36;V;33;V;37;V
28;079;8;8;28079008_8_8;2022;04;24;V;18;V;18;V;25;V;33;V;31;V;34;V;24;V;19;V;20;V;23;V;28;V;32;V;15;V;22;V;25;V;26;V;28;V;24;V;21;V;29;V;27;V;19;V;21;V;35;V;43;V;35;V;39;V;28;V;44;V;0;N
28;079;8;8;28079008_8_8;2022;05;27;V;17;V;22;V;21;V;26;V;22;V;20;V;17;V;30;V;32;V;39;V;33;V;39;V;30;V;17;V;23;V;29;V;42;V;32;V;32;V;27;V;22;V;24;V;20;V;15;V;18;V;27;V;25;V;32;V;23;V;30;V
28;079;8;8;28079008_8_8;2022;06;29;V;27;V;33;V;27;V;19;V;36;V;32;V;24;V;19;V;36;V;30;V;26;V;39;V;54;V;36;V;34;V;28;V;29;V;14;V;23;V;23;V;19;V;23;V;22;V;17;V;18;V;17;V;20;V;37;V;22;V;0;N
28;079;8;8;28079008_8_8;2022;07;23;V;19;V;17;V;34;V;34;V;23;V;20;V;29;V;30;V;29;V;35;V;32;V;50;V;34;V;36;V;23;V;25;V;26;V;25;V;31;V;36;V;33;V;30;V;29;V;22;V;24;V;22;V;32;V;32;V;15;V;21;V
28;079;8;8;28079008_8_8;2022;08;27;V;22;V;31;V;34;V;32;V;27;V;20;V;33;V;29;V;20;V;25;V;32;V;32;V;19;V;19;V;21;V;17;V;15;V;24;V;27;V;37;V;22;V;24;V;37;V;25;V;16;V;23;V;16;V;24;V;40;V;25;V
28;079;8;9;28079008_9_47;2022;01;13;V;12;V;18;V;10;V;4;V;6;V;9;V;14;V;6;V;5;V;7;V;4;V;5;V;6;V;11;V;18;V;15;V;11;V;12;V;6;V;4;V;7;V;7;V;7;V;6;V;8;V;7;V;8;V;7;V;9;V;11;V
28;079;8;9;28079008_9_47;2022;02;3;V;9;V;15;V;18;V;10;V;5;V;7;V;5;V;9;V;17;V;19;V;10;V;11;V;4;V;6;V;5;V;12;V;14;V;4;V;5;V;7;V;5;V;8;V;7;V;6;V;5;V;7;V;9;V;0;N;0;N;0;N
28;079;8;9;28079008_9_47;2022;03;10;V;5;V;8;V;2;V;3;V;4;V;5;V;3;V;6;V;8;V;5;V;3;V;3;V;11;V;65;V;25;V;4;V;4;V;7;V;5;V;3;V;3;V;5;V;5;V;7;V;6;V;8;V;14;V;17;V;7;V;6;V
28;079;8;9;28079008_9_47;2022;04;4;V;3;V;3;V;5;V;7;V;7;V;7;V;4;V;5;V;5;V;7;V;3;V;6;V;3;V;6;V;6;V;6;V;6;V;6;V;3;V;3;V;3;V;2;V;5;V;5;V;10;V;6;V;6;V;7;V;14;V;0;N
28;079;8;9;28079008_9_47;2022;05;14;V;8;V;5;V;6;V;10;V;5;V;5;V;6;V;7;V;8;V;11;V;10;V;8;V;18;V;9;V;8;V;6;V;10;V;16;V;12;V;13;V;16;V;9;V;5;V;4;V;5;V;4;V;7;V;15;V;11;V;10;V
28;079;8;9;28079008_9_47;2022;06;8;V;12;V;9;V;9;V;7;V;11;V;11;V;16;V;16;V;10;V;28;V;13;V;17;V;30;V;41;V;40;V;33;V;26;V;18;V;20;V;9;V;8;V;21;V;14;V;11;V;10;V;8;V;12;V;13;V;8;V;0;N
28;079;8;9;28079008_9_47;2022;07;19;N;63;N;62;N;36;N;13;N;64;N;22;N;24;N;35;N;32;N;39;N;32;N;31;N;25;N;20;N;36;N;33;N;42;N;35;N;16;N;79;N;80;N;20;N;20;N;34;N;129;N;137;N;29;N;37;N;78;N;76;N
28;079;8;9;28079008_9_47;2022;08;48;N;56;N;59;N;44;N;42;N;40;N;43;N;31;N;47;N;58;N;90;N;57;N;36;N;12;N;7;N;11;N;4;V;4;V;5;V;7;V;11;V;7;V;11;V;16;V;14;V;13;V;13;V;15;V;19;V;9;V;6;V
28;079;8;10;28079008_10_47;2022;01;16;V;15;V;22;V;14;V;5;V;8;V;11;V;16;V;7;V;8;V;12;V;8;V;8;V;9;V;14;V;22;V;21;V;19;V;19;V;11;V;7;V;9;V;9;V;9;V;9;V;11;V;15;V;14;V;12;V;16;V;19;V
28;079;8;10;28079008_10_47;2022;02;7;V;19;V;24;V;27;V;14;V;10;V;12;V;10;V;18;V;27;V;33;V;23;V;21;V;6;V;9;V;9;V;20;V;22;V;7;V;8;V;10;V;8;V;14;V;13;V;9;V;7;V;11;V;14;V;0;N;0;N;0;N
28;079;8;10;28079008_10_47;2022;03;17;V;10;V;11;V;4;V;4;V;5;V;6;V;5;V;11;V;13;V;8;V;6;V;5;V;36;V;227;V;81;V;16;V;9;V;13;V;11;V;5;V;4;V;7;V;8;V;13;V;10;V;16;V;28;V;41;V;15;V;10;V
28;079;8;10;28079008_10_47;2022;04;6;V;4;V;4;V;9;V;12;V;12;V;13;V;9;V;11;V;11;V;21;V;5;V;9;V;7;V;14;V;11;V;15;V;14;V;11;V;5;V;6;V;5;V;3;V;8;V;8;V;15;V;9;V;9;V;14;V;27;V;0;N
28;079;8;10;28079008_10_47;2022;05;29;V;13;V;9;V;11;V;16;V;10;V;10;V;11;V;16;V;19;V;24;V;24;V;19;V;30;V;18;V;17;V;14;V;22;V;37;V;27;V;27;V;33;V;17;V;12;V;8;V;11;V;9;V;15;V;29;V;22;V;23;V
28;079;8;10;28079008_10_47;2022;06;20;V;25;V;22;V;19;V;17;V;24;V;22;V;29;V;25;V;19;V;45;V;28;V;35;V;64;V;87;V;76;V;55;V;54;V;36;V;34;V;18;V;18;V;35;V;24;V;23;V;21;V;17;V;25;V;27;V;18;V;0;N
28;079;8;10;28079008_10_47;2022;07;35;N;91;N;94;N;59;N;29;N;95;N;36;N;41;N;58;N;57;N;70;N;63;N;65;N;50;N;42;N;68;N;62;N;81;N;63;N;36;N;124;N;126;N;33;N;40;N;55;N;166;N;169;N;37;N;48;N;87;N;83;N
28;079;8;10;28079008_10_47;2022;08;53;N;62;N;69;N;56;N;52;N;51;N;49;N;40;N;54;N;66;N;98;N;85;N;66;N;16;N;11;N;14;N;6;V;5;V;8;V;11;V;15;V;11;V;16;V;25;V;23;V;16;V;20;V;22;V;30;V;22;V;15;V
28;079;8;12;28079008_12_8;2022;01;146;V;115;V;127;V;88;V;45;V;51;V;97;V;96;V;39;V;90;V;134;V;95;V;72;V;66;V;84;V;87;V;132;V;161;V;146;V;87;V;61;V;53;V;50;V;62;V;60;V;63;V;91;V;95;V;110;V;105;V;121;V
28;079;8;12;28079008_12_8;2022;02;37;V;149;V;167;V;103;V;43;V;48;V;90;V;67;V;85;V;137;V;144;V;53;V;39;V;43;V;69;V;81;V;126;V;135;V;34;V;41;V;80;V;66;V;81;V;84;V;55;V;45;V;36;V;70;V;0;N;0;N;0;N
28;079;8;12;28079008_12_8;2022;03;86;V;49;V;93;V;37;V;37;V;23;V;40;V;43;V;74;V;57;V;50;V;33;V;27;V;49;V;71;V;57;V;37;V;43;V;34;V;25;V;45;V;30;V;45;V;56;V;46;V;33;V;30;V;49;V;51;V;44;V;49;V
28;079;8;12;28079008_12_8;2022;04;31;V;22;V;23;V;33;V;44;V;45;V;59;V;40;V;30;V;28;V;35;V;39;V;46;V;20;V;28;V;33;V;32;V;37;V;33;V;28;V;44;V;38;V;29;V;27;V;48;V;55;V;48;V;56;V;37;V;58;V;0;N
28;079;8;12;28079008_12_8;2022;05;36;V;23;V;29;V;28;V;34;V;29;V;26;V;22;V;40;V;41;V;50;V;42;V;50;V;38;V;24;V;31;V;43;V;55;V;43;V;40;V;35;V;29;V;33;V;28;V;21;V;24;V;35;V;31;V;40;V;35;V;45;V
28;079;8;12;28079008_12_8;2022;06;45;V;38;V;48;V;36;V;25;V;57;V;45;V;37;V;27;V;55;V;48;V;32;V;50;V;74;V;46;V;46;V;37;V;36;V;20;V;34;V;31;V;30;V;34;V;32;V;25;V;24;V;21;V;26;V;48;V;31;V;0;N
28;079;8;12;28079008_12_8;2022;07;29;V;25;V;22;V;43;V;42;V;30;V;25;V;37;V;37;V;36;V;41;V;38;V;61;V;39;V;41;V;28;V;29;V;32;V;32;V;36;V;44;V;40;V;35;V;35;V;27;V;30;V;28;V;41;V;40;V;19;V;25;V
28;079;8;12;28079008_12_8;2022;08;31;V;27;V;37;V;43;V;38;V;32;V;25;V;40;V;36;V;24;V;31;V;40;V;45;V;24;V;23;V;26;V;21;V;19;V;29;V;33;V;50;V;27;V;32;V;49;V;31;V;20;V;28;V;19;V;30;V;53;V;32;V
28;079;8;14;28079008_14_6;2022;01;20;V;15;V;8;V;22;V;45;V;35;V;25;V;17;V;47;V;30;V;22;V;30;V;31;V;36;V;35;V;26;V;20;V;23;V;22;V;31;V;38;V;45;V;41;V;34;V;35;V;34;V;34;V;36;V;39;V;38;V;24;V
28;079;8;14;28079008_14_6;2022;02;59;V;21;V;15;V;17;V;47;V;55;V;37;V;45;V;35;V;16;V;20;V;38;V;50;V;55;V;43;V;35;V;16;V;23;V;52;V;53;V;39;V;45;V;40;V;30;V;36;V;37;V;56;V;29;V;0;N;0;N;0;N
28;079;8;14;28079008_14_6;2022;03;34;V;52;V;26;V;66;V;63;V;72;V;53;V;58;V;35;V;44;V;49;V;60;V;71;V;48;V;29;V;38;V;55;V;46;V;51;V;71;V;55;V;68;V;53;V;40;V;35;V;50;V;46;V;43;V;32;V;18;V;29;V
