tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Centro educativo;Privada;079;Madrid;CALLE;de Ana de Austria;111;;;28050;EN LA ENTRADA POR EL POLIDEPORTIVO COLEGIO EL VALLE;444597;4483526;9-21 S 10-14;2018-386
Centro educativo;Privada;079;Madrid;CALLE;de Cebreiro;;;;28050;EN LA ENTRADA POR EL POLIDEPORTIVO COLEGIIO EL VLLE LAS TABLAS;443897;4483948;9-21 S 10-14 DE SEPT A JULIO;2018-387
Centro educativo;Privada;079;Madrid;CALLE;de Cordel de Pavones;2;;;28032;EN LA ENTRADA POR EL POLIDEPORTIVO COLEGIO EL VALLE VALDEBERNARDO;447584;4472646;9-21 S 10-14 PERIODO ESCOLAR;2018-388
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 5 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24H;2018-393
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 3 DEL RECINTO FERIAL FERIA DE MADRID;447747;4479468;24H;2018-394
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 6 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24 H;2018-395
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 7 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24H;2018-396
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 8 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24 H;2018-397
Otros;Pública;093;Navacerrada;CTRA;de la Barranca;;;;28491;PARQUE DE BOMBEROS DE NAVACERRADA INSTALADO EN VEHÍCULO DE INTERVENCIÓN;415202;4510426;24H;2018-204
Centro educativo;Privada;134;San Sebastián de los Reyes;CALLE;Hoces del Duratón;S/N;;;28706;URBANIZACIÓN FRENO NORTE,HALL. JUNTO A ENFERMERÍA TRINITY COLLEGE;450662;4494738;;2018-306
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Alcántara;26;CALLE;;28006;PASILLO CENTRAL CAM VIDING ALCÁNTARA;442855;4475479;;2018-332
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Alcántara;26;2ª;;28006;ACCESO VESTUARIOS CNETRO DEPORTIVO MUNICIPAL VIDING ALCÁNTARA;442855;4475479;;2018-333
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;PASEO;de la Habana;138;3ª;;28036;ZONA CAFÉ INECO;442241;4478756;JORNADA LABORAL;2018-334
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;del Partenón;4;;;28042;ZONA CAFÉ INECO;447563;4479341;JORNADA LABORAL;2018-335
Otros;Privada;130;San Fernando de Henares;CALLE;del Mar Mediterráneo;14;;;28830;FRENTE A INSTALACIONES DE LA NAVE DE PRODUCCIÓN GAMESA ELECTRIC SAU;457556;4478407;;2018-352
Centro educativo;Privada;079;Madrid;AVDA;de la Peseta;8;;;28054;EN EL POLIDEPORTIVO COLEGIO ABACO;435014;4468871;;2018-371
Centro educativo;Privada;079;Madrid;CALLE;de Maqueda;2;;;28024;EN LA ENTRADA, EN SECRETARÍA COLEGIO ARCANGEL RAFAEL;435042;4471838;;2018-372
Centro educativo;Privada;079;Madrid;PASEO;de la Alameda de Osuna;60;;;28042;EN SECRETARÍA. PLANTA PRINCIPAL COLEGIO ALAMEDA DE OSUNA;449624;4478465;;2018-373
Otros;Privada;134;San Sebastián de los Reyes;CALLE;Lanzarote;19;;;28703;EN EL CUARTO DEL BOTIQUÍN MERCURY STEAM;447634;4490012;;2018-385
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 4 RECINTO FERIAL FERIA DE MADRID;447740;4479470;24H;2018-392
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 10 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24 H;2018-399
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO DE ENTRADA PABELLÓN Nº 12 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24 H;2018-401
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 14.0 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24 H;2018-402
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO ENTRADA PABELLÓN Nº 14.1 DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24 H;2018-403
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;del Partenón;5;;;28042;ACCESO TÚNEL ÁREAS COMPLEMENTARIAS DEL RECINTO FERIAL FERIA DE MADRID;447740;4479470;24 H;2018-404
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;CALLE;del Conde Duque;9-11;;;28015;CENTRO CULTURAL CONDE DUQUE. HALL PUERTA PRINCIPAL MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA;439724;4475437;24H;2018-415
Otros;Pública;079;Madrid;CALLE;del Cenicero;8;;;28014;MEDIALAB PRADO. ENTRADA PRINCIPAL MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA;441169;4473538;24H;2018-417
Otros;Pública;079;Madrid;PLAZA;de Colón;4;;;28046;TEATRO FERNÁN GOMEZ, CENTRO CULTURAL DE LA VILLA. VESTÍBULO SALA DE EXPOSICIONES. MADRID DESTINO CULTURA TURISMO Y NEGOCIO SA;441492;4475163;;2018-422
Centro educativo;Pública;180;Villarejo de Salvanés;CALLE;del Viso;15;;;28590;VESTÍBULO DE ENTRADA PRINCIPAL DEL COLEGIO CEIP NUESTRA SEÑORA DE LAS VICTORIAS;475965;4446390;;2018-426
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Alcalá;47;BAJA;;28014;ENTRADA PRINCIPAL COMISIÓN NACIONAL DE MERCADOS Y COMPETENCIA;440979;4474519;7-22;2018-437
Otros;Privada;079;Madrid;AVDA;Central;31;BAJA;;28042;CENTRO DE CARGA AÉREA. RECEPCIÒN EDIFICIO DHL DHL;450797;4478527;24H;2018-438
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Marqués de la Ensenada;8;BAKA;;28004;CONSEJO GENERAL DEL PODER JUDICIAL ;441224;4475066;;2018-439
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Trafalgar;27;3ª;;28010;CONSEJO GENERAL DEL PODER JUDICIAL ;440493;4476120;;2018-440
Otros;Privada;079;Madrid;PASEO;de la Castellana;259;30;;28046;TORRE CEPSA. PLANTA 30. ARMARIO JUNTOA IMPRESORAS. ZONA CENTRAL COMPAÑÍA ESPAÑOLA DE PETRÓLEOS SA;441732;4480793;24 H;2018-441
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Barquillo;5;BAJA;;28004;ENTRADA PRINCIPAL COMISIÓN NACIONAL DE MERCADOS Y LA COMPETENCIA;440979;4474543;7-22;2018-442
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Campezo;3;;;28022;NAVE 1. ENPASILLO DE ENTRADA A SALA DE MÁQUINAS Y ENTRENAMIENTOS ALTAFIT LAS MERCEDES;450634;4477585;7-22.30;2018-164
Establecimiento dependiente de una Administración Pública;Pública;123;Rivas-Vaciamadrid;CALLE;CASA DE LAS ASOCIACIONES. EN EL VESTÍBULO AL LADO DE CONSERJERIA;s/n;BAJA;;;AYTO. RIVASA VACIAMADRID;453269;4468863;L-V 10-15 Y 16-20;2018-267
Establecimiento dependiente de una Administración Pública;Pública;123;Rivas-Vaciamadrid;CALLE;de la Fundición;1;BAJA;;28523;NAVE MUNICIPAL. EN LA ANTIGUA SALA DE ENCARGADO AYTO. RIVAS VACIAMADRID;453798;4467361;L A V 7.30-14.30;2018-268
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Bailén;s/n;;;;"EN EL ACCESO AL PALACIO REAL DENOMINADO ""ARCO DE SANTIAGO"" CONSEJO DE ADMINISTRACIÓN DEL PATRIMONIO NACIONAL";439411;4474483;;2018-310
Establecimiento dependiente de una Administración Pública;Pública;903;Tres Cantos;AVDA;de la Vega;;;;28760;CAMPO DE FÚTBOL FORESTA B. EN SALA DE BOTIQUÍN AYTO. TRES CANTOS;440360;4495958;FINES DE SEMANA;2018-326
Centro educativo;Pública;903;Tres Cantos;AVDA;de los Labradores;13;;;28760;COLEGIO CARMEN IGLESIAS. FRENTE A CONSERJERÍA AYTO. TRES CANTOS;440237;4494696;;2018-327
Establecimiento dependiente de una Administración Pública;Pública;903;Tres Cantos;PLAZA;del Ayuntamiento;;;;28760;CENTRO CULTURAL ADOLFO SUAREZ. VESTÍBULO DE ENTRADA AYTO. TRES CANTOS;439826;4494505;8-22;2018-328
Establecimiento dependiente de una Administración Pública;Pública;903;Tres Cantos;AVDA;de los Labradores;24;;;28760;CENTRO MUNCIPAL DE MAYORES. VESTÍBULO DE ENTRADA AYTO. TRES CANTOS;440294;4494591;8-22;2018-329
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Santa Rita;10;BAJA;;28002;EN MOSTRADOR DE RECEPCIÓN FRENTE A LA ENTRADA PRINCIPAL BODY FACTORY CLARA DEL REY;443368;4477383;7-23 SA 10-22 D-10-15;2018-341
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;Gran Vía;25;ENT;;28013;ENTREPLANTA HOTEL TRYP MADRID GRANVÍA;440427;4474599;;2018-347
Otros;Pública;079;Madrid;CALLE;Mayor;27;;;28013;CENTRO DE TURISMO. CASA DE LA PANADERÍA. SALA DE INFORMACIÓN (PARED FRONTAL) MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA;439983;4474151;24 H;2018-409
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;PLAZA;de Cibeles;1;2ª;;28014;PALACIO CIBELES, DESA 3. ENRATA MONTALBAN 1 DERECHA. EN PASILLO CIB ESCALERA S. MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA;441281;4474489;24 H;2018-411
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;PLAZA;de Cibeles;1;5ª;;28014;PALACIO CIBELES DESA 2. ZONA ESTUDIO Y DESCANSO MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA;441281;4474489;24H;2018-412
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;PLAZA;de Cibeles;1;4ª;;28014;PALACIO CIBELES, DESA 4. ENTRADA MONTALBAN 1, DCHA.DISTRIBUIDOR FRENTE ASCENSORES. MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA;441281;4474489;24H;2018-413
Centros residenciales de mayores con 200 plazas;Privada;026;Brunete;CALLE;de las Eras;39;BAJA;;28690;SALA DE CURAS. (ENFERMERÍA) RESIDENCIA GERIASA BRUNETE;414999;4472849;;2018-434
Centro educativo;Privada;079;Madrid;CALLE;de Santa Rafaela María del Sagrado Corazón;112;;;28053;HALL DE ENTRADA COLEGIO SANTA RAFAELA MARÍA FUNDACIÓN EDUCATIVA ACI;442854;4469992;8-18;2018-435
Centro educativo;Privada;079;Madrid;PASEO;del General Martínez Campos;6;;;28010;HALL DE ENTRADA COLEGI SDO. CORAZÓN DE JESUS FUNDACIÓN EDUCATIVA ACI;440809;4476255;8-18;2018-436
Centro educativo;Pública;074;Leganés;AVDA;Universidad;30;BAJA;;28911;EDIF. 5 AUDITORIA. FRENTE A PUERTA DE ENTRADA UNIVERSIDAD CARLOS III DE MADRID;434849;4464869;8-21;2018-449
Otros;Privada;106;Parla;CALLE;Planeta Urano;15-17;;;28983;ENTRE ZONAS COMUNIES DE ACCESO A PISCINA Y PISTAS DEPORTIVAS. MANCOMUNIDAD DE PROPIETARIOS;435380;4452643;;2018-458
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Gaztambide;65;BAJA;;28015;HALL DE ENTRADA AL GIMNASIO GIMNASIO SCG;439318;4476562;;2018-460
Centro educativo;Privada;079;Madrid;CALLE;de La Revoltosa;17;BAJA;;28031;EN EL HALL DE ENTRADA AL CENTRO ESCOLAR COLEGIO SAN EULOGIO;447349;4479747;L A V 8-18;2018-462
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;AVDA;de la Magia;4;;;28100;ESPACIO MIGUEL DELIBES. UNI POPULAR DE ALCOBENDAS. PUNTO DE INFORMACIÓN.AYTO. ALCOBENDAS;444346;4489174;L A V 10-22;2018-475
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;AVDA;de Miguel de Cervantes;4;;;28100;CIUDAD DEPORTIVA VALDELASFUENTES. SERVICIO DE MEDICINA DEPORTIVA AYTO. ALCOBENDAS;445070;4489131;L A D 8-30-22.30;2018-477
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;del Olivar;5;0;;28100;CENTRO DE MAYORES CARMEN GARCIA BLOISE. ESCALERA DE ACCESO A LA PLANTA SÓTANO. AYTO. ALCOBENDAS;445118;4488702;L A D 9.30-20;2018-478
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de la Libertad;9;;;28100;PATRONATO DE BIENESTAR SOCIAL. ENTRADA, DESPACHO DE SINDICATO AYTO. ALCOBENDAS;446260;4487938;L A V 9-14;2018-484
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de Mariano Sebastián Izuel;9;;;28100;CENTRO DE ARTE CIUDAD DE ALCOBENDAS.MOSTRADOR DE INFORMACIÓN A LA ENTRADA. AYTO. ALCOBENDAS;446602;4487986;10-21;2018-485
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de la Libertad;6;2ª;;28100;PATRONATO DE BIENESTAR SOCIAL. EN ALMACÉN SALUD AYTO. ALCOBENDAS;446260;4487938;9-14;2018-486
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de Blas de Otero;4;;;28100;TEATRO AUDITORIO CIUDAD DE ALCOBENDAS. HALL DE ENTRADA AYTO. ALCOBENDAS;445572;4488793;SEGÚN CARTELERA;2018-487
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de Daoíz;11;;;28100;CENTRO DE MAYORES MARÍA ZAMBRANO. MUEBLE METÁLICO DEL FONDO DEL SALÓN. AYTO. ALCOBENDAS;445623;4488276;L A V 9.30 A 20;2018-488
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de Orense;7;;;28100;CENTRO DE MAYORES PEDRO GONZÁLEZ GUERRA. PUNTO DE INFORMACIÓN A LA ENTRADA A LA DERECHA. AYTO. ALCOBENDAS;446085;4488108;L A V 9.30-20;2018-489
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de Salamanca;39;;;28100;CENTRO DE MAYORES RAMÓN RUBIAL AYTO. ALCOBENDAS;446600;4488029;L A V 9.30-20;2018-490
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;PLAZA;Mayor;1;;;28100;EN HALL DE ENTRADA AYUNTAMIENTO DE ALCOBENDAS;445675;4488713;;2018-492
Otros;Privada;079;Madrid;CALLE;de Méndez Álvaro;20;BAJA;;28045;PUESTO DE CONTROL 24 H RECEPCIÓN INPACSA;441462;4472846;24 H;2018-493
Centro educativo;Privada;079;Madrid;CALLE;EN RECEPCIÓN;17;;;;COLEGIO SANTA MARÍA LA BLANCA;440991;4484648;;2018-533
Establecimiento dependiente de una Administración Pública;Pública;162;Valdeolmos-Alalpardo;CALLE;de Alcalá (Alalpardo);4;BAJA;;28130;EN EL HALL DE ENTRADA AYUNTAMIENTO VALDEOLMOS -ALALPARDO;459835;4497658;;2018-544
Establecimiento dependiente de una Administración Pública;Pública;162;Valdeolmos-Alalpardo;CALLE;de Alcalá (Alalpardo);25;;;28130;EN VESTURIOS DEL CAMPO DE FÚTBOL DE ALALPARDO AYTO. VALDEOLMOS ALALPARDO;460066;4497363;;2018-545
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;047;Collado Villalba;CALLE;Rincón de las Eras;1;BAJA;;28400;CENTRO COMERCIAL LOS VALLES ;414373;4498846;10-22;2018-552
Establecimiento dependiente de una Administración Pública;Pública;131;San Lorenzo de El Escorial;CALLE;Vista Bella;5;;;28200;CENTRO CULTURAL, BIBLIOTECA Y ESCUELA DE MÚSICA. SALA LECTURA BIB AYTO. SAN LORENZO DEL ESCORIAL;403858;4494691;9-20;2018-555
Establecimiento dependiente de una Administración Pública;Pública;131;San Lorenzo de El Escorial;CALLE;CAMPO DE FÚTBOL LA HERRERÍA. BOTIQUÍN EDIFICIO SERVICIOS;;;;;AYUNTAMIENTO DE SAN LORENZO DE EL ESCORIAL;401935;4493180;TARDES. ENTRENAMIENTOS Y COMPETICIONES;2018-558
Establecimiento dependiente de una Administración Pública;Pública;131;San Lorenzo de El Escorial;PLAZA;de la Constitución;3;;;28200;DISPOSITIVO MOVIL EN VEHÍCULO PATRULLA POLICÍA LOCAL AYUNTAMIENTO DE SAN LORENZO DE EL ESCORIAL;402780;4494039;24 H;2018-561
Establecimiento dependiente de una Administración Pública;Pública;131;San Lorenzo de El Escorial;CALLE;Floridablanca;3;BAJA;;28200;CASA DE LA CULTURA. DESPACHO SECRETARÍA AYUNTAMIENTO DE SAN LORENZO DE EL ESCORIAL;402930;4493951;L A V 10-14 Y 17-20;2018-563
Establecimiento dependiente de una Administración Pública;Pública;131;San Lorenzo de El Escorial;CALLE;Juan de Toledo;27;2ª;;28200;CENTRO ACTIVIDADES SOCIALES Y MUJER. EN EL HALL DE ENTRADA AYUNTAMIENTO DE SAN LORENZO DE EL ESCORIAL;403630;4494565;9-15 Y 17-20;2018-564
Otros;Privada;079;Madrid;CALLE;del Marqués de Mondéjar;25;;;28028;EN EL DESPACHO DE ADMINISTRACIÓN MUTUA MMT SEGUROS;443588;4475464;7-14.50 14-50-20;2018-572
Otros;Privada;079;Madrid;CALLE;de Trafalgar;11;BAJA;;28010;SEGÚN SE ABRE PUERTA DE ACCESO A SÓTANO 1 MUTUA MMT SEGUROS;440567;4475889;8-18;2018-573
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 LLEGADAS PASILLO TRÁNSITO FILTRO A/B AENA SME SA.;451534;4479851;24 H;2018-587
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 LLEGADAS SALA 1 FRENTE CINTA A 6 ADUANA AENA SME SA;451534;4479851;24 H;2018-588
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 LLEGADAS PASILLO TRÁNSITO ESCALERA AENA SME SA;451534;4479851;24 H;2018-589
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 VESTÍBULO LLEGADAS CCVV (FRENTE ARS entre pto encuentro e inf. AENA SME SA;451534;4479851;24 H;2018-590
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T1 EMBARQUE C34/37 AENA SME SA;451534;4479851;24H;2018-602
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T1 FACTURACIÓN MOSTRADOR 345 - COMISARÍA AENA SME SA;451534;4479851;24 H;2018-603
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T4 PABELLÓN DE ESTADO AENA SME SA;449721;4482599;24H;2018-625
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S(N;;;28042;T4 SALA DE AUTORIDADES AENA SME SA;449721;4482599;24H;2018-626
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T4 LLEGADAS ZONA PUBLICA CERCA SERVICIO MÉDICO AENA SME SA;449721;4482599;24H;2018-627
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T4 LLEGADAS SALA 11 AENA SME SA;449721;4482599;24H;2018-629
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T4 FACTURACIÓN FRENTE FILTROS AENA SME SA;449721;4482599;24H;2018-640
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T4 FACTURACIÓN T4 FRENTE CAFETERÍA MEDAS AENA SME SA;449721;4482599;24H;2018-641
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;CLASA HALL DE ACCESO PRINCIPAL AENA SME SA;451534;4479851;24H;2018-664
Establecimiento dependiente de una Administración Pública;Pública;181;Villaviciosa de Odón;PASEO;Monte de la Villa;0;;;28670;EN LA SALA DE CURAS AGENCIA MADRILEÑA DE ATENCIÓN SOCIAL;420295;4469181;24H;2018-680
Centros residenciales de mayores con 200 plazas;Pública;007;Alcorcón;AVDA;EN SALA DE CURAS. JUNTO MÓDULO D;2;1ª;;28922;AGENCIA MADRILEÑA DE ATENCIÓN SOCIAL;428504;4465907;24H;2018-682
Establecimiento dependiente de una Administración Pública;Pública;047;Collado Villalba;CALLE;Morales Antuñano;9;BAJA;;28400;EN CONTROL AGENCIA MADRILEÑA DE ATENCIÓN SOCIAL;414647;4497980;9-20;2018-683
Centros residenciales de mayores con 200 plazas;Pública;005;Alcalá de Henares;CALLE;Villamalea;1;1ª;;28805;RESIDENCIA FRANCISCO DE VITORIA. SALA DE URGENCIAS AGENCIA MADRILEÑA DE ATENCIÓN SOCIAL;469701;4484173;24H;2018-703
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;CALLE;del General Ricardos;177;BAJA;;28025;EN SALA DE CURAS. ULTIMO PASILLO AGENCIA MADRILEÑA DE ATENCIÓN SOCIAL;437495;4470771;24H;2018-704
Otros;Privada;127;Rozas de Madrid, Las;CALLE;Rozabella;6;2ª;;28290;HOLIDAY GYM ;424359;4488018;8-22;2018-717
Centro educativo;Privada;106;Parla;CALLE;Getafe;S/N;BAJA;;28981;ENTRADA COLEGIO BILINGÜE TORRENTE BALLESTER;434345;4455054;;2018-732
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Alcántara;5;;;28006;EN EL HALL PRINCIPAL JUNTO A RECEPCIÓN HOLIDAY GYM;442814;4475294;;2018-733
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de José Ortega y Gasset;56;;;28006;EN LA RECEPCIÓN HOLIDAY GYM;442617;4475680;;2018-734
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;058;Fuenlabrada;CALLE;de Valverde de los Arroyos;6;;;28944;EN LA SALA DE MÁQUINAS, JUNTO A RECEPCIÓN HOLIDAY GYM;431708;4458527;;2018-735
Centro de trabajo con más de 250 trabajadores;Privada;022;Boadilla del Monte;AVDA;del Prado del Espino;2;0;;28660;NÚCLEO 2 FUNDACIÓN SANTA MARÍA;427838;4472065;24H;2018-542
Centro educativo;Pública;115;Pozuelo de Alarcón;CALLE;Diego de Velázquez;5;BAJA;PPAL;28223;CEIP LOS ÁNGELES ;433073;4472457;;2018-543
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;AVDA;de América;41;0;;28002;RECECPCIÓN DE HOTEL PUERTA AMERICA MADRID SILKEN CARDIOSAFE SL;443179;4476879;24H;2018-549
Centro educativo;Pública;131;San Lorenzo de El Escorial;CALLE;del Rey;43;1ª;;28200;COLEGIO INFANTIL Y PRIMARIA SAN LORENZO. EN DESPACHO SECRETARÍA AYUNTAMIENTO DE SAN LORENZO DE EL ESCORIAL;403117;4493991;9-15 DIAS LECTIVOS;2018-554
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 LLEGADAS SALA 2 FRENTE CINTA 10 AENA SME SA;451534;4479851;24 H;2018-591
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 DIQUE SUR PASILLO TRÁNSITO PLANTA 1 A3/4 AENA SME SA;451434;4479851;24 H;2018-592
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 DIQUE SUR A3/4 AENA SME SA;451534;4479851;24 H;2018-593
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 DIQUE SUR PASILLO TRÁNSITO PLANTA 1 A7/8 AENA SME SA;451534;4479851;24 H;2018-594
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 DIQUE SUR A7/8 AENA SME SA;451534;4479851;24H;2018-595
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 INICIO PASILLO DIQUE SUR AENA SME SA;451534;4479851;24 H;2018-596
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;TI INICIO PASILLO DIQUE SUR AENA SME SA;451534;4479851;24 H;2018-597
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;;;;28042;T1 EMBARQUE (CAFETERÍA ARS T1 SUR) AENA SME SA;451534;4479851;24 H;2018-598
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;S/N;;;28042;T2 EMBARQUE D56 AENA SME SA;451534;4479851;24H;2018-615
