FID,ogc_fid,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5daa,3917704,POINT (371515.12019133486 4064760.811673596),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Ingeniero de la Torra Acosta,5<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina con c/ Simeón Jiménez Reyna ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da9,3917705,POINT (371657.32353416004 4064593.109895823),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Ingeniero de la Torra Acosta,1<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina con c/ Obispo Ángel Herrera Oria ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da8,3917706,POINT (370656.41778718936 4064192.099568907),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Virgen de la Cabeza,55<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura de la Comisaría de Policía ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da7,3917707,POINT (371584.69846356683 4064064.5528890193),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Calatrava,15<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> A la altura de la Biblioteca Manuel Altolaguirre ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da6,3917708,POINT (371108.8799876492 4064609.942460801),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Obispo Ángel Herrera Oria,25<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina con c/ Virgen de las Flores ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da5,3917709,POINT (371232.16635734035 4063854.164414198),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Camino San Rafael,2<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina Plaza Cruz de Humilladero ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da4,3917710,POINT (370761.2896020582 4061518.9222449334),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. de los Guindos,<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Camino de la Térmica ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da3,3917711,POINT (370605.09272108454 4062540.278464439),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Niño del Museo,3<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> En el parque. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da2,3917712,POINT (370202.219311182 4062461.4232151187),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Alcalde Joaquín Alonso,29<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esquina con Cl. Conejito de Málaga ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da1,3917713,POINT (370749.44058868167 4061592.115827076),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Luis Barahona de Soto,16<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Frente I.E.S. Emilio Prados ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5da0,3917714,POINT (370901.5656714676 4061793.631559519),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Luis Barahona de Soto,14<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Frente c/ Diamantino García Acosta ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d9f,3917715,POINT (369999.94490198727 4060408.6579040256),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Marilyn Monroe,8<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Inacua. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d9e,3917716,POINT (369515.4752746642 4062093.378988863),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Europa,128<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> I.E.S. Sata Bárbara ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d9d,3917717,POINT (370043.9242251147 4060779.384804879),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Pilar Lorengar,10<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Frente a Cl. Concha Lagos ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d9c,3917718,POINT (372453.75538056076 4063595.3683008472),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pso. Antonio Machado,18<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Av. Ingeniero José Mª Garnica ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d9b,3917719,POINT (369502.5520505876 4059167.2980787125),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Wilkinson,35<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con c/ Conde Lucanor ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d9a,3917720,POINT (365356.6265705554 4059690.7242249534),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Huertecillas,39<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Frente a c/ Josefa Morales ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d99,3917721,POINT (365683.47224611405 4059281.6765201623),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pl. Inmaculada,12<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina con c/ Vega. (jardines) ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d98,3917722,POINT (368327.9891742172 4065575.0471487837),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Rosa García Ascot,28<br /> <b>N° Plazas: </b> 16<br/> <b>Descripción:</b> Esquina con Av. Editor Ángel Caffarena ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d97,3917723,POINT (369206.3418032392 4064574.874904535),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Louis Pasteur,16<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina Av. Gregorio Prieto. (Estación de metro Ciudad de la Justicia) ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d96,3917724,POINT (371487.49443346565 4065294.1592773744),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Morales Villarrubia,10<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esq. con Cl. Antonio Romero ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d95,3917725,POINT (371125.14685446484 4064834.341066035),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Virgen de las Flores,23<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Junto a Colegio San José. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d94,3917726,POINT (365792.6063353355 4058840.218383263),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Maestro Vert,21<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Cl. Árbol Blanco (Biblioteca) ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d93,3917727,POINT (379656.4481159343 4064896.6120589143),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Carretera de Olías,60<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Camino Viejo de Vélez ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d92,3917728,POINT (377948.03474291455 4064570.8468128736),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Paseo Marítimo del Pedregal,106<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Frente a calle Ateneo,nº 106 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d91,3917729,POINT (377574.72770755895 4065644.05836018),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Eucaliptus,20<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> A la altura del Polideportivo la Mosca ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d90,3917730,POINT (372316.4651130937 4063908.361598451),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cuarteles,49<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esquina c/ Jacinto Verdaguer. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d8f,3917731,POINT (372718.0131228932 4065143.716617829),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Rosaleda,12<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Cl. San Rafael. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d8e,3917732,POINT (373253.29460826697 4065635.2104691598),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza Ejido,2<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d8d,3917733,POINT (376429.1570121483 4065088.418919757),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Camino de la Desviación,5<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura de OMAU ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d8c,3917734,POINT (372997.75862066995 4064588.7421854865),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Martínez,9<br /> <b>N° Plazas: </b> 20<br/> <b>Descripción:</b> Esquina con Cl. Antonio Baena Gómez. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d8b,3917735,POINT (373150.50165627024 4065365.098478301),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza de Montaño,7<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con c/ Montaño. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d8a,3917736,POINT (373918.61746774835 4065640.1354983696),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Hurtado de Mendoza,12<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina Plaza Francisco Silvela. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d89,3917737,POINT (372743.9529278394 4064260.203053799),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Tomás Heredia,26<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina Av. Manuel Agustín Heredia. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d88,3917738,POINT (373151.8179502866 4064471.832979105),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza de la Marina,7<br /> <b>N° Plazas: </b> 16<br/> <b>Descripción:</b> Junto a Oficina de Turismo. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d87,3917739,POINT (373286.6858798549 4065127.729252907),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Ramón Franquelo,12<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina Cl. Álamos. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d86,3917740,POINT (373180.5970980991 4065461.0784964203),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Refino,37<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina c/ Dos Aceras. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d85,3917741,POINT (372701.867120582 4065265.238897807),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Rosaleda,19<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Avenida de la Rosaleda. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d84,3917742,POINT (372891.6756195695 4065511.416270679),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cruz del Molinillo,21<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina c/ Rosario. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d83,3917743,POINT (378990.05045872706 4064590.443926525),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Practicante Fernández Alcolea,90<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Cl. Pintor Dámaso Ruano. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d82,3917744,POINT (378464.2507032838 4064752.5737149226),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Alonso Carrillo de Albornoz,4<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Frente a c/ Miguel Moya. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d81,3917745,POINT (378354.12391849613 4064809.951378149),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avenida de Juan Sebastián Elcano,185<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Frente a Colegio San Estanislao de Kostka. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d80,3917746,POINT (373578.7951585432 4067666.2188762575),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Lágrima,3<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina c/ Quiteria. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d7f,3917747,POINT (372892.00833325123 4068074.9826732646),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pl. John F. Kennedy,3<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina Av. Jacinto Benavente. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d7e,3917748,POINT (372750.932819634 4067830.9105562726),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Santiago Ramón y Cajal,115<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina con Cl. Hermanos Álvarez Quintero. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d7d,3917749,POINT (372972.22404055553 4067608.3009308437),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Santiago Ramón y Cajal,91<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Frente a nº 91. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d7c,3917750,POINT (372162.22885436396 4065292.9265448144),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Calzada de la Trinidad,1<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina Avenida Barcelona. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d7b,3917751,POINT (370942.57899226795 4062892.462167188),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avenida de Europa,49<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Biblioteca ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d7a,3917752,POINT (368036.9354389134 4064916.591777945),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Teseo,12<br /> <b>N° Plazas: </b> 14<br/> <b>Descripción:</b> Frente a los jardines ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d79,3917753,POINT (367227.7462311113 4065144.606095916),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Alicia Alonso,<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina Cl. Navarro Ledesma ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d78,3917754,POINT (372158.68511033646 4065211.1998991016),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Barcelona,23<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina con Cl. Barrera de la Trinidad. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d77,3917755,POINT (378898.4828362334 4064779.26044162),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Martínez Falero,34<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Nº 34. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d76,3917756,POINT (372904.025397877 4067928.3329199203),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Jacinto Benavente,6<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina Cl. Hermanos Álvarez Quintero ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d75,3917757,POINT (371521.7257116201 4065497.7064187545),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Morales Villarrubia,24<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina con Cl. Martínez de la Rosa ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d74,3917758,POINT (371156.58362176595 4064133.800541505),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Conde de Guadalhorce,17<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
