FID,ogc_fid,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d73,3917759,POINT (370685.80385598313 4064088.082828861),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Corregidor Francisco de Molina,<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Cl. Virgen de la Cabeza ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d72,3917760,POINT (371412.4679619443 4064230.5953273275),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avenida de la Aurora,218<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esq. con Cl. Horacio Lengo ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d71,3917761,POINT (371807.1732041645 4064929.7317335377),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Martínez Maldonado,47<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Cl. Santa Elena ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d70,3917762,POINT (371405.8695521369 4062530.520843067),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avenida Sor Teresa Prat,15<br /> <b>N° Plazas: </b> 16<br/> <b>Descripción:</b> Museo del Automóvil ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d6f,3917763,POINT (371794.6327783804 4063204.0040122704),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza Murillo Carrera,<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> c/ Capulino Jaúregui ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d6e,3917764,POINT (371208.44700109214 4062248.535580797),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avenida Sor Teresa Prat,33<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina c/ Emilio Prados ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d6d,3917765,POINT (369549.6039742384 4064322.1506021274),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Fiscal Luis Portero García,8<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Frente a la Ciudad de la Justicia ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d6c,3917766,POINT (373649.0241348647 4064749.2049790598),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avenida de Cervantes,4<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Frente al Ayuntamiento. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d6b,3917767,POINT (372871.6025509889 4064418.956934402),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Tomás Heredia,1<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Alameda Principal. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d6a,3917768,POINT (372212.4378893523 4064916.78931419),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Peso de la Harina,28<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina c/ Mármoles. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d69,3917769,POINT (376913.8854064383 4064807.026410883),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Varadero,13<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Paseo Marítimo. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d68,3917770,POINT (378607.9429501076 4064618.048353057),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza Niño de las Moras,6<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina c/ Mar. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d67,3917771,POINT (379215.08172498125 4064477.7034319243),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Playa Virginia,1<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto al Colegio. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d66,3917772,POINT (374793.573984485 4065356.2708559744),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Carril de Castell,4<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Frente a Carril de los Niños. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d65,3917773,POINT (372830.69984343863 4068077.4481652305),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Jacinto Benavente,11<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Puerta del Conservatorio de Música Manuel Carra. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d64,3917774,POINT (371516.26229705923 4065014.987698633),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Juan Fernández Suria,4<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Cl. O'donnell ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d63,3917775,POINT (371732.16893216624 4064961.5926500703),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Martínez Maldonado,<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina con Cl. Eugenio Gross ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d62,3917776,POINT (371851.1852694808 4064927.9627574272),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Martinez Maldonado,24<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esq. con Cl. Luis Braille ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d61,3917777,POINT (371450.6391751515 4062762.8703568475),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Abogado Federico Orellana Toledano,<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esquina Avda.Sor Teresa Prat ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d60,3917778,POINT (371753.46581055527 4062585.1162845558),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Glorieta Antonio Molina,<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Junto aparatos de gimnasia ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d5f,3917779,POINT (372815.44921830524 4065719.272520789),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Duque de Rivas,25<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina con c/ San Jorge. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d5e,3917780,POINT (378629.0045107867 4064673.3401831),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Mar,23<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esquina c/ Practicante Fernández Alcolea. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d5d,3917781,POINT (378144.21875573334 4064848.2235397967),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Escultor Marín Higuero,2<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto a Colegio. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d5c,3917782,POINT (373676.00819600763 4068092.9858526997),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Marqués de Mantua,20<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Junto a Colegio Rafael Alberti. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d5b,3917783,POINT (372678.00522230775 4066920.813446154),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Santiago Ramón y Cajal,7<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina Pasaje Francisco Blanca Mora. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d5a,3917784,POINT (372938.59072346456 4067352.1438491065),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Santiago Ramón y Cajal,43<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina Cl. Doctor Peralta Almagro. ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d59,3917785,POINT (372533.51413588884 4066291.5987664796),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avda. de la Palmilla,1<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto al Estadio de la Rosaleda ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d58,3917786,POINT (370702.13573905476 4065499.7361287503),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Encarnación Fontiveros,4<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Puerta del Colegio Manolo Garvayo ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d57,3917787,POINT (370656.0367598847 4065258.7320048157),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. La Argentinita,3<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Junto al Campo de Fútbol ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d56,3917788,POINT (371287.4562585218 4064204.7339242846),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Avenida de la Aurora,58<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Junto al colegio ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d55,3917789,POINT (371533.33749764215 4064932.6185729485),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Martínez Maldonado,73<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Frente a Biblioteca ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d54,3917790,POINT (371768.9580685467 4064550.6003073426),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Compositor Lehmberg Ruiz,24<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d53,3917791,POINT (372350.3777600045 4063462.6743801),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pso. Antonio Machado,36<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Cl. Gongora ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d52,3917792,POINT (371742.438922594 4062570.745358451),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pso. Antonio Machado,80<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Glorieta Antonio Molina ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d51,3917793,POINT (362001.4048507478 4065792.034155438),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Ramírez Arcas,10<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Junta de Distrito ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d50,3917794,POINT (359701.79443199816 4066330.25304928),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Del Romero,2<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto al CEIP Cayetano Bolívar ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d4f,3917795,POINT (371580.3054696212 4062722.4203938777),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Guadalete,6-8<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del números 6-8 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d4e,3917796,POINT (371965.3222413524 4064544.319823826),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Compositor Lehmberg Ruiz,24<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 24 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d4d,3917797,POINT (373683.24255344283 4064029.4449777375),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Pso. Matías Prats,3<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> A la altura del Paseo de Levante ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d4c,3917798,POINT (378705.18635657115 4064615.670634745),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Danvila y Collado,4<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 4 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d4b,3917799,POINT (372502.5989516742 4066901.6896825223),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Doctor Gálvez Moll,11<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del número 11 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d4a,3917800,POINT (371799.2706153209 4063764.1852775),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Poeta Muñoz Rojas,3<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 3 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d49,3917801,POINT (372756.6778521846 4064704.3959276406),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza Enrique García-Herrera,4<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d48,3917802,POINT (372899.3888047854 4066835.64017637),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Santiago Ramón y Cajal,14<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 14 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d47,3917803,POINT (370882.964532087 4061510.4293907396),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Plaza Valentín Ortigosa,<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d46,3917804,POINT (378893.71224120876 4064738.827861339),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Ctra. Almería,43-45<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura de los números 43- 45 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d45,3917805,POINT (378646.3717374185 4064839.7547415686),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Real,18<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura del número 18 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d44,3917806,POINT (373465.23309159116 4067999.6773108095),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Alcalde Nicolás Maroto,18<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> A la altura del número 18 ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d43,3917807,POINT (359994.20661190234 4066317.914890449),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Pilar,1<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> A la altura de la biblioteca Serafín Estebanez Calderón ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d42,3917808,POINT (369164.27006156807 4065202.3218071405),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Doctor Miguel Diaz Recio,37<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esquina c/ Charles Dickens ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d41,3917809,POINT (369393.16128018236 4059193.685371047),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Conde Lucanor,<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> A la altura del Colegio Julio Caro Baroja ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d40,3917810,POINT (371641.31702567043 4065741.0286692036),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Marqués de Ovieco,12<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esquina calle Segismundo Moret ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d3f,3917811,POINT (372740.1117138761 4064923.904082616),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Carreteria,2<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Intersección c/ Puerta Nueva ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d3e,3917812,POINT (372813.61696527567 4064760.9168950007),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Fernán González,9<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d3d,3917813,POINT (371283.7530679841 4065027.4707144042),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Psje. Sondalezas,12<br /> <b>N° Plazas: </b> 10<br/> <b>Descripción:</b> Esquina calle Doctor Jiménez Ruiz ",,,,,-1,0,-1,0,
