idPerson,dateTime,idDateTime,idAccident,street,streetID,district,idDistrict,wikidata_URI,accident_type,weather_status,bicycle_is_electronic,person_type,age_range,sex,hospitalized,coordinate_x_utm,coordinate_y_utm,positive_alcohol
2019S039890,2019-12-27T18:30:00+02:00,201912271830000200,2019122718300002002019S039890,ALEJANDRO SANCHEZ,ALEJANDROSANCHEZ,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Hitting a person,NULL,0,Driver,30 - 34,Man,0,438.359.592,4.471.401.875,0
2019S039890,2019-12-27T18:30:00+02:00,201912271830000200,2019122718300002002019S039890,ALEJANDRO SANCHEZ,ALEJANDROSANCHEZ,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Hitting a person,NULL,0,Pedestrian,-  - 5 ,Man,0,438.359.592,4.471.401.875,0
2020S000044,2020-01-02T07:30:00+02:00,20200102730000200,202001027300002002020S000044,ALBASANZ,ALBASANZ,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Frontal collision,Clear,0,Driver,40 - 44,Man,0,446.864.000,4.476.526.380,0
2020S000151,2020-01-04T13:45:00+02:00,202001041345000200,2020010413450002002020S000151,ORENSE,ORENSE,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Fall,Clear,0,Driver,21 - 24,Man,0,441.047.495,4.477.835.465,0
2020S000153,2020-01-04T12:10:00+02:00,202001041210000200,2020010412100002002020S000153,NUESTRA SENORA DE VALVERDE,NUESTRASENORADEVALVERDE,Fuencarral-El Pardo,FUENCARRALELPARDO,https://www.wikidata.org/wiki/Q656196,Multiple collision,Clear,0,Driver,10 - 14,Man,0,441.975.418,4.484.541.941,0
2020S000153,2020-01-04T12:10:00+02:00,202001041210000200,2020010412100002002020S000153,NUESTRA SENORA DE VALVERDE,NUESTRASENORADEVALVERDE,Fuencarral-El Pardo,FUENCARRALELPARDO,https://www.wikidata.org/wiki/Q656196,Multiple collision,Clear,0,Driver,45 - 49,Man,1,441.975.418,4.484.541.941,0
2020S000212,2020-01-04T13:30:00+02:00,202001041330000200,2020010413300002002020S000212,M,M,Fuencarral-El Pardo,FUENCARRALELPARDO,https://www.wikidata.org/wiki/Q656196,Fall,Clear,0,Driver,35 - 39,Man,1,439.165.869,4.484.558.247,0
2020S000305,2020-01-07T12:35:00+02:00,202001071235000200,2020010712350002002020S000305,PASEO. FERNAN NUNEZ,PASEOFERNANNUNEZ,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,Clear,0,Driver,60 - 64,Man,1,442.044.388,4.473.595.162,0
2020S000326,2020-01-05T15:30:00+02:00,202001051530000200,2020010515300002002020S000326,CLARA CAMPOAMOR,CLARACAMPOAMOR,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Frontal-lateral collision,Clear,0,Driver,15 - 17,Man,1,437.734.073,4.470.769.953,0
2020S000350,2020-01-07T12:50:00+02:00,202001071250000200,2020010712500002002020S000350,GTA. ANGEL CAIDO,GTAANGELCAIDO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,Clear,0,Driver,60 - 64,Man,0,442.046.763,4.473.589.689,0
2020S000398,2020-01-08T19:15:00+02:00,202001081915000200,2020010819150002002020S000398,VALVERDE,VALVERDE,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Scope,Clear,0,Driver,21 - 24,Man,0,440.442.628,4.474.757.364,0
2020S000403,2020-01-08T19:35:00+02:00,202001081935000200,2020010819350002002020S000403,GTA. RUIZ JIMENEZ,GTARUIZJIMENEZ,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Frontal-lateral collision,Clear,0,Driver,40 - 44,Woman,0,440.089.821,4.475.677.417,0
2020S000479,2020-01-09T21:30:00+02:00,202001092130000200,2020010921300002002020S000479,GRAN VIA,GRANVIA,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Scope,Clear,1,Driver,21 - 24,Man,0,440.205.765,4.474.641.751,0
2020S000502,2020-01-10T08:55:00+02:00,20200110855000200,202001108550002002020S000502,PLAZA. CRONOS,PLAZACRONOS,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Frontal-lateral collision,Clear,0,Driver,55 - 59,Man,1,447.507.097,4.476.737.241,0
2020S000560,2020-01-10T23:55:00+02:00,202001102355000200,2020011023550002002020S000560,ANDRES BORREGO,ANDRESBORREGO,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Fall,Clear,0,Driver,35 - 39,Man,1,440.081.544,4.475.059.112,0
2020S000706,2020-01-12T09:50:00+02:00,20200112950000200,202001129500002002020S000706,PASEO. EMBARCADERO,PASEOEMBARCADERO,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Fall,Clear,0,Driver,65 - 69,Man,1,438.630.643,4.474.483.046,0
2020S000749,2020-01-11T16:00:00+02:00,202001111600000200,2020011116000002002020S000749,PASEO. DELICIAS,PASEODELICIAS,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Lateral collision,Clear,0,Driver,30 - 34,Woman,0,441.174.250,4.473.097.648,0
2020S000778,2020-01-07T21:48:00+02:00,202001072148000200,2020010721480002002020S000778,AVDA. INSTITUCION LIBRE DE ENSENANZA,AVDAINSTITUCIONLIBREDEENSENANZA,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Fall,Clear,0,Driver,50 - 54,Woman,0,446.102.907,4.476.162.278,0
2020S000779,2020-01-12T21:30:00+02:00,202001122130000200,2020011221300002002020S000779,GTA. CUATRO CAMINOS,GTACUATROCAMINOS,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Scope,Clear,0,Driver,30 - 34,Man,NULL,440.261.833,4.477.610.553,0
2020S000853,2020-01-13T21:00:00+02:00,202001132100000200,2020011321000002002020S000853,PEPE HILLO,PEPEHILLO,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Lateral collision,Clear,0,Driver,15 - 17,Man,1,445.796.421,4.478.046.997,0
2020S000867,2020-01-14T17:30:00+02:00,202001141730000200,2020011417300002002020S000867,PQUE. MADRID RIO,PQUEMADRIDRIO,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Hitting a person,Clear,0,Driver,35 - 39,Man,0,439.105.363,4.472.358.354,0
2020S000867,2020-01-14T17:30:00+02:00,202001141730000200,2020011417300002002020S000867,PQUE. MADRID RIO,PQUEMADRIDRIO,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Hitting a person,Clear,0,Pedestrian,-  - 5 ,Man,0,439.105.363,4.472.358.354,0
2020S000931,2020-01-15T17:45:00+02:00,202001151745000200,2020011517450002002020S000931,MAYOR,MAYOR,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Frontal-lateral collision,Clear,0,Driver,21 - 24,Man,0,439.577.592,4.474.092.937,0
2020S000996,2020-01-06T16:30:00+02:00,202001061630000200,2020010616300002002020S000996,MAESTRA JUSTA FREIRE,MAESTRAJUSTAFREIRE,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Frontal-lateral collision,Clear,0,Driver,21 - 24,Man,NULL,434.885.992,4.470.090.768,0
2020S001023,2020-01-10T13:05:00+02:00,202001101305000200,2020011013050002002020S001023,PLAZA. CORDON,PLAZACORDON,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Fall,Clear,0,Driver,21 - 24,Man,1,439.746.900,4.473.976.968,0
2020S001062,2020-01-16T16:45:00+02:00,202001161645000200,2020011616450002002020S001062,SANTA ENGRACIA,SANTAENGRACIA,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Hitting a person,Clear,0,Driver,30 - 34,Man,0,440.656.119,4.476.493.424,0
2020S001062,2020-01-16T16:45:00+02:00,202001161645000200,2020011616450002002020S001062,SANTA ENGRACIA,SANTAENGRACIA,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Hitting a person,Clear,0,Pedestrian,55 - 59,Man,0,440.656.119,4.476.493.424,0
2020S001078,2020-01-16T18:30:00+02:00,202001161830000200,2020011618300002002020S001078,FUENTE CARRANTONA,FUENTECARRANTONA,Moratalaz,MORATALAZ,https://www.wikidata.org/wiki/Q2076109,Frontal-lateral collision,Clear,0,Driver,35 - 39,Man,NULL,446.469.977,4.473.238.365,0
2020S001236,2020-01-18T09:30:00+02:00,20200118930000200,202001189300002002020S001236,AVDA. ARCENTALES,AVDAARCENTALES,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Frontal-lateral collision,Light rain,0,Driver,50 - 54,Man,1,448.052.779,4.476.175.249,0
2020S001240,2020-01-18T10:35:00+02:00,202001181035000200,2020011810350002002020S001240,AVDA. VALLADOLID,AVDAVALLADOLID,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Fall,Light rain,0,Driver,15 - 17,Woman,1,437.737.316,4.476.174.224,0
2020S001254,2020-01-18T14:00:00+02:00,202001181400000200,2020011814000002002020S001254,AVDA. MENENDEZ PELAYO,AVDAMENENDEZPELAYO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,Light rain,1,Driver,30 - 34,Woman,1,442.328.880,4.474.698.475,0
2020S001287,2020-01-08T19:35:00+02:00,202001081935000200,2020010819350002002020S001287,AVDA. MANZANARES,AVDAMANZANARES,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Fall,Clear,0,Driver,60 - 64,Woman,1,438.635.900,4.472.957.974,0
2020S001287,2020-01-08T19:35:00+02:00,202001081935000200,2020010819350002002020S001287,AVDA. MANZANARES,AVDAMANZANARES,Latina,LATINA,https://www.wikidata.org/wiki/Q794954,Fall,Clear,0,Pedestrian,25 - 29,Man,0,438.635.900,4.472.957.974,0
2020S001451,2020-01-19T14:40:00+02:00,202001191440000200,2020011914400002002020S001451,CTRA. PARTICULAR DEL TIRO DE PICHON,CTRAPARTICULARDELTIRODEPICHON,Fuencarral-El Pardo,FUENCARRALELPARDO,https://www.wikidata.org/wiki/Q656196,Fall,Clear,0,Driver,21 - 24,Man,1,436.149.071,4.482.269.740,0
2020S001484,2020-01-21T08:15:00+02:00,20200121815000200,202001218150002002020S001484,RONDA. SUR,RONDASUR,Puente de Vallecas,PUENTEDEVALLECAS,https://www.wikidata.org/wiki/Q2003054,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,0,443.605.194,4.469.376.110,0
2020S001500,2020-01-20T18:05:00+02:00,202001201805000200,2020012018050002002020S001500,CARTAGENA,CARTAGENA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Frontal-lateral collision,Clear,0,Driver,30 - 34,Man,0,443.083.268,4.476.504.747,0
2020S001502,2020-01-21T14:55:00+02:00,202001211455000200,2020012114550002002020S001502,VALLEHERMOSO,VALLEHERMOSO,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Frontal-lateral collision,Cloudy,0,Driver,30 - 34,Man,0,439.943.978,4.476.890.354,0
2020S001507,2020-01-20T21:15:00+02:00,202001202115000200,2020012021150002002020S001507,PASEO. DELICIAS,PASEODELICIAS,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Scope,Cloudy,0,Driver,21 - 24,Man,0,441.060.618,4.471.974.222,0
2020S001514,2020-01-21T17:00:00+02:00,202001211700000200,2020012117000002002020S001514,CARCASTILLO,CARCASTILLO,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Scope,Light rain,0,Driver,30 - 34,Woman,0,437.278.387,4.469.890.364,0
2020S001518,2020-01-21T15:30:00+02:00,202001211530000200,2020012115300002002020S001518,PLAZA. EMPERADOR CARLOS V,PLAZAEMPERADORCARLOSV,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Fall,Light rain,1,Driver,35 - 39,Woman,0,441.224.314,4.473.317.089,0
2020S001743,2020-01-23T16:25:00+02:00,202001231625000200,2020012316250002002020S001743,CUSTA. SAN VICENTE,CUSTASANVICENTE,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Fall,Clear,0,Driver,30 - 34,Man,1,439.218.340,4.474.667.662,0
2020S001905,2020-01-25T11:50:00+02:00,202001251150000200,2020012511500002002020S001905,IBIZA,IBIZA,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,Light rain,1,Driver,40 - 44,Man,0,442.534.559,4.474.410.870,0
2020S001908,2020-01-26T07:30:00+02:00,20200126730000200,202001267300002002020S001908,GRAN VIA,GRANVIA,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Frontal-lateral collision,Cloudy,0,Driver,21 - 24,Man,NULL,440.041.654,4.474.721.197,0
2020S001930,2020-01-26T17:30:00+02:00,202001261730000200,2020012617300002002020S001930,AVDA. FRANCISCO JAVIER SAENZ DE OIZA,AVDAFRANCISCOJAVIERSAENZDEOIZA,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Scope,Cloudy,0,Driver,40 - 44,Man,1,445.638.275,4.482.807.779,0
2020S002091,2020-01-28T20:45:00+02:00,202001282045000200,2020012820450002002020S002091,AVDA. GRAN VIA DE SAN FRANCISCO,AVDAGRANVIADESANFRANCISCO,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Scope,NULL,1,Driver,35 - 39,Woman,NULL,439.478.413,4.473.405.514,0
2020S002132,2020-01-29T12:40:00+02:00,202001291240000200,2020012912400002002020S002132,PINOS BAJA,PINOSBAJA,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Frontal-lateral collision,Clear,1,Driver,25 - 29,Man,0,440.593.189,4.480.203.087,0
2020S002166,2020-01-29T19:48:00+02:00,202001291948000200,2020012919480002002020S002166,CEA BERMUDEZ,CEABERMUDEZ,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Scope,Clear,1,Driver,25 - 29,Man,0,439.542.387,4.476.716.961,0
2020S002190,2020-01-22T12:35:00+02:00,202001221235000200,2020012212350002002020S002190,GUETARIA,GUETARIA,Usera,USERA,https://www.wikidata.org/wiki/Q953368,Frontal-lateral collision,Clear,0,Driver,70 - 74,Man,0,439.249.284,4.469.453.506,0
2020S002326,2020-02-01T10:35:00+02:00,202002011035000200,2020020110350002002020S002326,MARQUES DE VIANA,MARQUESDEVIANA,Tetuán,TETUAN,https://www.wikidata.org/wiki/Q1773540,Fall,Cloudy,1,Driver,55 - 59,Man,0,440.440.560,4.479.363.388,0
2020S002399,2020-02-01T01:20:00+02:00,20200201120000200,202002011200002002020S002399,ALCALA,ALCALA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Scope,Light rain,0,Driver,21 - 24,Man,0,441.298.620,4.474.565.251,0
2020S002409,2020-01-31T09:00:00+02:00,20200131900000200,202001319000002002020S002409,AVDA. LOS ROSALES,AVDALOSROSALES,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Fall,Cloudy,0,Driver,60 - 64,Man,1,443.898.521,4.464.461.190,0
2020S002419,2020-02-03T13:10:00+02:00,202002031310000200,2020020313100002002020S002419,SOFIA,SOFIA,San Blas,SANBLAS,https://www.wikidata.org/wiki/Q2001937,Frontal-lateral collision,Clear,0,Driver,50 - 54,Man,1,448.218.940,4.474.420.004,0
2020S002426,2020-01-30T18:10:00+02:00,202001301810000200,2020013018100002002020S002426,LOPEZ DE HOYOS,LOPEZDEHOYOS,Chamartín,CHAMARTIN,https://www.wikidata.org/wiki/Q1766348,Frontal-lateral collision,Clear,0,Driver,30 - 34,Man,0,442.961.091,4.477.379.649,0
2020S002454,2020-02-03T16:05:00+02:00,202002031605000200,2020020316050002002020S002454,TINAMUS,TINAMUS,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Fall,Clear,1,Driver,15 - 17,Man,0,438.676.936,4.471.152.776,0
2020S002495,2020-02-03T19:35:00+02:00,202002031935000200,2020020319350002002020S002495,NARVAEZ,NARVAEZ,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Scope,Clear,0,Driver,50 - 54,Man,0,442.642.040,4.474.568.084,0
2020S002635,2020-02-04T16:00:00+02:00,202002041600000200,2020020416000002002020S002635,AVDA. DEMOCRACIA,AVDADEMOCRACIA,Vicálvaro,VICALVARO,https://www.wikidata.org/wiki/Q589403,Frontal-lateral collision,Clear,0,Driver,70 - 74,Man,1,447.495.391,4.471.487.407,0
2020S002639,2020-02-04T19:20:00+02:00,202002041920000200,2020020419200002002020S002639,ALCALA,ALCALA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Scope,Clear,0,Driver,40 - 44,Man,NULL,443.748.651,4.475.777.330,0
2020S002768,2020-02-04T09:10:00+02:00,20200204910000200,202002049100002002020S002768,AVDA. COMPLUTENSE,AVDACOMPLUTENSE,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,NULL,438.276.434,4.477.729.964,0
2020S002809,2020-02-06T15:08:00+02:00,202002061508000200,2020020615080002002020S002809,PASEO. ALAMEDA DE OSUNA,PASEOALAMEDADEOSUNA,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Hitting a person,Clear,0,Driver,40 - 44,Man,1,448.908.787,4.478.165.923,0
2020S002809,2020-02-06T15:08:00+02:00,202002061508000200,2020020615080002002020S002809,PASEO. ALAMEDA DE OSUNA,PASEOALAMEDADEOSUNA,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Hitting a person,Clear,0,Pedestrian,45 - 49,Man,0,448.908.787,4.478.165.923,0
2020S002810,2020-02-06T17:30:00+02:00,202002061730000200,2020020617300002002020S002810,AVDA. MAYORAZGO,AVDAMAYORAZGO,Villa de Vallecas,VILLADEVALLECAS,https://www.wikidata.org/wiki/Q1947988,Lateral collision,Clear,0,Driver,45 - 49,Man,1,446.902.250,4.468.681.827,0
2020S002812,2020-02-05T21:00:00+02:00,202002052100000200,2020020521000002002020S002812,FELIPE CASTRO,FELIPECASTRO,Usera,USERA,https://www.wikidata.org/wiki/Q953368,Frontal-lateral collision,Clear,0,Driver,21 - 24,Man,NULL,439.754.366,4.470.639.563,0
2020S002818,2020-02-06T18:15:00+02:00,202002061815000200,2020020618150002002020S002818,PASEO. CASTELLANA,PASEOCASTELLANA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Frontal-lateral collision,Clear,0,Driver,45 - 49,Woman,1,441.566.555,4.476.397.794,0
2020S002851,2020-02-06T09:15:00+02:00,20200206915000200,202002069150002002020S002851,ESTEFANITA,ESTEFANITA,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Frontal-lateral collision,Cloudy,0,Driver,35 - 39,Man,0,442.639.207,4.466.378.272,0
2020S003019,2020-02-09T03:40:00+02:00,20200209340000200,202002093400002002020S003019,SAN BERNARDO,SANBERNARDO,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Hitting a person,Clear,1,Driver,40 - 44,Man,0,440.026.294,4.475.287.123,0
2020S003019,2020-02-09T03:40:00+02:00,20200209340000200,202002093400002002020S003019,SAN BERNARDO,SANBERNARDO,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Hitting a person,Clear,1,Pedestrian,21 - 24,Woman,1,440.026.294,4.475.287.123,0
2020S003033,2020-02-08T13:15:00+02:00,202002081315000200,2020020813150002002020S003033,AVDA. LOS ROSALES,AVDALOSROSALES,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Fall,Cloudy,0,Driver,55 - 59,Man,0,442.739.082,4.467.001.796,0
2020S003081,2020-02-09T21:10:00+02:00,202002092110000200,2020020921100002002020S003081,PASEO. SAN FRANCISCO DE SALES,PASEOSANFRANCISCODESALES,Chamberí,CHAMBERI,https://www.wikidata.org/wiki/Q1763370,Frontal collision,Light rain,0,Driver,21 - 24,Woman,0,439.539.479,4.477.114.450,0
2020S003108,2020-02-08T11:50:00+02:00,202002081150000200,2020020811500002002020S003108,AVDA. FRANCISCO JAVIER SAENZ DE OIZA,AVDAFRANCISCOJAVIERSAENZDEOIZA,Hortaleza,HORTALEZA,https://www.wikidata.org/wiki/Q1928529,Fall,Clear,0,Driver,45 - 49,Man,1,446.186.902,4.483.095.178,0
2020S003258,2020-02-11T18:40:00+02:00,202002111840000200,2020021118400002002020S003258,ANILLO VERDE CICLISTA P.K. 24,ANILLOVERDECICLISTAPK24,Puente de Vallecas,PUENTEDEVALLECAS,https://www.wikidata.org/wiki/Q2003054,Fall,Clear,0,Driver,50 - 54,Man,1,442.730.753,4.468.493.191,0
2020S003264,2020-02-11T23:56:00+02:00,202002112356000200,2020021123560002002020S003264,JOSE ORTEGA Y GASSET,JOSEORTEGAYGASSET,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Lateral collision,Clear,1,Driver,50 - 54,Man,0,442.965.378,4.475.668.172,0
2020S003338,2020-01-28T07:40:00+02:00,20200128740000200,202001287400002002020S003338,DOCTOR ESQUERDO,DOCTORESQUERDO,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Fall,Clear,1,Driver,15 - 17,Man,0,443.283.988,4.475.346.498,0
2020S003428,2020-02-13T13:00:00+02:00,202002131300000200,2020021313000002002020S003428,PASEO. PRADO,PASEOPRADO,Centro,CENTRO,https://www.wikidata.org/wiki/Q1763376,Scope,Clear,0,Driver,60 - 64,Woman,0,441.235.466,4.473.655.259,0
2020S003480,2020-02-14T16:40:00+02:00,202002141640000200,2020021416400002002020S003480,ANDRES TORREJON,ANDRESTORREJON,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Scope,Clear,1,Driver,50 - 54,Man,0,442.158.990,4.473.016.300,0
2020S003505,2020-02-15T03:20:00+02:00,20200215320000200,202002153200002002020S003505,PRINCIPE DE VERGARA,PRINCIPEDEVERGARA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Fall,Clear,0,Driver,15 - 17,Man,0,442.377.270,4.476.081.245,1
2020S003512,2020-02-14T07:50:00+02:00,20200214750000200,202002147500002002020S003512,LA BANEZA,LABANEZA,Fuencarral-El Pardo,FUENCARRALELPARDO,https://www.wikidata.org/wiki/Q656196,Frontal-lateral collision,Clear,0,Driver,35 - 39,Man,0,439.062.417,4.480.726.185,0
2020S003543,2020-02-14T19:40:00+02:00,202002141940000200,2020021419400002002020S003543,DIEGO DE LEON,DIEGODELEON,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Fall,Clear,0,Driver,25 - 29,Woman,1,442.230.197,4.476.245.281,0
2020S003545,2020-02-14T20:58:00+02:00,202002142058000200,2020021420580002002020S003545,PASEO. JUAN ANTONIO VALLEJO,PASEOJUANANTONIOVALLEJO,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Frontal-lateral collision,NULL,0,Driver,30 - 34,Man,NULL,440.551.031,4.472.514.526,0
2020S003622,2020-01-04T13:00:00+02:00,202001041300000200,2020010413000002002020S003622,PQUE. RETIRO,PQUERETIRO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Fall,Clear,0,Driver,50 - 54,Woman,0,442.014.713,4.473.848.598,0
2020S003706,2020-02-16T18:50:00+02:00,202002161850000200,2020021618500002002020S003706,VIA LUSITANA,VIALUSITANA,Carabanchel,CARABANCHEL,https://www.wikidata.org/wiki/Q1001991,Crash against fixed obstacle,Clear,0,Driver,10 - 14,Man,0,438.081.569,4.469.868.294,0
2020S003732,2020-02-16T16:00:00+02:00,202002161600000200,2020021616000002002020S003732,GTA. PIRAMIDES,GTAPIRAMIDES,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Scope,Clear,1,Driver,21 - 24,Woman,1,439.358.070,4.472.520.463,0
2020S003788,2020-02-18T14:33:00+02:00,202002181433000200,2020021814330002002020S003788,PASEO. MARQUES DE ZAFRA,PASEOMARQUESDEZAFRA,Salamanca,SALAMANCA,https://www.wikidata.org/wiki/Q1773521,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,0,443.784.381,4.475.161.023,0
2020S003841,2020-02-18T16:55:00+02:00,202002181655000200,2020021816550002002020S003841,TOLEDO,TOLEDO,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Frontal-lateral collision,Clear,0,Driver,18 - 20,Woman,0,439.467.825,4.472.759.807,0
2020S003843,2020-02-18T17:15:00+02:00,202002181715000200,2020021817150002002020S003843,PASEO. DELICIAS,PASEODELICIAS,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Hitting a person,Clear,0,Driver,40 - 44,Man,0,441.133.912,4.472.734.978,0
2020S003843,2020-02-18T17:15:00+02:00,202002181715000200,2020021817150002002020S003843,PASEO. DELICIAS,PASEODELICIAS,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Hitting a person,Clear,0,Pedestrian,60 - 64,Woman,0,441.133.912,4.472.734.978,0
2020S003961,2020-02-20T18:40:00+02:00,202002201840000200,2020022018400002002020S003961,ALFONSO XII,ALFONSOXII,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Scope,Clear,0,Driver,30 - 34,Man,0,441.538.001,4.474.228.454,0
2020S004015,2020-02-21T12:30:00+02:00,202002211230000200,2020022112300002002020S004015,LEONESES,LEONESES,Puente de Vallecas,PUENTEDEVALLECAS,https://www.wikidata.org/wiki/Q2003054,Crash against fixed obstacle,Clear,0,Driver,15 - 17,Woman,0,445.001.964,4.469.992.701,0
2020S004022,2020-02-20T19:40:00+02:00,202002201940000200,2020022019400002002020S004022,CARTAGENA,CARTAGENA,Chamartín,CHAMARTIN,https://www.wikidata.org/wiki/Q1766348,Lateral collision,Clear,0,Driver,25 - 29,Man,0,442.582.390,4.477.223.367,0
2020S004038,2020-02-20T18:50:00+02:00,202002201850000200,2020022018500002002020S004038,AVDA. COMPLUTENSE,AVDACOMPLUTENSE,Moncloa-Aravaca,MONCLOAARAVACA,https://www.wikidata.org/wiki/Q2017682,Frontal-lateral collision,NULL,0,Driver,35 - 39,Woman,NULL,438.355.286,4.477.198.780,0
2020S004107,2020-02-21T22:47:00+02:00,202002212247000200,2020022122470002002020S004107,EMBAJADORES,EMBAJADORES,Arganzuela,ARGANZUELA,https://www.wikidata.org/wiki/Q2000929,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,0,440.444.363,4.472.877.056,0
2020S004113,2020-02-22T15:35:00+02:00,202002221535000200,2020022215350002002020S004113,AVDA. MENENDEZ PELAYO,AVDAMENENDEZPELAYO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,0,442.420.032,4.474.406.993,0
2020S004187,2020-02-23T13:30:00+02:00,202002231330000200,2020022313300002002020S004187,BERROCAL,BERROCAL,Villaverde,VILLAVERDE,https://www.wikidata.org/wiki/Q919536,Lateral collision,Clear,0,Driver,10 - 14,Man,NULL,442.548.353,4.466.232.317,0
2020S004194,2020-02-22T18:30:00+02:00,202002221830000200,2020022218300002002020S004194,DOCTOR ESQUERDO,DOCTORESQUERDO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Hitting a person,Clear,0,Driver,30 - 34,Man,0,443.193.649,4.473.816.947,0
2020S004194,2020-02-22T18:30:00+02:00,202002221830000200,2020022218300002002020S004194,DOCTOR ESQUERDO,DOCTORESQUERDO,Retiro,RETIRO,https://www.wikidata.org/wiki/Q2002296,Hitting a person,Clear,0,Pedestrian,74 - + ,Woman,0,443.193.649,4.473.816.947,0
