Gis_X,Gis_Y,Distrito,Barrio,Número de Plazas,Longitud,Latitud,Direccion
"443447,95","4477272,58",5  CHAMARTÍN,05-02 PROSPERIDAD,24,-3.6668532,40.444183,"SANTA HORTENSIA, CALLE, DE, 31"
"442025,04","4480322,99",5  CHAMARTÍN,05-06 CASTILLA,24,-3.6839094,40.4715645,"RODRIGUEZ JAEN, CALLE, DE, S/N"
"441626,91","4478554,58",5  CHAMARTÍN,05-04 HISPANOAMÉRICA,24,-3.688443,40.455606,"DOCTOR FLEMING, CALLE, DEL, 7"
"442639,53","4479150,36",5  CHAMARTÍN,05-05 NUEVA ESPAÑA,24,-3.6765549,40.4610436,"PIO XII, AVENIDA, DE, 3"
"441910,45","4479454,04",5  CHAMARTÍN,05-05 NUEVA ESPAÑA,24,-3.6851815,40.4637286,"GENERAL LOPEZ POZAS, CALLE, DEL, 2"
"439465,58","4477545,36",9  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,24,-3.7138353,40.4463599,"BEATRIZ DE BOBADILLA, CALLE, DE, frente al 2"
"438063,25","4476718,06",9  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,24,-3.73029,40.438804,"JUAN DE HERRERA, AVENIDA, DE, 1"
"438326,14","4477849,84",9  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,24,-3.7273004,40.449019,"COMPLUTENSE, AVENIDA, frente al 14"
"438344,78","4477338,89",9  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,24,-3.727031,40.4444176,"RAMON Y CAJAL, PLAZA, DE, S/N"
"438328,53","4477762,41",9  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,24,-3.7272637,40.4482316,"JOSE ANTONIO NOVAIS, CALLE, DE, S/N"
"438161,53","4478015,95",9  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,24,-3.7292576,40.4505032,"COMPLUTENSE, AVENIDA, frente al 7"
