identifier,destination_code,destination_name
http://www.group22.org/gz/resource/Destinatation/DES83,83,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. (SEGREGACIÓN DE PARCELA DEL ACTIVO31/394-35/3165, CUYO VALOR ERA DE 9.340.380 EUROS Y FINCA REGISTRAL 59.091; DADO DE BAJA07/06/2017)). EL ACTIVO ACTUAL FUE DADO DE ALTA POR EL SERVICIO DE CONTABILIDAD.
http://www.group22.org/gz/resource/Destinatation/DES84,84,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. SEGREGACIÓN DE PARCELA DEL ACTIVO31/394-35/3165, CUYO VALOR ERA DE 9.340.380 EUROS Y FINCA REGISTRAL 59.091; DADO DE BAJA07/06/2017)). EL ACTIVO ACTUAL FUE DADO DE ALTA POR EL SERVICIO DE CONTABILIDAD.
http://www.group22.org/gz/resource/Destinatation/DES85,85,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ACTUALMENTE NO AJARDINADA
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES78,78,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL DE JARDINERÍA.
http://www.group22.org/gz/resource/Destinatation/DES78,78,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL DE JARDINERÍA.
http://www.group22.org/gz/resource/Destinatation/DES86,86,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA PALAS DEL REY (PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA YBALONCESTO).
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES87,87,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE UBICA UN ANTIGUODEPÓSITO (POR DECRETO DE 22 DE OCTUBRE DE 2018 DEL DELEGADO DEL ÁREA DE GOBIERNO DE ECONOMÍA YHACIENDA, SE ADSCRIBE AL DISTRITO DE FUENCARRAL-EL PARDO, CON EL FIN DE DESTINARLO A ALMACÉN YREALIZAR LABORES PARA SU CONSERVACIÓN).
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES88,88,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA MIGUEL ARACIL (PISTA DE FÚTBOL SALA DE TIERRA).
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES89,89,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA UNA CASETADE PERSONAL Y ALMACÉN. PARQUE ARROYO DE LOS PINOS.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES30,30,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES30,30,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES90,90,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DESTINADA A PARQUE- JARDIN HISTORICO
http://www.group22.org/gz/resource/Destinatation/DES91,91,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES92,92,CONJUNTO DE ZONAS VERDES Y DE RECREO. DENTRO DE SU PERÍMETRO SE HALLA LA INSTALACIÓN DEPORTIVA BÁSICASAN POL DE MAR (PISTA DE BALONCESTO), SITA EN C/ SAN POL DE MAR, Nº 11
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES93,93,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRAN UBICADOSUNA CASETA DE JARDINEROS; LABORATORIO, INVESTIGACION Y ASEOS; CENTRO MUNICIPAL DE ACUSTICA; LOSSERVICIOS DE INSPECCION Y ARCHIVO OESTE; EN LABORATORIO DE MIGAS CALIENTES: OFICINA, VESTUARIO YESTUFA CALIENTE; EN VIVERO DE MIGAS CALIENTES: OFICINA, VESTUARIOS, ALMACENES, PERSONAL; CASETA DECOMBUSTIBLE; CASETA DE MOTORES; PORCHE DE MAQUINARIA; EN PLANTA DE COMPOSTAJE DE MIGAS CALIENTES:OFICINAS, VESTUARIOS PERSONAL, ALMACÉN, ASEOS VISITAS; NAVE DE ACOPIO Y TALLER.
http://www.group22.org/gz/resource/Destinatation/DES30,30,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.
http://www.group22.org/gz/resource/Destinatation/DES94,94,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGUALR. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADAUNA CASETA DE JARDINEROS.
http://www.group22.org/gz/resource/Destinatation/DES95,95,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRAN UBICADOSUNA CASETA DE JARDINEROS; TRES EVACUATORIOS: UNO AL SURESTE DEL INSTITUTO FABIOLA DE MORA Y ARAGON,OTRO ENTRE DICHO INSTITUTO Y EL CAMINO DEHESA DE LA VILLA Y EL TERCERO EN LA AVDA. DE TRAJANO,MARTIRES MARISTAS Y ANTONIO MACHADO. 
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES96,96,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES96,96,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES97,97,EN EL PGOUM-97 ESTÁ CALIFICADO COMO DOTACIONAL SERVICIOS COLECTIVOS VÍA PÚBLICA.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES98,98,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE DE LOS CARNEROS (PISTA DE BALONCESTO), SITA EN C/ BAJA DE LAIGLESIA, 36. EL 20/12/2017 SE DIO DE BAJA EL AF 35/2380 POR ESTAR DUPLICADO CON ESTE AF.
http://www.group22.org/gz/resource/Destinatation/DES99,99,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ARRENDADO A LA COMUNIDAD DE MADRID COMO COTOFORESTAL. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LA IDB ESCULTOR PERESEJO (CAMPO DE FÚTBOL 11),SITA EN C/ DEL ESCULTOR PERESEJO, Nº 11.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES100,100,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y ALMACÉN Y PARTE DE LA IDB SINESIO DELGADO (PISTA DE FÚTBOL SALA, PISTA DEVOLEIBOL, 2 PISTAS DE PATINAJE Y TENIS DE MESA).
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES101,101,NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, AUNQUE SI EN EL REGISTRO.
http://www.group22.org/gz/resource/Destinatation/DES101,101,NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, AUNQUE SI EN EL REGISTRO.
http://www.group22.org/gz/resource/Destinatation/DES101,101,NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, AUNQUE SI EN EL REGISTRO.
http://www.group22.org/gz/resource/Destinatation/DES101,101,NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, AUNQUE SI EN EL REGISTRO.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES102,102,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA LAINSTALACIÓN DEPORTIVA BÁSICA EL PLANTÍO-RAFAEL VILLA (PISTA DE BALONCESTO), SITUADA EN LA CALLERAFAEL VILLA Nº 74.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES103,103,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. EN SU PERÍMETRO SE ENCUENTRA UBICADO EL CENTROABIERTO CALATRAVA(ANTIGUO PABELLÓN DE LA ROSA).
http://www.group22.org/gz/resource/Destinatation/DES104,104,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRA UNCANTÓN DE LIMPIEZA.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES34,34,
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES38,38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES105,105,EN EL PGOUM-97 ESTÁ CALIFICADO DE DOTACIONAL VÍA PÚBLICA. EN SU PERÍMETRO SE ENCUENTRA UN QUIOSCO DEMÚSICA, SITUADO EN LA PLAZA HUARTE DE SAN JUAN, TRAVESÍA DE DOÑA URRACA, QUIOSCO PERMANENTE, ADSCRITOAL DISTRITO DE LATINA POR DECRETO DE 23 DE JULIO DE 2013 DE LA DELEGADA DEL ÁREA DE GOBIERNO DEECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA.
http://www.group22.org/gz/resource/Destinatation/DES106,106,EN EL PGOUM-97 ESTÁ CALIFICADO DE DOTACIONAL VÍA PÚBLICA.
http://www.group22.org/gz/resource/Destinatation/DES107,107,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. ES UNA PARCELA QUE FORMA PARTEDEL PARQUE DE LA CUÑA VERDE DE LATINA.
http://www.group22.org/gz/resource/Destinatation/DES107,107,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. ES UNA PARCELA QUE FORMA PARTEDEL PARQUE DE LA CUÑA VERDE DE LATINA.
http://www.group22.org/gz/resource/Destinatation/DES108,108,ESTÁ CALIFICADO COMO DOTACIONAL VIA PÚBLICA SEGÚN PGOUM-97.
http://www.group22.org/gz/resource/Destinatation/DES108,108,ESTÁ CALIFICADO COMO DOTACIONAL VIA PÚBLICA SEGÚN PGOUM-97.
http://www.group22.org/gz/resource/Destinatation/DES109,109,APARECE COMO DOTACIONAL EQUIPAMIENTO EDUCATIVO EN EL PGOUM97. COINCIDE CON PARCELA PMS 3.205TRANSMITIDA AL INVENTARIO GENERAL DE BIENES, SI BIEN SEGÚN ACTA DE CESIÓN GRATUITA DE TERRENOS SUDESTINO ES ZONA VERDE.
http://www.group22.org/gz/resource/Destinatation/DES110,110,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRAUBICADA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE CARAMUEL (PISTA POLIDEPORTIVA Y PISTA DE PATINAJE) YUNA CASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES111,111,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y ALMACÉN.
http://www.group22.org/gz/resource/Destinatation/DES112,112,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRANUBICADOS UN AUDITORIO, UN CENTRO DE CONTROL DEL PARQUE, LA IDB PARQUE CERRO ALMODÓVAR II (7 PISTAS DEBOLOS Y PETANCA Y 3 PISTAS DE CHITO),UNA CASETA DE PERSONAL Y ALMACÉN Y UN CANTÓN DE LIMPIEZA.
http://www.group22.org/gz/resource/Destinatation/DES113,113,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRA LAIDB PARQUE RAFAEL FINAT (PISTA DE PATINAJE), SITA EN LA C/ FUERTE DE NAVIDAD, Nº 1.
http://www.group22.org/gz/resource/Destinatation/DES107,107,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. ES UNA PARCELA QUE FORMA PARTEDEL PARQUE DE LA CUÑA VERDE DE LATINA.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES1,1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
http://www.group22.org/gz/resource/Destinatation/DES114,114,APARECE CALIFICADA COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA LOCAL EN EL PGOUM-97, SI BIEN CONSTA COMOZONA VERDE PÚBLICA EN SU INSCRIPCIÓN REGISTRAL.
