identifier,location_code,location_name
http://www.group22.org/gz/resource/Location/L287,287,CALLE DE LOS MONASTERIOS DE SUSO Y YUSO NUM 6 B
http://www.group22.org/gz/resource/Location/L288,288,CALLE DEL MONASTERIO DE EL PAULAR NUM 9
http://www.group22.org/gz/resource/Location/L289,289,AVENIDA DEL SANTUARIO DE VALVERDE NUM 23 B
http://www.group22.org/gz/resource/Location/L290,290,AVENIDA DEL MONASTERIO DE SILOS NUM 33 B
http://www.group22.org/gz/resource/Location/L291,291,AVENIDA DEL SANTUARIO DE VALVERDE NUM 28 B
http://www.group22.org/gz/resource/Location/L292,292,CALLE DE LOS MONASTERIOS SUSO Y YUSO NUM 11 B
http://www.group22.org/gz/resource/Location/L293,293,CALLE DE LOS MONASTERIOS SUSO Y YUSO NUM 14 D
http://www.group22.org/gz/resource/Location/L294,294,AVENIDA DEL MONASTERIO DE SILOS NUM 47 B
http://www.group22.org/gz/resource/Location/L295,295,CALLE DEL MONASTERIO DEL PAULAR NUM 15
http://www.group22.org/gz/resource/Location/L296,296,AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 39
http://www.group22.org/gz/resource/Location/L297,297,AVENIDA DEL MONASTERIO DE SILOS NUM 41 B
http://www.group22.org/gz/resource/Location/L298,298,CALLE DE LOS MONASTERIOS DE SUSO Y YUSO NUM 19
http://www.group22.org/gz/resource/Location/L299,299,AVENIDA DEL MONTECARMELO, FRENTE AL Nº 31
http://www.group22.org/gz/resource/Location/L300,300,AVENIDA DE MONTECARMELO, FRENTE AL Nº 51
http://www.group22.org/gz/resource/Location/L301,301,CALLE DE LOS MONASTERIOS SUSO Y YUSO NUM 27 B
http://www.group22.org/gz/resource/Location/L302,302,AVENIDA DEL MONTECARMELO, FRENTE AL Nº 5
http://www.group22.org/gz/resource/Location/L303,303,CALLE DEL MONASTERIO DE EL PAULAR NUM 66-68
http://www.group22.org/gz/resource/Location/L304,304,CALLE DEL MONASTERIO DE EL PAULAR NUM 136
http://www.group22.org/gz/resource/Location/L305,305,AVENIDA DEL MONTECARMELO NUM 10 B
http://www.group22.org/gz/resource/Location/L306,306,CALLE DEL MONASTERIO DE OSEIRA NUM 5-25
http://www.group22.org/gz/resource/Location/L307,307,AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 59 B
http://www.group22.org/gz/resource/Location/L308,308,AVENIDA DEL MONASTERIO DE SILOS NUM 55 B
http://www.group22.org/gz/resource/Location/L309,309,CALLE DE LOS MONASTERIOS SUSO Y YUSO NUM 35 B
http://www.group22.org/gz/resource/Location/L310,310,AVENIDA DEL SANTUARIO DE VALVERDE NUM 60
http://www.group22.org/gz/resource/Location/L311,311,AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 60
http://www.group22.org/gz/resource/Location/L312,312,AVENIDA DEL MONASTERIO DE SILOS NUM 40 B
http://www.group22.org/gz/resource/Location/L313,313,AVENIDA DEL SANTUARIO DE VALVERDE NUM 68 B
http://www.group22.org/gz/resource/Location/L314,314,AVENIDA DEL MONASTERIO DE SILOS NUM 69 B
http://www.group22.org/gz/resource/Location/L315,315,CALLE DE LOS MONASTERIOS DE SUSO Y YUSO NUM 49 B
http://www.group22.org/gz/resource/Location/L316,316,AVENIDA DEL SANTUARIO DE VALVERDE NUM 49 B
http://www.group22.org/gz/resource/Location/L317,317,AVENIDA SANTUARIO DE VALVERDE NUM 76
http://www.group22.org/gz/resource/Location/L318,318,AVENIDA DEL MONASTERIO DE SILOS NUM 75 B
http://www.group22.org/gz/resource/Location/L319,319,AVENIDA DEL MONASTERIO DE SILOS NUM 52
http://www.group22.org/gz/resource/Location/L320,320,AVENIDA DEL SANTUARIO DE VALVERDE NUM 57 B
http://www.group22.org/gz/resource/Location/L321,321,AVENIDA DEL SANTUARIO DE VALVERDE NUM 84 B
http://www.group22.org/gz/resource/Location/L322,322,AVENIDA DEL MONASTERIO DE SILOS NUM 79 B
http://www.group22.org/gz/resource/Location/L323,323,AVENIDA DEL MONASTERIO DE SILOS NUM 76 B
http://www.group22.org/gz/resource/Location/L324,324,AVENIDA DEL SANTUARIO DE VALVERDE NUM 65
http://www.group22.org/gz/resource/Location/L325,325,AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 92
http://www.group22.org/gz/resource/Location/L326,326,CALLE DE LOS MONASTERIOS SUSO Y YUSO, FRENTE AL NUM 33-73
http://www.group22.org/gz/resource/Location/L327,327,AVENIDA DEL SANTUARIO DE VALVERDE NUM 100 B
http://www.group22.org/gz/resource/Location/L328,328,AVENIDA DEL SANTUARIO DE VALVERDE NUM 92 B
http://www.group22.org/gz/resource/Location/L329,329,CALLE DEL MONASTERIO DE ARLANZA NUM 18
http://www.group22.org/gz/resource/Location/L330,330,ISLETA ACCESO M-607
http://www.group22.org/gz/resource/Location/L331,331,AVENIDA DEL SANTUARIO DE VALVERDE NUM 79 B
http://www.group22.org/gz/resource/Location/L332,332,AVENIDA DEL SANTUARIO DE VALVERDE NUM 110
http://www.group22.org/gz/resource/Location/L333,333,AVENIDA DEL MONASTERIO DE SILOS NUM 84
http://www.group22.org/gz/resource/Location/L334,334,CALLE DE NUESTRA SEÑORA DE VALVERDE NUM 209
http://www.group22.org/gz/resource/Location/L335,335,CALLE DEL CABALLERO DE LOS ESPEJOS NUM 32-38
http://www.group22.org/gz/resource/Location/L336,336,CALLE DEL MONASTERIO DE ARLANZA NUM 13
http://www.group22.org/gz/resource/Location/L337,337,PASEO DE SAN MILLÁN DE LA COGOLLA C/V C/ VALCARLOS
http://www.group22.org/gz/resource/Location/L338,338,CALLE DE NUESTRA SEÑORA DE VALVERDE NUM 203 B
http://www.group22.org/gz/resource/Location/L339,339,PASEO DE SAN MILLAN DE LA COGOLLA NUM 9
http://www.group22.org/gz/resource/Location/L340,340,AVENIDA DEL SANTUARIO DE VALVERDE NUM 7
http://www.group22.org/gz/resource/Location/L341,341,CALLE DEL MONASTERIO DE OSEIRA
http://www.group22.org/gz/resource/Location/L342,342,AVENIDA DEL MONASTERIO DE SILOS NUM 20
http://www.group22.org/gz/resource/Location/L343,343,GLORIETA DE LA ARTILLERÍA ANTIAÉREA
http://www.group22.org/gz/resource/Location/L344,344,AVENIDA DEL SANTUARIO DE VALVERDE NUM 73
http://www.group22.org/gz/resource/Location/L345,345,AVENIDA DEL SANTUARIO DE VALVERDE NUM 89
http://www.group22.org/gz/resource/Location/L346,346,CALLE DEL CABALLERO DE LOS ESPEJOS NUM 10
http://www.group22.org/gz/resource/Location/L347,347,AVENIDA DEL CAMINO DE SANTIAGO NUM 35
http://www.group22.org/gz/resource/Location/L348,348,CALLE DE AZOFRA NUM 23 A
http://www.group22.org/gz/resource/Location/L349,349,CALLE DE SAN JUAN ORTEGA NUM 12 A
http://www.group22.org/gz/resource/Location/L350,350,CALLE DE CAPISCOL NUM 5
http://www.group22.org/gz/resource/Location/L351,351,CALLE DE PALAS DEL REY NUM 22
http://www.group22.org/gz/resource/Location/L352,352,CALLE DE PALAS DEL REY NUM 16
http://www.group22.org/gz/resource/Location/L353,353,CALLE DE PORTOMARIN NUM 13A
http://www.group22.org/gz/resource/Location/L354,354,AVENIDA DEL CAMINO DE SANTIAGO C/V C/PORTOMARIN
http://www.group22.org/gz/resource/Location/L355,355,PASEO DE TIERRA DE MÉLIDE C/V C/ DE CEBREIRO
http://www.group22.org/gz/resource/Location/L356,356,PASEO DE TIERRA DE MELIDE C/V GTA DEL MONTE DEL GOZO
http://www.group22.org/gz/resource/Location/L357,357,PASEO DE TIERRA DE MÉLIDE C/V C/ DE VALCARLOS
http://www.group22.org/gz/resource/Location/L358,358,GLORIETA DEL MONTE DEL GOZO C/V Pº DE TIERRA DE MÉLIDE
http://www.group22.org/gz/resource/Location/L359,359,PASEO DE TIERRA DE MÉLIDE C/V C/ SIERRA DE ATAPUERCA
http://www.group22.org/gz/resource/Location/L358,358,GLORIETA DEL MONTE DEL GOZO C/V Pº DE TIERRA DE MÉLIDE
http://www.group22.org/gz/resource/Location/L360,360,PASEO DE TIERRA DE MELIDE NUM 38 A
http://www.group22.org/gz/resource/Location/L361,361,GLORIETA DE LALÍN
http://www.group22.org/gz/resource/Location/L362,362,AVENIDA DEL CAMINO DE SANTIAGO C/V C/ DE VALCARLOS
http://www.group22.org/gz/resource/Location/L363,363,AVENIDA DEL CAMINO DE SANTIAGO NUM 13 B
http://www.group22.org/gz/resource/Location/L364,364,CALLE DE CASTIELLO DE JACA NUM 9
http://www.group22.org/gz/resource/Location/L365,365,CALLE DE BURGUETE C/V C/ DE PUENTE DE LA REINA
http://www.group22.org/gz/resource/Location/L366,366,CALLE DE CASTIELLO DE JACA NUM 37
http://www.group22.org/gz/resource/Location/L367,367,CALLE DE CASTIELLO DE JACA C/V C/ DE BERDÚN
http://www.group22.org/gz/resource/Location/L368,368,AVENIDA DE SANTO DOMINGO DE LA CALZADA C/V C/ FRÓMISTA
http://www.group22.org/gz/resource/Location/L369,369,CALLE DE FRÓMISTA C/V C/ DE CASTIELLO DE JACA
http://www.group22.org/gz/resource/Location/L370,370,CALLE DE CASTIELLO DE JACA C/V C/ DE MOLINASECA
http://www.group22.org/gz/resource/Location/L371,371,CALLE DE MOLINASECA C/V C/ DE PALAS DEL REY
http://www.group22.org/gz/resource/Location/L372,372,PASEO DE TIERRA DE MELIDE C/V C/ DE PALAS DEL REY
http://www.group22.org/gz/resource/Location/L373,373,CALLE DE PORTOMARÍN C/V PSO. DE TIERRA DE MELIDE
http://www.group22.org/gz/resource/Location/L374,374,CALLE DE CASTRILLO DE POLVAZARES
http://www.group22.org/gz/resource/Location/L375,375,CALLE ITERO DE LA VEGA C/V BERCIANOS DEL REAL CAMINO
http://www.group22.org/gz/resource/Location/L376,376,CALLE VILLAFRANCA DE MONTES DE OCA
http://www.group22.org/gz/resource/Location/L377,377,CALLE VILLAFRANCA DE MONTES DE OCA C/V C/ BERCIANOS
http://www.group22.org/gz/resource/Location/L378,378,PASEO DE TIERRA DE MELIDE C/V AV CAMINO DE SANTIAGO
http://www.group22.org/gz/resource/Location/L379,379,AVENIDA DEL CAMINO DE SANTIAGO C/V M-40
http://www.group22.org/gz/resource/Location/L380,380,CALLE DE VILLAFRANCA DE MONTES DE OCA C/V M-40
http://www.group22.org/gz/resource/Location/L381,381,CALLE VILLADANGOS DEL PÁRAMO C/V BERCIANOS DEL REAL CA
http://www.group22.org/gz/resource/Location/L382,382,CALLE CASTILLO DE CANDANCHÚ C/V AV STO DOMINGO DE LA C
http://www.group22.org/gz/resource/Location/L383,383,CALLE DEL PÓRTICO DE LA GLORIA C/V CARRETERA M-603
http://www.group22.org/gz/resource/Location/L384,384,AVENIDA DEL CAMINO DE SANTIAGO C/V RONDA COMUNICACIÓN NUM 32
http://www.group22.org/gz/resource/Location/L385,385,RONDA DE LA COMUNICACIÓN C/V M-40
http://www.group22.org/gz/resource/Location/L386,386,RONDA DE LA COMUNICACIÓN NUM 16
http://www.group22.org/gz/resource/Location/L387,387,AVENIDA DE SANTO DOMINGO DE LA CALZADA C/V C/ DEL ABETAL
http://www.group22.org/gz/resource/Location/L388,388,CALLE DEL PÓRTICO DE LA GLORIA C/V RONDA COMUNICACIÓN NUM 5
http://www.group22.org/gz/resource/Location/L389,389,RONDA DE LA COMUNICACIÓN NUM 5
http://www.group22.org/gz/resource/Location/L390,390,CALLE DEL PÓRTICO DE LA GLORIA NUM 2
http://www.group22.org/gz/resource/Location/L391,391,CALLE DEL PÓRTICO DE LA GLORIA NUM 8
http://www.group22.org/gz/resource/Location/L392,392,RONDA DE LA COMUNICACIÓN NUM 24
http://www.group22.org/gz/resource/Location/L393,393,CALLE DEL PÓRTICO DE LA GLORIA, FRENTE AL NUM 2
http://www.group22.org/gz/resource/Location/L394,394,RONDA DE LA COMUNICACIÓN C/V AV. CAMINO DE SANTIAGO
http://www.group22.org/gz/resource/Location/L395,395,AVENIDA DEL CAMINO DE SANTIAGO C/V RONDA COMUNICACIÓN NUM 36
http://www.group22.org/gz/resource/Location/L396,396,RONDA COMUNICACIÓN NUM 31,35
http://www.group22.org/gz/resource/Location/L397,397,CALLE DE SANDALIO LOPEZ NUM 6-10C/ SANDALIO LÓPEZ, ENTRE Nº 6 Y 10
http://www.group22.org/gz/resource/Location/L398,398,RONDA COMUNICACIÓN Nº 1O C/V M-40
http://www.group22.org/gz/resource/Location/L399,399,CALLE PÓRTICO DE LA GLORIA C/V C/PUERTA DE PLATERÍAS
http://www.group22.org/gz/resource/Location/L400,400,RONDA DE LA COMUNICACIÓN NUM 2
http://www.group22.org/gz/resource/Location/L401,401,RONDA DE LA COMUNICACIÓN NUM 28
http://www.group22.org/gz/resource/Location/L402,402,CALLE DE LA MASÓ NUM 80
http://www.group22.org/gz/resource/Location/L403,403,AVENIDA SANTO DOMINGO DE LA CALZADA C/V AV. BURGOS
http://www.group22.org/gz/resource/Location/L404,404,CALLE DE FRÓMISTAC/ PALAS DEL REY C/V C/FROMISTA.
http://www.group22.org/gz/resource/Location/L405,405,CALLE DE LAS ISLAS BAHAMAS NUM 22
http://www.group22.org/gz/resource/Location/L406,406,PLAZA DE SAN FERNANDO NUM 1
http://www.group22.org/gz/resource/Location/L407,407,CALLE DE PUENTECESURES C/V C/ DE LA VILLA DE MARÍN
http://www.group22.org/gz/resource/Location/L408,408,CALLE DE MORALZARZAL
http://www.group22.org/gz/resource/Location/L409,409,CALLE DE MARBELLA C/V C/ DE NURIA, 76
http://www.group22.org/gz/resource/Location/L410,410,CALLE DE ALFONSO RODRÍGUEZ CASTELAO NUM 1A
http://www.group22.org/gz/resource/Location/L411,411,CALLE FERMÍN CABALLERO C/V C/SANTIAGO DE COMPOSTELA
http://www.group22.org/gz/resource/Location/L412,412,AVENIDA DEL CARDENAL HERRERA ORIA NUM 87
http://www.group22.org/gz/resource/Location/L413,413,CALLE DE LLODIO
http://www.group22.org/gz/resource/Location/L414,414,CALLE DEL VALLE DE ENMEDIO NUM 1
http://www.group22.org/gz/resource/Location/L415,415,CALLE CERRO ÁLAMOS BLANCOS C/V C/ ARROYO DEL MONTE
http://www.group22.org/gz/resource/Location/L416,416,CALLE MIRADOR DE LA REINA C/V C/ CERRO ALAMOS BLANCOS
http://www.group22.org/gz/resource/Location/L417,417,CALLE PEÑA DEL ÁGUILA C/V C/ MIRADOR DE LA REINA
http://www.group22.org/gz/resource/Location/L418,418,PLAZA DEL VALLE DE LA JAROSA
http://www.group22.org/gz/resource/Location/L418,418,PLAZA DEL VALLE DE LA JAROSA
http://www.group22.org/gz/resource/Location/L419,419,CALLE DE CARLOS BRAVO C/V C/ DE ANTONIO MOLINA
http://www.group22.org/gz/resource/Location/L420,420,CALLE DE LA ISLA DE SÁLVORA NUM 10
http://www.group22.org/gz/resource/Location/L421,421,CALLE DE JOAQUÍN LORENZO NUM 39
http://www.group22.org/gz/resource/Location/L422,422,CALLE DE BUITRAGO DE LOZOYA NUM 20
http://www.group22.org/gz/resource/Location/L423,423,CALLE DE MAGDALENA DÍAZ
http://www.group22.org/gz/resource/Location/L424,424,CALLE JOAQUÍN LORENZO C/V AV.DOCTOR RAMÓN CASTROVIEJO
http://www.group22.org/gz/resource/Location/L425,425,AVENIDA DEL CARDENAL HERRERA ORIA NUM 78
http://www.group22.org/gz/resource/Location/L426,426,CALLE DE CHANTADA C/V C/ DE CÁNDIDO MATEOS
http://www.group22.org/gz/resource/Location/L427,427,CALLE DE JOAQUÍN LORENZO C/V C/ DE LA ISLA MALAITA
http://www.group22.org/gz/resource/Location/L428,428,CALLE DE HONTALBILLA
http://www.group22.org/gz/resource/Location/L429,429,PASEO DE LA CASTELLANA NUM 259 F
http://www.group22.org/gz/resource/Location/L430,430,AVENIDA BURGOS NUM 135
http://www.group22.org/gz/resource/Location/L431,431,CALLE AZUL NUM 6
http://www.group22.org/gz/resource/Location/L432,432,AVENIDA MONFORTE DE LEMOS C/V C/ DE PEDRO RICO,2 NUM 4
http://www.group22.org/gz/resource/Location/L433,433,CALLE DE LA BAÑEZA NUM 44
http://www.group22.org/gz/resource/Location/L434,434,CALLE DE LA BAÑEZA NUM 40 C
http://www.group22.org/gz/resource/Location/L435,435,CALLE DE LA CABRERA NUM 17
http://www.group22.org/gz/resource/Location/L436,436,CALLE DE LA CABRERA NUM 7
http://www.group22.org/gz/resource/Location/L437,437,CALLE DEL VALLE DE MENA NUM 14
http://www.group22.org/gz/resource/Location/L438,438,CALLE DEL VALLE DE MENA NUM 6
http://www.group22.org/gz/resource/Location/L439,439,CALLE DE MARÍA DE MAEZTU NUM 150
http://www.group22.org/gz/resource/Location/L440,440,CALLE DE MARÍA DE MAEZTU C/V C/ DE JUANITA DE LA CRUZ
http://www.group22.org/gz/resource/Location/L441,441,CALLE DE MARÍA DE MAEZTU C/V C/ DE MARÍA CASARES
http://www.group22.org/gz/resource/Location/L442,442,CALLE DE MARÍA DE MAEZTU C/V C/DE LA SENDA DEL INFANTE
http://www.group22.org/gz/resource/Location/L443,443,CALLE DE MARÍA DE MAEZTU C/V C/DE FEDERICA MONTSENY
http://www.group22.org/gz/resource/Location/L444,444,CALLE DE MARÍA DE MAEZTU C/V C/DE MARÍA MONTESSORY
http://www.group22.org/gz/resource/Location/L445,445,PASEO DE LA PUERTA DEL ANGEL NUM 1
http://www.group22.org/gz/resource/Location/L446,446,AVENIDA COMPLUTENSE NUM 40
http://www.group22.org/gz/resource/Location/L447,447,CARRETERA DE LA CORUÑA KM 9
http://www.group22.org/gz/resource/Location/L448,448,CARRETERA DE CASTILLA C/V PASEO DE LA RINCONADA
http://www.group22.org/gz/resource/Location/L449,449,PASEO DEL COMANDANTE FORTEA C/V C/ SAN POL DE MARCOLONIA CUARTEL DE LA MONTAÑA. JARDINES
http://www.group22.org/gz/resource/Location/L450,450,CARRETERA DE CASTILLA C/V C/ DEL ARROYO DE POZUELO
http://www.group22.org/gz/resource/Location/L451,451,CARRETERA DE CASTILLA C/V RONDA DE LA BUGANVILLA DEL REY
http://www.group22.org/gz/resource/Location/L452,452,AUTOVÍA CALLE 30 KM 22
http://www.group22.org/gz/resource/Location/L453,453,PASEO DE MORET NUM 2PLAZA DE LA MONCLOA CTRA DE CASTILLA
http://www.group22.org/gz/resource/Location/L454,454,CALLE DE FERRAZ NUM 1PASEO DEL REY.
http://www.group22.org/gz/resource/Location/L455,455,AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALIJARDINES DE FRANCOS RODRIGUEZ
http://www.group22.org/gz/resource/Location/L456,456,PASEO DE JUAN XXIII
http://www.group22.org/gz/resource/Location/L457,457,CALLE DE RAFAEL BOTÍ NUM 1
http://www.group22.org/gz/resource/Location/L458,458,CALLE DE LAS ROSAS DE ARAVACA C/V C/ DEL RÍO SELLA
http://www.group22.org/gz/resource/Location/L459,459,CALLE DEL RIO SELLA C/V C/ DEL UNICORNIO
http://www.group22.org/gz/resource/Location/L460,460,CALLE DEL PAVO REAL C/V C/ DE LA CORONA AUSTRAL
http://www.group22.org/gz/resource/Location/L461,461,CALLE DE LA VÍA LÁCTEA
http://www.group22.org/gz/resource/Location/L462,462,CALLE DE VALTRAVIESO NUM 34
http://www.group22.org/gz/resource/Location/L463,463,CALLE DE RAFAEL BOTÍ NUM 3
http://www.group22.org/gz/resource/Location/L464,464,CALLE DE LAS CINCO LAGUNAS NUM 12
http://www.group22.org/gz/resource/Location/L465,465,CALLE DEL ESCULTOR PERESEJO NUM 9
http://www.group22.org/gz/resource/Location/L466,466,CALLE DE ANICETO MARINAS C/V AV. DE VALLADOLID
http://www.group22.org/gz/resource/Location/L467,467,CALLE DE LA GOLONDRINA NUM 4
http://www.group22.org/gz/resource/Location/L468,468,SITIO AL PRADO DE LA VILLA (VALDECAHONDES)
http://www.group22.org/gz/resource/Location/L469,469,CALLE DE SINESIO DELGADO C/V C/ DE EMERENCIANA ZURILLA NUM 73
http://www.group22.org/gz/resource/Location/L470,470,CALLE DE SAN RESTITUTO NUM 72
http://www.group22.org/gz/resource/Location/L471,471,CALLE ALFONSO FDEZ CLAUSELLS - AV. MARTIRES MARISTAS -C/ ISLAS MARIANAS
http://www.group22.org/gz/resource/Location/L472,472,CALLE DE LA ISLA DE OZA NUM 82
http://www.group22.org/gz/resource/Location/L473,473,CALLE DE LA ISLA DE OZA NUM 61
http://www.group22.org/gz/resource/Location/L474,474,CALLE DE LA PINILLA NUM 79
http://www.group22.org/gz/resource/Location/L475,475,CALLE DE LA LA PINILLA NUM 36
http://www.group22.org/gz/resource/Location/L476,476,CALLE DE LA BRÚJULA C/V C/ DEL ESCULTOR PERESEJO NUM 64
http://www.group22.org/gz/resource/Location/L477,477,CALLE DE LA PINILLA, FRENTE AL NUM 93
http://www.group22.org/gz/resource/Location/L478,478,CALLE DE ARGENTONA NUM 21-23
http://www.group22.org/gz/resource/Location/L479,479,CALLE DE ARGENTONA NUM 25
http://www.group22.org/gz/resource/Location/L480,480,AVENIDA DEL TALGO NUM 159
http://www.group22.org/gz/resource/Location/L481,481,AVENIDA DEL TALGO C/V CALLE DEL CERRO DE VALDECAHONDE
http://www.group22.org/gz/resource/Location/L482,482,CALLE DE RAFAEL BOTÍ NUM 68
http://www.group22.org/gz/resource/Location/L483,483,CALLE DE RAFAEL BOTÍ NUM 9
http://www.group22.org/gz/resource/Location/L484,484,CALLE DE HORCHE C/V C/ DE SIGUÜENZA
http://www.group22.org/gz/resource/Location/L485,485,CARRETERA DE HUMERA (FRENTE AL Nº 163)
http://www.group22.org/gz/resource/Location/L486,486,CALLE VIRGEN DE LOS ROSALES S/N C/V C/ GOLONDRINA
http://www.group22.org/gz/resource/Location/L487,487,CALLE DEL VALLE DE PAS NUM 4
http://www.group22.org/gz/resource/Location/L488,488,CALLE DE LAS ROSAS DE ARAVACA NUM 31
http://www.group22.org/gz/resource/Location/L489,489,CALLE DE LAS ROSAS DE ARAVACA NUM 41
http://www.group22.org/gz/resource/Location/L490,490,CALLE DEL VALLE DEL PAS NUM 36
http://www.group22.org/gz/resource/Location/L491,491,GLORIETA DE SAN ANTONIO DE LA FLORIDA C/V C/ DE MOZART
http://www.group22.org/gz/resource/Location/L492,492,CALLE DE RAFAEL VILLA NUM 74
http://www.group22.org/gz/resource/Location/L493,493,CALLE DEL CARRIL DE LOS CALEROS NUM 2
http://www.group22.org/gz/resource/Location/L494,494,PASEO DEL REY NUM 36
http://www.group22.org/gz/resource/Location/L495,495,GLORIETA DE SAN ANTONIO DE LA FLORIDA NUM 8
http://www.group22.org/gz/resource/Location/L496,496,CALLE DE ANTONIO MACHADO NUM 47
http://www.group22.org/gz/resource/Location/L497,497,CALLE SEIS DE DICIEMBRE NUM 9
http://www.group22.org/gz/resource/Location/L498,498,CALLE ROSA DE LUXEMBURGO NUM 56
http://www.group22.org/gz/resource/Location/L499,499,CALLE ROSA DE LUXEMBURGO NUM 3
http://www.group22.org/gz/resource/Location/L500,500,CALLE ROSA DE LUXEMBURGO NUM 10
http://www.group22.org/gz/resource/Location/L501,501,AVENIDA PABLO IGLESIAS NUM 35 A
http://www.group22.org/gz/resource/Location/L502,502,CALLE CABELLERA DE BERENICE NUM 41
http://www.group22.org/gz/resource/Location/L503,503,CALLE PICO DE LA GOLONDRINA(ENTRE Cº ZARZUELA-C/SALLE)
http://www.group22.org/gz/resource/Location/L504,504,CALLE DE LA CABELLERA DE BERENICE NUM 57-61
http://www.group22.org/gz/resource/Location/L505,505,CALLE CABELLERA DE BERENICE NUM 60
http://www.group22.org/gz/resource/Location/L506,506,CALLE CASIOPEA NUM 16
http://www.group22.org/gz/resource/Location/L507,507,CALLE CASIOPEA NUM 14
http://www.group22.org/gz/resource/Location/L508,508,AVENIDA SANTO ÁNGEL DE LA GUARDA NUM 23
http://www.group22.org/gz/resource/Location/L509,509,CALLE GENERAL CADENAS CAMPOS NUM 9
http://www.group22.org/gz/resource/Location/L510,510,CALLE DE LA INDUSTRIA
http://www.group22.org/gz/resource/Location/L510,510,CALLE DE LA INDUSTRIA
http://www.group22.org/gz/resource/Location/L511,511,CALLE DE DOÑA URRACA NUM 17
http://www.group22.org/gz/resource/Location/L512,512,CALLE DE DOÑA BERENGUELA NUM 12
http://www.group22.org/gz/resource/Location/L513,513,CALLE CUART DE POBLET, FRENTE AL Nº 41
http://www.group22.org/gz/resource/Location/L514,514,CALLE DE CUART DE POBLET, FRENTE AL Nº 9
http://www.group22.org/gz/resource/Location/L515,515,CALLE DE LAS HIGUERAS, FRENTE AL NUM 11
http://www.group22.org/gz/resource/Location/L516,516,CALLE DE LAS HIGUERAS, FRENTE AL NUM 9
http://www.group22.org/gz/resource/Location/L517,517,CALLE DE PABLO CASALS
http://www.group22.org/gz/resource/Location/L518,518,CALLE DE CARAMUEL NUM 53
http://www.group22.org/gz/resource/Location/L519,519,AVENIDA DE LAS ÁGUILAS NUM 63-97
http://www.group22.org/gz/resource/Location/L520,520,CALLE DE MARCELINO CASTILLO NUM 29C/V MARCELINO CASTILLO PARQUE CERRO DE ALMODOVAR
http://www.group22.org/gz/resource/Location/L521,521,CALLE DE LA VIDAUBA NUM 4
http://www.group22.org/gz/resource/Location/L522,522,CALLE CONCEJAL FCO JOSE JIMENEZ MARTIN C/V C/ ALHAMBRA
http://www.group22.org/gz/resource/Location/L523,523,PASEO DE EXTREMADURA, NÚMERO 181 POSTERIOR
http://www.group22.org/gz/resource/Location/L524,524,CALLE DIGITAL NUM 18-B
http://www.group22.org/gz/resource/Location/L525,525,PASEO DE LOS HÚSARES NUM 50
http://www.group22.org/gz/resource/Location/L526,526,PASEO DE LOS HÚSARES NUM 52-54
http://www.group22.org/gz/resource/Location/L527,527,PASEO DE LOS HÚSARES NUM 56
http://www.group22.org/gz/resource/Location/L528,528,CALLE DE LA CORONILA NUM 6
http://www.group22.org/gz/resource/Location/L529,529,CALLE DEL ARO NUM 7
http://www.group22.org/gz/resource/Location/L530,530,CALLE DEL ARO NUM 10
http://www.group22.org/gz/resource/Location/L531,531,CALLE DE LA BELLADONA NUM 10
http://www.group22.org/gz/resource/Location/L532,532,CALLE DEL MELILOTO NUM 32
http://www.group22.org/gz/resource/Location/L533,533,CALLE DEL MELILOTO NUM 30
http://www.group22.org/gz/resource/Location/L534,534,CALLE DEL MELILOTO NUM 24
http://www.group22.org/gz/resource/Location/L535,535,CALLE DEL MELILOTO NUM 16
http://www.group22.org/gz/resource/Location/L536,536,CALLE DEL MELILOTO NUM 8
http://www.group22.org/gz/resource/Location/L537,537,CALLE DE LA MILENRAMA NUM 15
http://www.group22.org/gz/resource/Location/L538,538,CALLE DE MARAVILLA NUM 22
http://www.group22.org/gz/resource/Location/L539,539,CALLE DE LA CORONILA NUM 8
http://www.group22.org/gz/resource/Location/L540,540,CALLE DEL ARO NUM 9
http://www.group22.org/gz/resource/Location/L541,541,CALLE DEL ARO NUM 12
http://www.group22.org/gz/resource/Location/L542,542,CALLE DE LA BELLADONA NUM 12
http://www.group22.org/gz/resource/Location/L543,543,CALLE DE MARAVILLA NUM 31
http://www.group22.org/gz/resource/Location/L544,544,CALLE DEL CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN NUM 120
http://www.group22.org/gz/resource/Location/L545,545,CALLE DEL PINAR DE SAN JOSÉ C/V C/ DE LA TORTA NUM 10
http://www.group22.org/gz/resource/Location/L546,546,CALLE PINAR DE SAN JOSÉ C/V AVDA.DE LA HOSPITALIDAD
http://www.group22.org/gz/resource/Location/L547,547,CALLE DE LA TORTA C/V AV. DE LA HOSPITALIDAD
http://www.group22.org/gz/resource/Location/L548,548,CALLE DE LAS FLAUTAS C/V C/ DE LOS TIMBALES
http://www.group22.org/gz/resource/Location/L549,549,CARRETERA DEL BARRIO DE LA FORTUNA C/V C/ DEL XILÓFONO NUM 1
