identifier,location_code,location_name
http://www.group22.org/gz/resource/Location/L45,45,CALLE DEL PUERTO DE BÉJAR C/V C/ DE EMBAJADORES
http://www.group22.org/gz/resource/Location/L46,46,PASEO DE LOS MELANCÓLICOS NUM 34
http://www.group22.org/gz/resource/Location/L47,47,TRAVESIA DE LOS MELANCÓLICOS
http://www.group22.org/gz/resource/Location/L48,48,CALLE DE LA ANTRACITA NUM 5
http://www.group22.org/gz/resource/Location/L49,49,CALLE DEL RODIO C/V C/ DEL PLOMO
http://www.group22.org/gz/resource/Location/L50,50,CALLE DE TITÁN NUM 12
http://www.group22.org/gz/resource/Location/L51,51,CALLE DEL PLANETA TIERRA NUM 1
http://www.group22.org/gz/resource/Location/L52,52,CALLE DE TITÁN NUM 11-15
http://www.group22.org/gz/resource/Location/L53,53,CALLE DEL RODIO C/V C/ DE EMBAJADORES NUM 181
http://www.group22.org/gz/resource/Location/L54,54,CALLE DEL RODIO NUM 6
http://www.group22.org/gz/resource/Location/L55,55,CALLE DE LA ANTRACITA NUM 3
http://www.group22.org/gz/resource/Location/L56,56,CALLE DEL RODIO C/V C/ DEL HIERRO
http://www.group22.org/gz/resource/Location/L57,57,CALLE DE AMALTEA NUM 13
http://www.group22.org/gz/resource/Location/L58,58,CALLE DE AMALTEA NUM 11
http://www.group22.org/gz/resource/Location/L59,59,CALLE DE AMALTEA NUM 5
http://www.group22.org/gz/resource/Location/L60,60,CALLE DE AMALTEA NUM 2
http://www.group22.org/gz/resource/Location/L61,61,CALLE DEL HIERRO NUM 6
http://www.group22.org/gz/resource/Location/L62,62,CALLE DEL HIERRO NUM 8-16
http://www.group22.org/gz/resource/Location/L63,63,CALLE DE VALDEMORILLO NUM 3
http://www.group22.org/gz/resource/Location/L64,64,CALLE DEL TENIENTE CORONEL NOREÑA NUM 67
http://www.group22.org/gz/resource/Location/L65,65,PLAZA DE CASAR DE CÁCERES
http://www.group22.org/gz/resource/Location/L66,66,CALLE DE LEONOR DE LA VEGA NUM 1-11
http://www.group22.org/gz/resource/Location/L67,67,CALLE DEL ORIANA NUM 10
http://www.group22.org/gz/resource/Location/L68,68,CALLE DE TOLEDO NUM 177
http://www.group22.org/gz/resource/Location/L69,69,CALLE DE RICARDO DAMAS NUM 1
http://www.group22.org/gz/resource/Location/L70,70,CALLE DE MAZARREDO NUM 7
http://www.group22.org/gz/resource/Location/L71,71,CALLE DEL TENIENTE CORONEL NOREÑA NUM 26 B
http://www.group22.org/gz/resource/Location/L72,72,CALLE DEL GENERAL LACY, NUM. 23 C/V C/ BUSTAMANTE
http://www.group22.org/gz/resource/Location/L73,73,CALLE DE ARGANDA NUM 5
http://www.group22.org/gz/resource/Location/L74,74,CALLE DEL CINZ NUM 1-3
http://www.group22.org/gz/resource/Location/L75,75,CALLE DE LA CIRCONITA NUM 1-3
http://www.group22.org/gz/resource/Location/L76,76,CALLE DE EMBAJADORES NUM 173
http://www.group22.org/gz/resource/Location/L77,77,CALLE DE MELILLA NUM 9
http://www.group22.org/gz/resource/Location/L78,78,CALLE DE GRANITO, FRENTE AL NUM 32-36
http://www.group22.org/gz/resource/Location/L79,79,CALLE DE ARGANDA NUM 1
http://www.group22.org/gz/resource/Location/L80,80,CALLE DE MELILLA NUM 57-65
http://www.group22.org/gz/resource/Location/L81,81,CALLE DE MELILLA NUM 37-47
http://www.group22.org/gz/resource/Location/L82,82,CALLE DE TOLEDO NUM 151
http://www.group22.org/gz/resource/Location/L83,83,CALLE DE TOLEDO NUM 155
http://www.group22.org/gz/resource/Location/L84,84,TRAVESIA DE SAN ISIDORO DE SEVILLA NUM 7
http://www.group22.org/gz/resource/Location/L85,85,CALLE DE BOLÍVAR NUM 18B-D
http://www.group22.org/gz/resource/Location/L86,86,CALLE DE TOMÁS BRETÓN NUM 58
http://www.group22.org/gz/resource/Location/L87,87,CALLE DE BOLÍVAR NUM 24B-E
http://www.group22.org/gz/resource/Location/L88,88,CALLE DEL PLOMO NUM 5A
http://www.group22.org/gz/resource/Location/L89,89,CALLE DE TOLEDO NUM 178
http://www.group22.org/gz/resource/Location/L90,90,CALLE DEL CRISTO DEL CAMINO NUM 5
http://www.group22.org/gz/resource/Location/L91,91,CALLE DEL PÁRROCO EUSEBIO CUENCA NUM 13
http://www.group22.org/gz/resource/Location/L92,92,CALLE DE ALEJANDRO SAINT AUBIN NUM 2 B
http://www.group22.org/gz/resource/Location/L93,93,GLORIETA DE SAN VÍCTOR
http://www.group22.org/gz/resource/Location/L94,94,CALLE DE GARGANTILLA NUM 2
http://www.group22.org/gz/resource/Location/L95,95,CALLE DE PALOS DE LA FRONTERA NUM 42
http://www.group22.org/gz/resource/Location/L96,96,PASEO DE LAS YESERÍAS NUM 35 B
http://www.group22.org/gz/resource/Location/L97,97,CALLE DE MORATINES NUM 27
http://www.group22.org/gz/resource/Location/L98,98,CALLE DE VILLA DEL PRADO NUM 2-4
http://www.group22.org/gz/resource/Location/L99,99,PASEO DE LAS ACACIAS NUM 31
http://www.group22.org/gz/resource/Location/L100,100,CALLE DE RAMÍREZ DE PRADO NUM 2
http://www.group22.org/gz/resource/Location/L101,101,PASEO DEL MOLINO NUM 2
http://www.group22.org/gz/resource/Location/L102,102,CALLE DE ALEJANDRO SAINT AUBIN NUM 8
http://www.group22.org/gz/resource/Location/L103,103,CALLE DE CARABAÑA NUM 7
http://www.group22.org/gz/resource/Location/L104,104,CALLE DE CARABAÑA NUM 1-5
http://www.group22.org/gz/resource/Location/L105,105,CALLE DE MÉNDEZ ÁLVARO NUM 44-54
http://www.group22.org/gz/resource/Location/L106,106,CALLE DE EMBAJADORES NUM 316-E
http://www.group22.org/gz/resource/Location/L107,107,PASEO DE LAS YESERÍAS NUM 10
http://www.group22.org/gz/resource/Location/L108,108,PASEO DE LA CHOPERA NUM 10 A
http://www.group22.org/gz/resource/Location/L109,109,PASEO IMPERIAL NUM 32
http://www.group22.org/gz/resource/Location/L110,110,CALLE DE CASIMIRO MAHOU BIERHANS NUM 2
http://www.group22.org/gz/resource/Location/L111,111,CALLE DE ALEJANDRO DUMAS NUM 34
http://www.group22.org/gz/resource/Location/L112,112,CALLE DE CASIMIRO MAHOU BIERHANS NUM 17
http://www.group22.org/gz/resource/Location/L113,113,CALLE DE CASIMIRO MAHOU BIERHANS NUM 5
http://www.group22.org/gz/resource/Location/L114,114,PASEO DE LA VIRGEN DEL PUERTO NUM 67
http://www.group22.org/gz/resource/Location/L115,115,CALLE DE ALPEDRETE NUM 20
http://www.group22.org/gz/resource/Location/L116,116,CALLE DE LEGANÉS NUM 1
http://www.group22.org/gz/resource/Location/L117,117,CALLE DE ALAMEDILLA NUM 14
http://www.group22.org/gz/resource/Location/L118,118,CALLE DE MÉNDEZ ÁLVARO NUM 63
http://www.group22.org/gz/resource/Location/L119,119,CALLE DE LEGANÉS NUM 6
http://www.group22.org/gz/resource/Location/L120,120,PLAZA DE LA INDEPENDENCIA NUM 7
http://www.group22.org/gz/resource/Location/L121,121,CALLE DE ALFONSO XII NUM 9
http://www.group22.org/gz/resource/Location/L122,122,CALLE DE JUAN ESPLANDIU NUM 4 B
http://www.group22.org/gz/resource/Location/L123,123,PLAZA DE MURILLO
http://www.group22.org/gz/resource/Location/L124,124,PLAZA DE LA LEALTAD
http://www.group22.org/gz/resource/Location/L125,125,CALLE DE ANTONIO NEBRIJA NUM 9
http://www.group22.org/gz/resource/Location/L126,126,CALLE DE JOSÉ ANSELMO CLAVÉ NUM 1
http://www.group22.org/gz/resource/Location/L127,127,CALLE DE LUIS MITJANS NUM 52 A
http://www.group22.org/gz/resource/Location/L128,128,CALLE DE LAS COCHERAS NUM 1-3
http://www.group22.org/gz/resource/Location/L129,129,CALLE DE CATALINA SUÁREZ NUM 3
http://www.group22.org/gz/resource/Location/L130,130,CALLE DE JÁTIVA NUM 3
http://www.group22.org/gz/resource/Location/L131,131,PLAZA DE MARIANO DE CAVIA
http://www.group22.org/gz/resource/Location/L132,132,CALLE DE LUIS PEIDRÓ NUM 6
http://www.group22.org/gz/resource/Location/L133,133,AVENIDA DE LA CIUDAD DE BARCELONA NUM 184
http://www.group22.org/gz/resource/Location/L134,134,CALLE DEL PEZ VOLADOR NUM 21
http://www.group22.org/gz/resource/Location/L135,135,CALLE DE ANDRÉS TORREJÓN NUM 19
http://www.group22.org/gz/resource/Location/L136,136,CALLE DE ANGELES GARCÍA MADRID NUM 20
http://www.group22.org/gz/resource/Location/L137,137,CALLE DE SALAS NUM 1
http://www.group22.org/gz/resource/Location/L138,138,CALLE DE GOYA NUM 2
http://www.group22.org/gz/resource/Location/L139,139,AVENIDA DE BRASILIA NUM 2
http://www.group22.org/gz/resource/Location/L140,140,AVENIDA DE BRASILIA NUM 6
http://www.group22.org/gz/resource/Location/L141,141,CALLE DE ENRIQUE D'ALMONTE NUM 1
http://www.group22.org/gz/resource/Location/L142,142,CALLE DEL DOCTOR GÓMEZ ULLA NUM 9
http://www.group22.org/gz/resource/Location/L143,143,CALLE DE TOMÁS LÓPEZ NUM 8-10
http://www.group22.org/gz/resource/Location/L144,144,CALLE DE LA POVEDA NUM 1
http://www.group22.org/gz/resource/Location/L145,145,CALLE DEL PRÍNCIPE DE VERGARA NUM 68
http://www.group22.org/gz/resource/Location/L146,146,CALLE DE JOSÉ PICÓN NUM 26
http://www.group22.org/gz/resource/Location/L147,147,CALLE DE RAMÓN DE AGUINAGA C/V C/ RUFINO BLANCO
http://www.group22.org/gz/resource/Location/L148,148,CALLE DE JUAN BRAVO NUM 3 B
http://www.group22.org/gz/resource/Location/L149,149,CALLE DE JUAN BRAVO NUM 3-C
http://www.group22.org/gz/resource/Location/L150,150,CALLE DE MARTÍNEZ IZQUIERDO, 57 C/V C/ DE LUIS CALVO
http://www.group22.org/gz/resource/Location/L151,151,AVENIDA DE BAVIERA NUM 15
http://www.group22.org/gz/resource/Location/L152,152,AVENIDA DE LA GUINDALERA NUM 3
http://www.group22.org/gz/resource/Location/L153,153,PLAZA DE BURDEOS NUM 1-4
http://www.group22.org/gz/resource/Location/L154,154,PLAZA DE BASILEA NUM 1-3
http://www.group22.org/gz/resource/Location/L155,155,CALLE DE BRESCIA NUM 1-3
http://www.group22.org/gz/resource/Location/L156,156,CALLE DE BRESCIA NUM 2
http://www.group22.org/gz/resource/Location/L157,157,CALLE DE BOSTON NUM 1A
http://www.group22.org/gz/resource/Location/L158,158,AVENIDA DE AMÉRICA NUM 38
http://www.group22.org/gz/resource/Location/L159,159,AVENIDA DE BAVIERA NUM 12
http://www.group22.org/gz/resource/Location/L160,160,AVENIDA DE BRASILIA NUM 37-39
http://www.group22.org/gz/resource/Location/L161,161,CALLE DE BERLIN NUM 5 D
http://www.group22.org/gz/resource/Location/L162,162,CALLE DE BERLIN NUM 7
http://www.group22.org/gz/resource/Location/L163,163,CALLE DE BERLIN NUM 4
http://www.group22.org/gz/resource/Location/L164,164,PLAZA DE VENECIA NUM 1
http://www.group22.org/gz/resource/Location/L165,165,CALLE DE BERNA NUM 5-11
http://www.group22.org/gz/resource/Location/L166,166,AVENIDA DE BRUSELAS C/V AVENIDA DE BONN
http://www.group22.org/gz/resource/Location/L167,167,CALLE DE BERNA NUM 1-3
http://www.group22.org/gz/resource/Location/L168,168,AVENIDA DE BONN NUM 6
http://www.group22.org/gz/resource/Location/L169,169,CALLE DE BOLONIA NUM 2
http://www.group22.org/gz/resource/Location/L170,170,AVENIDA DE BONN NUM 10
http://www.group22.org/gz/resource/Location/L171,171,AVENIDA DE BRUSELAS NUM 51
http://www.group22.org/gz/resource/Location/L172,172,PLAZA DE BURDEOS
http://www.group22.org/gz/resource/Location/L173,173,AVENIDA DE BRUSELAS C/V C/ DE LUIS CALVO
http://www.group22.org/gz/resource/Location/L174,174,CALLE DE BREMEN C/V C/ ARROYO DEL CANALILLO
http://www.group22.org/gz/resource/Location/L175,175,CALLE DE BAYONA NUM 1-11
http://www.group22.org/gz/resource/Location/L176,176,PLAZA DE BASILEA NUM 2-6
http://www.group22.org/gz/resource/Location/L177,177,AVENIDA DE BRUSELAS NUM 44-46
http://www.group22.org/gz/resource/Location/L178,178,CALLE VILLAFRANCA NUM 19
http://www.group22.org/gz/resource/Location/L179,179,PLAZA DE AMÉRCIA ESPAÑOLA NUM 4
http://www.group22.org/gz/resource/Location/L180,180,CALLE DE HERMOSILLA C/V C/ DE LANUZA
http://www.group22.org/gz/resource/Location/L181,181,CALLE DE RAFAELA BONILLA NUM 10
http://www.group22.org/gz/resource/Location/L182,182,CALLE ARDEMANS NUM 69
http://www.group22.org/gz/resource/Location/L183,183,CALLE DE VÍCTOR DE LA SERNA NUM 21 B
http://www.group22.org/gz/resource/Location/L184,184,CALLE DE DOCTOR FLEMING NUM 40
http://www.group22.org/gz/resource/Location/L185,185,CALLE MAURICIO LEGENDRE C/V C/ JOSE VASCONCELOSC/V A C/ JOSE VASCONCELOS
http://www.group22.org/gz/resource/Location/L186,186,PASEO DE LA CASTELLANA NUM 78 B
http://www.group22.org/gz/resource/Location/L187,187,CALLE DEL PRINCIPE DE VERGARA NUM 148
http://www.group22.org/gz/resource/Location/L188,188,AVENIDA DE RAMON Y CAJAL NUM 2
http://www.group22.org/gz/resource/Location/L189,189,CALLE DEL PADRE CLARET NUM 38
http://www.group22.org/gz/resource/Location/L190,190,CALLE DEL PALMITO NUM 7
http://www.group22.org/gz/resource/Location/L191,191,CALLE DE RECAREDO NUM 10
http://www.group22.org/gz/resource/Location/L192,192,CALLE DEL CORAZÓN DE MARÍA NUM 18
http://www.group22.org/gz/resource/Location/L193,193,CALLE DE MARTÍN MACHÍO NUM 1
http://www.group22.org/gz/resource/Location/L194,194,AVENIDA DE LA PAZ C/V CUESTA SAGRADO CORAZÓNAVDA. DE LA PAZ C/V CUESTA SAGRADO CORAZÓN.
http://www.group22.org/gz/resource/Location/L195,195,CALLE DE PRADILLO NUM 25
http://www.group22.org/gz/resource/Location/L196,196,PLAZA DE VALPARAÍSO
http://www.group22.org/gz/resource/Location/L197,197,CALLE DEL PRINCIPE DE VERGARA NUM 141
http://www.group22.org/gz/resource/Location/L198,198,CALLE DE COLOMBIA NUM 59
http://www.group22.org/gz/resource/Location/L199,199,CALLE DE VINAROZ NUM 29
http://www.group22.org/gz/resource/Location/L200,200,CALLE DE LOS CONDES DEL VAL NUM 19
http://www.group22.org/gz/resource/Location/L201,201,CALLE DE LOS CONDES DEL VAL NUM 19 BIS
http://www.group22.org/gz/resource/Location/L202,202,CALLE DE PUERTO RICO NUM 56
http://www.group22.org/gz/resource/Location/L203,203,CALLE DE PARAGUAY NUM 9
http://www.group22.org/gz/resource/Location/L204,204,AVENIDA DE ALFONSO XIII, JUNTO AL Nº 158
http://www.group22.org/gz/resource/Location/L205,205,PASEO DE NUESTRA SEÑORA DEL RECUERDO C/V AV. DE BURGOS NUM 1
http://www.group22.org/gz/resource/Location/L206,206,PASEO DE NUESTRA SEÑORA DEL RECUERDO C/V AV. DE BURGOS NUM 7
http://www.group22.org/gz/resource/Location/L207,207,CALLE DE ROSA JARDÓN NUM 11
http://www.group22.org/gz/resource/Location/L208,208,CALLE DE SANTA MARÍA MAGDALENA NUM 20
http://www.group22.org/gz/resource/Location/L209,209,AVENIDA DE LA PAZ C/V C/ DE LA DRÁCENA
http://www.group22.org/gz/resource/Location/L210,210,CALLE DEL CORAZÓN DE MARÍA NUM 56-66
http://www.group22.org/gz/resource/Location/L211,211,CALLE DEL PADRE CLARET NUM 4
http://www.group22.org/gz/resource/Location/L212,212,CALLE CORAZÓN DE MARÍA NUM 84
http://www.group22.org/gz/resource/Location/L213,213,PLAZA DEL COLEGIO ATENEO POLITÉCNICO
http://www.group22.org/gz/resource/Location/L214,214,CALLE DEL PADRE DAMIAN NUM 22
http://www.group22.org/gz/resource/Location/L215,215,CALLE DE LÓPEZ DE HOYOS NUM 57
http://www.group22.org/gz/resource/Location/L216,216,CALLE DEL DUQUE DE SEVILLA NUM 7
http://www.group22.org/gz/resource/Location/L217,217,CALLE DE FEDERICO SALMÓN NUM 2
http://www.group22.org/gz/resource/Location/L218,218,CALLE NAVALAFUENTE NUM 2
http://www.group22.org/gz/resource/Location/L219,219,CALLE NAVALAFUENTE NUM 4
http://www.group22.org/gz/resource/Location/L220,220,CALLE FELIPE CAMPOS NUM 6
http://www.group22.org/gz/resource/Location/L221,221,CALLE DE LA BASILICA NUM 14
http://www.group22.org/gz/resource/Location/L222,222,CALLE DE TERESITA GONZALEZ QUEVEDO NUM 1-7
http://www.group22.org/gz/resource/Location/L223,223,CALLE DE PINOS ALTA NUM 77
http://www.group22.org/gz/resource/Location/L224,224,PASEO DE LA DIRECCIÓN NUM 289
http://www.group22.org/gz/resource/Location/L225,225,PASEO DE LA DIRECCION NUM 307
http://www.group22.org/gz/resource/Location/L226,226,AVENIDA DEL GENERAL PERON NUM 21
http://www.group22.org/gz/resource/Location/L227,227,CALLE DE LA VÍA LÍMITE C/V C/ DE SINESIO DELGADO
http://www.group22.org/gz/resource/Location/L228,228,CALLE DE CAPITÁN BLANCO ARGIBAY NUM 173
http://www.group22.org/gz/resource/Location/L229,229,CAMINO DEL CHORRILLO
http://www.group22.org/gz/resource/Location/L230,230,CALLE DE SAN RAIMUNDO C/V C/ DE TENERIFE
http://www.group22.org/gz/resource/Location/L231,231,CALLE DE FRANCOS RODRIGUEZ C/V AV. DE PABLO IGLESIAS
http://www.group22.org/gz/resource/Location/L232,232,CALLE DE FRAY JUNÍPERO SERRA NUM 27-29
http://www.group22.org/gz/resource/Location/L233,233,CALLE DE TENERIFE, 27 C/V C/ DE LAS CAROLINAS
http://www.group22.org/gz/resource/Location/L234,234,PLAZA PABLO RUIZ PICASSO
http://www.group22.org/gz/resource/Location/L235,235,PLAZA CARLOS TRÍAZ BERTRÁN Y PZA. MANUEL GÓMEZ MORENO
http://www.group22.org/gz/resource/Location/L236,236,PASEO DE LA CASTELLANA NUM 75 B
http://www.group22.org/gz/resource/Location/L237,237,CALLE DE FRANCOS RODRÍGUEZ C/V C/ DE NUMANCIA
http://www.group22.org/gz/resource/Location/L224,224,PASEO DE LA DIRECCIÓN NUM 289
http://www.group22.org/gz/resource/Location/L238,238,AVENIDA FILIPINAS
http://www.group22.org/gz/resource/Location/L239,239,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM 28 B
http://www.group22.org/gz/resource/Location/L240,240,PASEO DE SAN FRANCISCO DE SALES NUM 39
http://www.group22.org/gz/resource/Location/L241,241,CALLE DE LUCIO DEL VALLE C/V AV. DE ISLAS FILIPINAS
http://www.group22.org/gz/resource/Location/L242,242,CALLE DE VALLEHERMOSO NUM 107
http://www.group22.org/gz/resource/Location/L243,243,CALLE DE EUSTAQUIO RODRÍGUEZ NUM 10
http://www.group22.org/gz/resource/Location/L244,244,CALLE DE MELÉNDEZ VALDÉS NUM 26
http://www.group22.org/gz/resource/Location/L245,245,PLAZA DEL DESCUBRIDOR DIEGO DE ORDÁS
http://www.group22.org/gz/resource/Location/L246,246,CALLE DE NUESTRA SEÑORA DE VALVERDE NUM 151
http://www.group22.org/gz/resource/Location/L247,247,AVENIDA DE LA GUARDIA NUM 4
http://www.group22.org/gz/resource/Location/L248,248,CALLE DE RIBADAVIA NUM 45
http://www.group22.org/gz/resource/Location/L249,249,CALLE DEL ARZOBISPO MORCILLO NUM 9
http://www.group22.org/gz/resource/Location/L250,250,PASEO DE LA VAGUADA NUM 13
http://www.group22.org/gz/resource/Location/L251,251,CALLE DE MARBELLA C/V C/ LA MASÓ, 6
http://www.group22.org/gz/resource/Location/L252,252,CALLE DE RAMÓN GÓMEZ DE LA SERNA NUM 14
http://www.group22.org/gz/resource/Location/L253,253,AVENIDA DEL CARDENAL HERRERA ORIA NUM 385
http://www.group22.org/gz/resource/Location/L254,254,CALLE CASTILLO DE CANDANCHU C/V C/ PUERTO DE SOMPORT
http://www.group22.org/gz/resource/Location/L255,255,CALLE DE ALONSO QUIJANO NUM 54
http://www.group22.org/gz/resource/Location/L256,256,AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 41 B
http://www.group22.org/gz/resource/Location/L257,257,CALLE DE ALONSO QUIJANO NUM 43
http://www.group22.org/gz/resource/Location/L258,258,CALLE DE AFUERAS A VALVERDE NUM 54
http://www.group22.org/gz/resource/Location/L259,259,CALLE DE AFUERAS A VALVERDE, FRENTE AL NUM 14
http://www.group22.org/gz/resource/Location/L260,260,CALLE DE AFUERAS A VALVERDE, FRENTE AL NUM 32
http://www.group22.org/gz/resource/Location/L261,261,CALLE DE ALONSO QUIJANO NUM 42
http://www.group22.org/gz/resource/Location/L262,262,CALLE ALDONZA LORENZO C/V AV. CAMPO DE CALATRAVAC/ ALDONZA LORENZO C/V AVDA. CAMPO DE CALATRAVA
http://www.group22.org/gz/resource/Location/L263,263,PLAZA DE LOS TRES OLIVOS
http://www.group22.org/gz/resource/Location/L264,264,RONDA DEL INGENIOSO HIDALGO NUM 44
http://www.group22.org/gz/resource/Location/L265,265,CALLE DE ALDONZA LORENZO NUM 19
http://www.group22.org/gz/resource/Location/L266,266,CALLE DE AFUERAS A VALVERDE, FRENTE AL NUM 44
http://www.group22.org/gz/resource/Location/L267,267,CALLE DE BASILIO DE PRADO NUM 19
http://www.group22.org/gz/resource/Location/L268,268,CALLE DE MANUEL GARRIDO NUM 6
http://www.group22.org/gz/resource/Location/L269,269,AVENIDA DEL CARDENAL HERRERA ORIA NUM 99
http://www.group22.org/gz/resource/Location/L270,270,CALLE DE LA DIVINA PASTORA NUM 3 A-C
http://www.group22.org/gz/resource/Location/L271,271,PLAZA DE CIEZA NUM 1
http://www.group22.org/gz/resource/Location/L272,272,PLAZA DE VILLAFRANCA DE LOS BARROS NUM 1
http://www.group22.org/gz/resource/Location/L273,273,AVENIDA SANTUARIO DE VALVERDE C/V C/ MONASTERIO SAMOS
http://www.group22.org/gz/resource/Location/L274,274,AVENIDA MONASTERIO DE SILOS C/V MONASTERIO DE EL PAULAR
http://www.group22.org/gz/resource/Location/L275,275,CALLE DE GLORIA FUERTES NUM 191
http://www.group22.org/gz/resource/Location/L276,276,CALLE DEL MONASTERIO DEL PAULAR NUM 32
http://www.group22.org/gz/resource/Location/L274,274,AVENIDA MONASTERIO DE SILOS C/V MONASTERIO DE EL PAULAR
http://www.group22.org/gz/resource/Location/L277,277,AVENIDA MONASTERIO DE SILOS C/V MONASTERIO LAS HUELGAS
http://www.group22.org/gz/resource/Location/L278,278,GLORIETA SANTUARIO DE TISCAR. AV MONASTERIO DEL ESCORIAL
http://www.group22.org/gz/resource/Location/L279,279,AVENIDA MONASTERIO DE EL ESCORIAL C/V MONASTERIO SILOS
http://www.group22.org/gz/resource/Location/L279,279,AVENIDA MONASTERIO DE EL ESCORIAL C/V MONASTERIO SILOS
http://www.group22.org/gz/resource/Location/L280,280,CALLE MONASTERIO DE GUADALUPE C/V SANTUARIO VALVERDE
http://www.group22.org/gz/resource/Location/L281,281,AVENIDA SANTUARIO DE VALVERDE C/V AV MONAST. EL ESCORIAL
http://www.group22.org/gz/resource/Location/L282,282,AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 16
http://www.group22.org/gz/resource/Location/L283,283,CALLE DEL MONASTERIO DE GUADALUPE NUM 6
http://www.group22.org/gz/resource/Location/L284,284,AVENIDA DEL SANTUARIO DE VALVERDE NUM 15
http://www.group22.org/gz/resource/Location/L285,285,AVENIDA DEL MONASTERIO DE EL ESCORIAL NUM 28A
http://www.group22.org/gz/resource/Location/L286,286,AVENIDA MONASTERIO DE SILOS, FRENTE AL Nº 25 B
