identifier,archive_number,district,type,location,destinatation,solar_m2
http://www.group22.org/gz/resource/GreenZones/300221,300221,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L264,http://www.group22.org/gz/resource/Destinatation/DES1,1754.8
http://www.group22.org/gz/resource/GreenZones/300222,300222,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L265,http://www.group22.org/gz/resource/Destinatation/DES1,1624.64
http://www.group22.org/gz/resource/GreenZones/300223,300223,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L266,http://www.group22.org/gz/resource/Destinatation/DES34,500.25
http://www.group22.org/gz/resource/GreenZones/300224,300224,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L267,http://www.group22.org/gz/resource/Destinatation/DES1,3501.31
http://www.group22.org/gz/resource/GreenZones/300225,300225,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L268,http://www.group22.org/gz/resource/Destinatation/DES30,458.91
http://www.group22.org/gz/resource/GreenZones/300227,300227,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L269,http://www.group22.org/gz/resource/Destinatation/DES1,1253.02
http://www.group22.org/gz/resource/GreenZones/300228,300228,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L270,http://www.group22.org/gz/resource/Destinatation/DES1,1789.63
http://www.group22.org/gz/resource/GreenZones/300230,300230,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L271,http://www.group22.org/gz/resource/Destinatation/DES1,2519.93
http://www.group22.org/gz/resource/GreenZones/300231,300231,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L272,http://www.group22.org/gz/resource/Destinatation/DES1,2310.47
http://www.group22.org/gz/resource/GreenZones/300232,300232,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L273,http://www.group22.org/gz/resource/Destinatation/DES1,30711.0
http://www.group22.org/gz/resource/GreenZones/300233,300233,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L274,http://www.group22.org/gz/resource/Destinatation/DES1,62727.0
http://www.group22.org/gz/resource/GreenZones/300234,300234,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L275,http://www.group22.org/gz/resource/Destinatation/DES76,7120.0
http://www.group22.org/gz/resource/GreenZones/300236,300236,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L276,http://www.group22.org/gz/resource/Destinatation/DES1,600.0
http://www.group22.org/gz/resource/GreenZones/300237,300237,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L274,http://www.group22.org/gz/resource/Destinatation/DES1,14426.0
http://www.group22.org/gz/resource/GreenZones/300238,300238,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L277,http://www.group22.org/gz/resource/Destinatation/DES1,4250.0
http://www.group22.org/gz/resource/GreenZones/300239,300239,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L278,http://www.group22.org/gz/resource/Destinatation/DES1,1963.0
http://www.group22.org/gz/resource/GreenZones/300240,300240,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L279,http://www.group22.org/gz/resource/Destinatation/DES1,9116.0
http://www.group22.org/gz/resource/GreenZones/300241,300241,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L279,http://www.group22.org/gz/resource/Destinatation/DES77,1500.0
http://www.group22.org/gz/resource/GreenZones/300242,300242,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L280,http://www.group22.org/gz/resource/Destinatation/DES78,30560.0
http://www.group22.org/gz/resource/GreenZones/300243,300243,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L281,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300244,300244,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L282,http://www.group22.org/gz/resource/Destinatation/DES1,6600.0
http://www.group22.org/gz/resource/GreenZones/300245,300245,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L283,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300246,300246,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L284,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300247,300247,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L285,http://www.group22.org/gz/resource/Destinatation/DES1,2250.0
http://www.group22.org/gz/resource/GreenZones/300248,300248,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L286,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300249,300249,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L287,http://www.group22.org/gz/resource/Destinatation/DES1,600.0
http://www.group22.org/gz/resource/GreenZones/300250,300250,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L288,http://www.group22.org/gz/resource/Destinatation/DES1,1200.0
http://www.group22.org/gz/resource/GreenZones/300251,300251,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L289,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300252,300252,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L290,http://www.group22.org/gz/resource/Destinatation/DES1,2250.0
http://www.group22.org/gz/resource/GreenZones/300253,300253,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L291,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300254,300254,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L292,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300255,300255,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L293,http://www.group22.org/gz/resource/Destinatation/DES1,600.0
http://www.group22.org/gz/resource/GreenZones/300256,300256,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L294,http://www.group22.org/gz/resource/Destinatation/DES1,1500.0
http://www.group22.org/gz/resource/GreenZones/300257,300257,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L295,http://www.group22.org/gz/resource/Destinatation/DES1,1330.0
http://www.group22.org/gz/resource/GreenZones/300258,300258,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L296,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300259,300259,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L297,http://www.group22.org/gz/resource/Destinatation/DES1,6900.0
http://www.group22.org/gz/resource/GreenZones/300260,300260,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L298,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300261,300261,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L299,http://www.group22.org/gz/resource/Destinatation/DES1,2443.0
http://www.group22.org/gz/resource/GreenZones/300262,300262,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L300,http://www.group22.org/gz/resource/Destinatation/DES1,2264.0
http://www.group22.org/gz/resource/GreenZones/300263,300263,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L301,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300264,300264,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L302,http://www.group22.org/gz/resource/Destinatation/DES1,2147.0
http://www.group22.org/gz/resource/GreenZones/300265,300265,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L303,http://www.group22.org/gz/resource/Destinatation/DES1,600.0
http://www.group22.org/gz/resource/GreenZones/300266,300266,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L304,http://www.group22.org/gz/resource/Destinatation/DES30,95755.0
http://www.group22.org/gz/resource/GreenZones/300267,300267,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L305,http://www.group22.org/gz/resource/Destinatation/DES1,3000.0
http://www.group22.org/gz/resource/GreenZones/300268,300268,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L306,http://www.group22.org/gz/resource/Destinatation/DES1,7250.0
http://www.group22.org/gz/resource/GreenZones/300269,300269,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L307,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300270,300270,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L308,http://www.group22.org/gz/resource/Destinatation/DES1,1500.0
http://www.group22.org/gz/resource/GreenZones/300271,300271,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L309,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300272,300272,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L310,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300273,300273,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L311,http://www.group22.org/gz/resource/Destinatation/DES1,4300.0
http://www.group22.org/gz/resource/GreenZones/300274,300274,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L312,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300275,300275,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L313,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300276,300276,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L314,http://www.group22.org/gz/resource/Destinatation/DES1,2250.0
http://www.group22.org/gz/resource/GreenZones/300277,300277,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L315,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300278,300278,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L316,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300279,300279,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L317,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300280,300280,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L318,http://www.group22.org/gz/resource/Destinatation/DES1,2250.0
http://www.group22.org/gz/resource/GreenZones/300281,300281,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L319,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300282,300282,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L320,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300283,300283,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L321,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300284,300284,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L322,http://www.group22.org/gz/resource/Destinatation/DES1,4875.0
http://www.group22.org/gz/resource/GreenZones/300285,300285,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L323,http://www.group22.org/gz/resource/Destinatation/DES1,1800.0
http://www.group22.org/gz/resource/GreenZones/300286,300286,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L324,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300287,300287,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L325,http://www.group22.org/gz/resource/Destinatation/DES1,2300.0
http://www.group22.org/gz/resource/GreenZones/300288,300288,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L326,http://www.group22.org/gz/resource/Destinatation/DES1,41642.0
http://www.group22.org/gz/resource/GreenZones/300289,300289,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L327,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300290,300290,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L328,http://www.group22.org/gz/resource/Destinatation/DES1,1900.0
http://www.group22.org/gz/resource/GreenZones/300291,300291,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L329,http://www.group22.org/gz/resource/Destinatation/DES1,3688.0
http://www.group22.org/gz/resource/GreenZones/300292,300292,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L330,http://www.group22.org/gz/resource/Destinatation/DES79,5525.0
http://www.group22.org/gz/resource/GreenZones/300293,300293,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L331,http://www.group22.org/gz/resource/Destinatation/DES1,500.0
http://www.group22.org/gz/resource/GreenZones/300294,300294,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L332,http://www.group22.org/gz/resource/Destinatation/DES80,1369.0
http://www.group22.org/gz/resource/GreenZones/300295,300295,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L333,http://www.group22.org/gz/resource/Destinatation/DES1,24490.0
http://www.group22.org/gz/resource/GreenZones/300296,300296,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L334,http://www.group22.org/gz/resource/Destinatation/DES1,25653.0
http://www.group22.org/gz/resource/GreenZones/300297,300297,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L335,http://www.group22.org/gz/resource/Destinatation/DES1,10663.0
http://www.group22.org/gz/resource/GreenZones/300298,300298,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L336,http://www.group22.org/gz/resource/Destinatation/DES1,2255.0
http://www.group22.org/gz/resource/GreenZones/300299,300299,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L337,http://www.group22.org/gz/resource/Destinatation/DES1,7896.0
http://www.group22.org/gz/resource/GreenZones/300300,300300,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L338,http://www.group22.org/gz/resource/Destinatation/DES1,4735.0
http://www.group22.org/gz/resource/GreenZones/300301,300301,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L339,http://www.group22.org/gz/resource/Destinatation/DES1,15114.0
http://www.group22.org/gz/resource/GreenZones/300302,300302,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L340,http://www.group22.org/gz/resource/Destinatation/DES1,79144.0
http://www.group22.org/gz/resource/GreenZones/300303,300303,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L341,http://www.group22.org/gz/resource/Destinatation/DES1,65744.0
http://www.group22.org/gz/resource/GreenZones/300304,300304,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L342,http://www.group22.org/gz/resource/Destinatation/DES1,3112.0
http://www.group22.org/gz/resource/GreenZones/300305,300305,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L343,http://www.group22.org/gz/resource/Destinatation/DES1,1257.0
http://www.group22.org/gz/resource/GreenZones/300306,300306,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L344,http://www.group22.org/gz/resource/Destinatation/DES1,73600.0
http://www.group22.org/gz/resource/GreenZones/300307,300307,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L345,http://www.group22.org/gz/resource/Destinatation/DES1,4336.0
http://www.group22.org/gz/resource/GreenZones/300309,300309,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L346,http://www.group22.org/gz/resource/Destinatation/DES1,1096.0
http://www.group22.org/gz/resource/GreenZones/300310,300310,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L347,http://www.group22.org/gz/resource/Destinatation/DES1,7231.0
http://www.group22.org/gz/resource/GreenZones/300311,300311,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L348,http://www.group22.org/gz/resource/Destinatation/DES1,7224.0
http://www.group22.org/gz/resource/GreenZones/300312,300312,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L349,http://www.group22.org/gz/resource/Destinatation/DES1,9132.0
http://www.group22.org/gz/resource/GreenZones/300313,300313,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L350,http://www.group22.org/gz/resource/Destinatation/DES1,65063.0
http://www.group22.org/gz/resource/GreenZones/300314,300314,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L351,http://www.group22.org/gz/resource/Destinatation/DES1,15329.0
http://www.group22.org/gz/resource/GreenZones/300315,300315,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L352,http://www.group22.org/gz/resource/Destinatation/DES1,7006.0
http://www.group22.org/gz/resource/GreenZones/300316,300316,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L353,http://www.group22.org/gz/resource/Destinatation/DES1,78557.0
http://www.group22.org/gz/resource/GreenZones/300317,300317,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L354,http://www.group22.org/gz/resource/Destinatation/DES1,48638.0
http://www.group22.org/gz/resource/GreenZones/300318,300318,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L355,http://www.group22.org/gz/resource/Destinatation/DES1,1662.0
http://www.group22.org/gz/resource/GreenZones/300319,300319,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L356,http://www.group22.org/gz/resource/Destinatation/DES1,10318.0
http://www.group22.org/gz/resource/GreenZones/300320,300320,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L357,http://www.group22.org/gz/resource/Destinatation/DES1,4014.0
http://www.group22.org/gz/resource/GreenZones/300321,300321,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L358,http://www.group22.org/gz/resource/Destinatation/DES1,1714.0
http://www.group22.org/gz/resource/GreenZones/300322,300322,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L359,http://www.group22.org/gz/resource/Destinatation/DES1,5712.0
http://www.group22.org/gz/resource/GreenZones/300323,300323,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L358,http://www.group22.org/gz/resource/Destinatation/DES1,1714.0
http://www.group22.org/gz/resource/GreenZones/300324,300324,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L360,http://www.group22.org/gz/resource/Destinatation/DES1,5488.0
http://www.group22.org/gz/resource/GreenZones/300325,300325,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L361,http://www.group22.org/gz/resource/Destinatation/DES1,3000.0
http://www.group22.org/gz/resource/GreenZones/300326,300326,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L362,http://www.group22.org/gz/resource/Destinatation/DES1,3216.0
http://www.group22.org/gz/resource/GreenZones/300327,300327,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L363,http://www.group22.org/gz/resource/Destinatation/DES1,3000.0
http://www.group22.org/gz/resource/GreenZones/300328,300328,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L364,http://www.group22.org/gz/resource/Destinatation/DES1,3000.0
http://www.group22.org/gz/resource/GreenZones/300329,300329,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L365,http://www.group22.org/gz/resource/Destinatation/DES81,3000.0
http://www.group22.org/gz/resource/GreenZones/300330,300330,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L366,http://www.group22.org/gz/resource/Destinatation/DES1,3000.0
http://www.group22.org/gz/resource/GreenZones/300331,300331,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L367,http://www.group22.org/gz/resource/Destinatation/DES1,10437.0
http://www.group22.org/gz/resource/GreenZones/300332,300332,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L368,http://www.group22.org/gz/resource/Destinatation/DES1,8250.0
http://www.group22.org/gz/resource/GreenZones/300333,300333,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L369,http://www.group22.org/gz/resource/Destinatation/DES1,9253.0
http://www.group22.org/gz/resource/GreenZones/300334,300334,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L370,http://www.group22.org/gz/resource/Destinatation/DES1,7606.0
http://www.group22.org/gz/resource/GreenZones/300335,300335,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L371,http://www.group22.org/gz/resource/Destinatation/DES1,8383.0
http://www.group22.org/gz/resource/GreenZones/300336,300336,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L372,http://www.group22.org/gz/resource/Destinatation/DES1,5545.0
http://www.group22.org/gz/resource/GreenZones/300337,300337,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L373,http://www.group22.org/gz/resource/Destinatation/DES82,3249.0
http://www.group22.org/gz/resource/GreenZones/300338,300338,http://www.group22.org/gz/resource/District/D8,http://www.group22.org/gz/resource/GreenZone/G1,http://www.group22.org/gz/resource/Location/L374,http://www.group22.org/gz/resource/Destinatation/DES1,3000.0
