Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques 1,Coordonnées géographiques 2,Nom communes équipées,same_as_wikidata_communes
31009,Place Du Général De Gaulle,true,26,25,1,0,1,true,true,2022-10-05T07:55:31Z,48.8687591,2.4329931,Montreuil,https://www.wikidata.org/wiki/Q193370
5032,Panthéon - Valette,true,39,12,27,8,19,true,true,2022-10-05T07:59:41Z,48.84702057165222,2.3464982619671075,Paris,https://www.wikidata.org/wiki/Q90
19043,Delphine Seyrig - Général Leclerc,true,53,44,8,1,7,true,true,2022-10-05T08:00:32Z,48.893923963057865,2.39790290594101,Pantin,https://www.wikidata.org/wiki/Q209086
15067,Desaix - Edgar Faure,true,12,1,11,8,3,true,true,2022-10-05T08:00:21Z,48.852804604940296,2.293077029857222,Paris,https://www.wikidata.org/wiki/Q90
14020,Cimetière de Montrouge,true,58,57,1,0,1,true,true,2022-10-05T07:58:30Z,48.822009,2.322188699,Paris,https://www.wikidata.org/wiki/Q90
43401,Gare RER - Canadiens,true,45,29,15,9,6,true,true,2022-10-05T07:55:45Z,48.81995307955795,2.464176752459464,Joinville-le-Pont,https://www.wikidata.org/wiki/Q609134
20042,Pyrénées - Emmery,true,40,40,0,0,0,true,true,2022-10-05T07:54:15Z,48.872010281270974,2.392039597034455,Paris,https://www.wikidata.org/wiki/Q90
26002,Redoute - Les Courtilles,true,32,14,14,6,8,true,true,2022-10-05T07:56:24Z,48.92986719451888,2.283669635653496,Asnières-sur-Seine,https://www.wikidata.org/wiki/Q191415
6006,Notre-Dame-des-Champs - Stanislas,true,19,0,19,6,13,true,true,2022-10-05T08:01:06Z,48.84479928858768,2.329337755887181,Paris,https://www.wikidata.org/wiki/Q90
11027,Saint-Ambroise - Parmentier,true,38,33,3,3,0,true,true,2022-10-05T07:58:37Z,48.862147844548,2.3772348091006,Paris,https://www.wikidata.org/wiki/Q90
14003,Schoelcher - Raspail,true,50,50,0,0,0,true,true,2022-10-05T09:58:36Z,48.83681733526843,2.3312794080411474,Paris,https://www.wikidata.org/wiki/Q90
12128,Pyramide - Ecole du Breuil,true,34,20,14,8,6,true,true,2022-10-05T07:56:43Z,48.82237977153955,2.4586871266365056,Paris,https://www.wikidata.org/wiki/Q90
46002,Rouget de Lisle,true,35,5,29,20,9,true,true,2022-10-05T08:00:53Z,48.764615483395254,2.4071189761161804,Choisy-le-Roi,https://www.wikidata.org/wiki/Q212987
8010,Liège - Moscou,true,17,3,13,2,11,true,true,2022-10-05T07:58:47Z,48.8795431,2.3264628,Paris,https://www.wikidata.org/wiki/Q90
18003,Cimetière de Montmartre,true,43,41,2,2,0,true,true,2022-10-05T08:00:27Z,48.886472466141925,2.3328901827335358,Paris,https://www.wikidata.org/wiki/Q90
31022,Mairie de Montreuil,true,52,10,41,13,28,true,true,2022-10-05T07:59:51Z,48.86131452758348,2.440614402294159,Montreuil,https://www.wikidata.org/wiki/Q193370
11113,Richard Lenoir - Republique,true,58,53,2,1,1,true,true,2022-10-05T08:01:02Z,48.8667175,2.3692541,Paris,https://www.wikidata.org/wiki/Q90
19101,Square Simon Bolivar,true,24,22,0,0,0,true,true,2022-10-05T08:01:03Z,48.8750898883217,2.3826304078102116,Paris,https://www.wikidata.org/wiki/Q90
10016,Récollets - Square Villemin,true,17,17,0,0,0,true,true,2022-10-05T07:59:27Z,48.875034655883944,2.359801238597928,Paris,https://www.wikidata.org/wiki/Q90
21212,Marne - Germain Dardan,true,22,10,11,7,4,true,true,2022-10-05T08:00:15Z,48.81154270401601,2.303070724010468,Montrouge,https://www.wikidata.org/wiki/Q241021
41302,Charles de Gaulle - Beauté,true,49,34,15,1,14,true,true,2022-10-05T07:54:03Z,48.83649602312711,2.479562651149885,Nogent-sur-Marne,https://www.wikidata.org/wiki/Q212274
42706,Roger Salengro - Fontainebleau,true,25,16,8,1,7,true,true,2022-10-05T07:58:40Z,48.814548697324845,2.36116636544466,Le Kremlin-Bicêtre,https://www.wikidata.org/wiki/Q135104
33017,Anatole France - President Roosevelt,true,29,18,10,9,1,true,true,2022-10-05T08:00:13Z,48.9155156,2.3814103,Aubervilliers,https://www.wikidata.org/wiki/Q205632
20112,Jourdain - Place des Grandes Rigoles,true,22,22,0,0,0,true,true,2022-10-05T07:59:20Z,48.87403113727167,2.38959476351738,Paris,https://www.wikidata.org/wiki/Q90
15042,Henry Farman,true,16,0,16,11,5,true,true,2022-10-05T07:57:44Z,48.83372430280548,2.2713854536414146,Paris,https://www.wikidata.org/wiki/Q90
19044,Grands Moulins de Pantin,true,50,35,14,8,6,true,true,2022-10-05T07:58:53Z,48.89738369720229,2.3959985375404362,Paris,https://www.wikidata.org/wiki/Q90
8045,Place de la Reine Astrid,true,58,5,53,36,17,true,true,2022-10-05T08:01:06Z,48.86492098253841,2.302549182385926,Paris,https://www.wikidata.org/wiki/Q90
18011,Pajol - Place Herbert,true,39,34,4,2,2,true,true,2022-10-05T07:59:53Z,48.8927825,2.3635598,Paris,https://www.wikidata.org/wiki/Q90
13001,Port-Royal - Hôpital du Val-de-Grâce,true,18,4,13,8,5,true,true,2022-10-05T07:55:21Z,48.8376682728114,2.344813834660711,Paris,https://www.wikidata.org/wiki/Q90
43008,Fontenay - Libération,true,25,24,1,0,1,true,true,2022-10-05T08:00:32Z,48.84780306364685,2.445141971111298,Vincennes,https://www.wikidata.org/wiki/Q193819
15104,Hôpital Européen Georges Pompidou,true,64,1,61,40,21,true,true,2022-10-05T08:00:20Z,48.83769531916335,2.275374233722687,Paris,https://www.wikidata.org/wiki/Q90
33102,Gabriel Péri - Francisco Ferrer,true,18,14,4,0,4,true,true,2022-10-05T07:59:33Z,48.88633710236977,2.407338917255402,Le Pré-Saint-Gervais,https://www.wikidata.org/wiki/Q175999
19120,Carducci - Place Hannah Arendt,true,27,27,0,0,0,true,true,2022-10-05T08:00:46Z,48.877436681515796,2.3860743641853337,Paris,https://www.wikidata.org/wiki/Q90
44006,Concorde - Stalingrad,true,35,30,3,2,1,true,true,2022-10-05T08:00:29Z,48.7985844,2.3821302,Vitry-sur-Seine,https://www.wikidata.org/wiki/Q72248
5004,Saint-Jacques - Val de Grâce,true,20,5,12,3,9,true,true,2022-10-05T08:00:39Z,48.8417514,2.3413893,Paris,https://www.wikidata.org/wiki/Q90
15105,Fédération - Suffren,true,25,14,11,9,2,true,true,2022-10-05T07:58:20Z,48.852828153442346,2.2978776320815086,Paris,https://www.wikidata.org/wiki/Q90
14138,Porte de Vanves,true,32,29,3,2,1,true,true,2022-10-05T08:00:08Z,48.828012849445,2.3056878894567,Paris,https://www.wikidata.org/wiki/Q90
19103,Manin - Carrières d'Amérique,true,20,20,0,0,0,true,true,2022-10-05T07:57:27Z,48.88467214209463,2.3919698596000676,Paris,https://www.wikidata.org/wiki/Q90
12114,Victor Hugo - Jeanne Jugan,true,28,25,1,1,0,true,true,2022-10-05T07:57:47Z,48.843949064031825,2.415081394834419,Paris,https://www.wikidata.org/wiki/Q90
