CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCI‡N ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;FECHA DATOS;Longitud;Latitud
FUE_17_0131;ZV;VILLAVERDE;CALLE LENGUAS Nß 2;;440026,22;4465991,77;ETRS89 / UTM  Zona 30N;ago.-22;-3.7061365;40.34232
FUE_17_0132;VP;VILLAVERDE;CON CALLE GODELLA 47;PLAZA PALOMA DE LA PAZ;441549,43;4466041,72;ETRS89 / UTM  Zona 30N;ago.-22;-3.6882079;40.3428781
FUE_17_0133;ZV;VILLAVERDE;CALLE BENIMAMET 24;JUNTO A ZONA INFANTIL Y CENTRO SALUD;441797,68;4466073,09;ETRS89 / UTM  Zona 30N;ago.-22;-3.685288;40.3431781
FUE_17_0134;ZV;VILLAVERDE;ZV CALLE ORO 14;JUNTO ZONA DE JUEGOS;442314,75;4466797,63;ETRS89 / UTM  Zona 30N;ago.-22;-3.6792658;40.3497411
FUE_17_0135;ZV;VILLAVERDE;CALLE AMADEO FERNµNDEZ CV MAGNESIA;JUNTO A ZONA INFANTIL;440137,59;4466183,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.7048433;40.3440571
FB_100013;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;17 ˙ APARCAMIENTO NOVOSUR;442103,1;4467963;ETRS89 / UTM  Zona 30N;ago.-22;-3.6818636;40.3602248
FB_100014;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;19 ˙ LINEAL SUR JUEGOS;442414,8;4467409;ETRS89 / UTM  Zona 30N;ago.-22;-3.6781429;40.3552556
FB_100015;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;20 ˙LINEAL SUR SKATE;442520,4;4467265,4;ETRS89 / UTM  Zona 30N;ago.-22;-3.6768865;40.3539692
FB_100016;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;16 ˙ MIRADOR;441999,4;4468217,5;ETRS89 / UTM  Zona 30N;ago.-22;-3.683108;40.3625103
FB_100017;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;16 ˙ MIRADOR;441971,3;4468248;ETRS89 / UTM  Zona 30N;ago.-22;-3.6834417;40.3627831
FB_100018;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;22 ˙ PARCELA A;443133,4;4466472,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.6695976;40.346871
FB_100019;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;23 ˙ PARCELA B - VIA PECUARIA;443517,2;4466045,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.6650408;40.3430459
FB_100020;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;23 ˙ PARCELA B - VIA PECUARIA;443473,8;4465865,1;ETRS89 / UTM  Zona 30N;ago.-22;-3.6655358;40.3414196
FB_100021;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;18 ˙ AVENIDA ROSALES;442181,4;4467839,6;ETRS89 / UTM  Zona 30N;ago.-22;-3.6809304;40.3591186
FB_100022;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;18 ˙ AVENIDA ROSALES;442232;4467490,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.6803029;40.3559808
FB_100023;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;20 ˙ LINEAL SUR SKATE;442713;4467169,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.67461;40.3531222
FB_100024;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;21 ˙ LINEAL SUR CANT‡N;442752,6;4467101,6;ETRS89 / UTM  Zona 30N;ago.-22;-3.6741375;40.3525096
FB_100025;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;21 ˙ LINEAL SUR CANT‡N;442807,4;4466796,4;ETRS89 / UTM  Zona 30N;ago.-22;-3.6734649;40.3497639
FUE_18_0018;ZV;VILLA DE VALLECAS;PUENTELARRA  28 EN INTERBLOQUE;;448138,1077;4470338,224;ETRS89 / UTM  Zona 30N;ago.-22;-3.6109854;40.3820196
FUE_18_0019;ZV;VILLA DE VALLECAS;AVENIDA CERRO MILANO 18;ENTRE LAS PISTAS DEPORTIVAS Y EL µREA INFANTIL;446725,5575;4470215,915;ETRS89 / UTM  Zona 30N;ago.-22;-3.6276155;40.3808288
FUE_18_0020;ZV;VILLA DE VALLECAS;CALLE DE ZAZUAR EN PARQUE JUNTO A COLEGIO;;448347,6515;4470273,128;ETRS89 / UTM  Zona 30N;ago.-22;-3.6085116;40.3814463
FUE_18_0021;ZV;VILLA DE VALLECAS;CALLE DE MILMARCOS;;447372,1484;4469612,591;ETRS89 / UTM  Zona 30N;ago.-22;-3.6199487;40.3754346
FUE_18_0022;ZV;VILLA DE VALLECAS;PARQUE CALLE DE BUBIERCA;;447403,8218;4469555,685;ETRS89 / UTM  Zona 30N;ago.-22;-3.619571;40.374924
FUE_18_0025;ZV;VILLA DE VALLECAS;VILLAR DEL POZO CON CALLE CONGOSTO;;447576,976;4469139,158;ETRS89 / UTM  Zona 30N;ago.-22;-3.617497;40.3711826
FUE_18_0028;ZV;VILLA DE VALLECAS;PUERTO DE LUMBRERAS PARQUE URPISA;;447379,2234;4470375,626;ETRS89 / UTM  Zona 30N;ago.-22;-3.6199284;40.3823091
FUE_18_0029;ZV;VILLA DE VALLECAS;PARQUE PICO DE LA CIERVA O PARQUE DEL CEMENTERIO;;447499,1811;4469962,733;ETRS89 / UTM  Zona 30N;ago.-22;-3.6184812;40.378597
FUE_18_0030;ZV;VILLA DE VALLECAS;PTO. DE PORZUNA, 1-31;;447174,4674;4469541,962;ETRS89 / UTM  Zona 30N;ago.-22;-3.6222714;40.3747858
FUE_18_0032;ZV;VILLA DE VALLECAS;PE•A CERVERA EN PARQUE;;447323,7459;4469030,289;ETRS89 / UTM  Zona 30N;ago.-22;-3.6204707;40.3701858
FUE_18_0033;ZV;VILLA DE VALLECAS;CALLE BABILAFUENTE, 9 ;"C/V CALLE SIERRA DE BOBIA 
PARQUE CATARATAS, PLATAFORMA SUPERIOR";447034,509;4469142,722;ETRS89 / UTM  Zona 30N;ago.-22;-3.6238868;40.3711803
FUE_18_0035;ZV;VILLA DE VALLECAS;CALLE PUERTO PORZUNA, 33;PARQUE CATARATAS JUNTO A ZONA ESTANCIAL;446990,06;4469345,43;ETRS89 / UTM  Zona 30N;ago.-22;-3.6244272;40.3730037
FUE_18_0037;ZV;VILLA DE VALLECAS;CALLE REAL DE ARGANDA, 47;PARQUE CERCA DE PISTA DEPORTIVA;447747,7036;4470091,878;ETRS89 / UTM  Zona 30N;ago.-22;-3.6155643;40.379776
FUE_18_0039;ZV;VILLA DE VALLECAS;CASTRILLO DE AZA, 16B; JUNTO HACIENDA;448326,9426;4470610,739;ETRS89 / UTM  Zona 30N;ago.-22;-3.608783;40.3844864
FUE_18_0040;ZV;VILLA DE VALLECAS;PASEO ENTRE CALLE DE LAS VI•AS Y FUENTESPINA;CALLE VIRGEN DE LAS VI•AS Nß 5 POSTERIOR;448556,2294;4470167,861;ETRS89 / UTM  Zona 30N;ago.-22;-3.606046;40.3805108
FUE_18_0045;VP;VILLA DE VALLECAS;PLAZA JUAN DE MALASA•A Nß 12 (TRAVESIA GAVIA CON JESUS DEL PINO);;447262,728;4470193,709;ETRS89 / UTM  Zona 30N;ago.-22;-3.6212857;40.3806628
FUE_18_0046;VP;VILLA DE VALLECAS;PLAZA SIERRA DE GRAZALEMA Nß 12;;447497,3597;4469405,364;ETRS89 / UTM  Zona 30N;ago.-22;-3.6184568;40.3735757
FUE_18_0047;VP;VILLA DE VALLECAS;AV. DE LA GAVIA  40;;447952,8408;4469208,404;ETRS89 / UTM  Zona 30N;ago.-22;-3.6130756;40.3718299
FUE_18_0048;VP;VILLA DE VALLECAS;CA•ADA DEL SANTISIMO 30;;449168,9057;4468376,501;ETRS89 / UTM  Zona 30N;ago.-22;-3.5986857;40.3644106
FUE_18_0049;VP;VILLA DE VALLECAS;PICO  MANPODRE 21;;447332,8791;4469847,63;ETRS89 / UTM  Zona 30N;ago.-22;-3.6204307;40.3775496
FUE_18_0050;ZV;VILLA DE VALLECAS;ENTREPE•AS    71;;448221,3061;4468529,515;ETRS89 / UTM  Zona 30N;ago.-22;-3.6098583;40.3657308
FUE_18_0051;ZV;VILLA DE VALLECAS;AV.MAYORAZGO 20;LA ATALAYUELA;446301,7611;4468999,448;ETRS89 / UTM  Zona 30N;ago.-22;-3.6325054;40.3698428
FUE_18_0052;ZV;VILLA DE VALLECAS;SIERRA DE LA DEMANDA, 32;LA ATALAYUELA;445828,8248;4468761,782;ETRS89 / UTM  Zona 30N;ago.-22;-3.6380556;40.3676711
FUE_18_0053;VP;VILLA DE VALLECAS;CALLE ALTO DEL RETIROˇ -ˇˇ ANTONIO GADES;;449778,42;4468821,52;ETRS89 / UTM  Zona 30N;ago.-22;-3.5915423;40.3684566
FUE_18_0054;VP;VILLA DE VALLECAS;FERNANDO CHUECA GOITIA;C/V M¶ TERESA LEON;449622,71;4468135,32;ETRS89 / UTM  Zona 30N;ago.-22;-3.5933221;40.3622654
FUE_18_0055;VP;VILLA DE VALLECAS;DEL RAYO VALLECANO DE MADRID;C/V REAL DE ARGANDA;448213,67;4469930;ETRS89 / UTM  Zona 30N;ago.-22;-3.6100621;40.3783468
FUE_18_0056;VP;VILLA DE VALLECAS;ARTE FIGURATIVO Nß 30;CV CALLE CERRO MILANO;450341,02;4467742,85;ETRS89 / UTM  Zona 30N;ago.-22;-3.584832;40.3587728
FUE_18_0057;ZV;VILLA DE VALLECAS;CALLE ISLA DE GUAM Nß 60;AUDITORIO PARQUE DE LA ATALAYUELA;446281,78;4468429,31;ETRS89 / UTM  Zona 30N;ago.-22;-3.6326927;40.3647053
FUE_18_0058;ZV;VILLA DE VALLECAS;CALLE ISLA DE GUAM Nß 60;ZONA VERDE Y LµMINAS DE AGUA PARQUE DE LA ATALAYUELA;446394,23;4468517,95;ETRS89 / UTM  Zona 30N;ago.-22;-3.6313758;40.3655111
FUE_18_0059;ZV;VILLA DE VALLECAS;CALLE JOSE GUTIERREZ MAROTO 43;EN ZV JUNTO µREA INFANTIL C/V CERRO MILANO;448504,84;4468262,59;ETRS89 / UTM  Zona 30N;ago.-22;-3.6064975;40.3633436
FUE_18_0060;ZV;VILLA DE VALLECAS;AVENIDA LA GAVIA 13;C/V VILLAMAYOR DE SANTIAGO 13;448271,28;4469511,98;ETRS89 / UTM  Zona 30N;ago.-22;-3.6093495;40.3745846
FUE_18_0061;ZV;VILLA DE VALLECAS;CAMINO VASARES 4;C/V AGUST÷N GARC÷A MALLA;447590,59;4470489,16;ETRS89 / UTM  Zona 30N;ago.-22;-3.6174478;40.3833451
FUE_18_0062;ZV;VILLA DE VALLECAS;AVENIDA LA GAVIA 66;C/V AV. CERRO MILANO;447650,8;4468836,08;ETRS89 / UTM  Zona 30N;ago.-22;-3.6166027;40.3684568
FUE_18_0063;ZV;VILLA DE VALLECAS;CALLE LA GRANJA DE SAN ILDEFONSO 1;C/V PUERTO DE PORZUNA;446811,8;4469078,93;ETRS89 / UTM  Zona 30N;ago.-22;-3.6265047;40.3705915
FUE_18_0064;ZV;VILLA DE VALLECAS;CA•ADA DEL SANTISIMO 45;JUNTO ZONA DEPORTIVA Y CERCA DEL METRO LAS SUERTES;449085,97;4468216,85;ETRS89 / UTM  Zona 30N;ago.-22;-3.5996498;40.3629672
FUE_18_0065;VP;VILLA DE VALLECAS; AV. GRAN VIA SURESTE 14-16 POSTERIOR ;CV CARDENAL VICENTE ENRIQUE Y TARANC‡N. BULEVAR, FRENTE GUARDER÷A;450034,11;4468426,54;ETRS89 / UTM  Zona 30N;ago.-22;-3.5884999;40.3649137
FUE_18_0066;ZV;VILLA DE VALLECAS;AVENIDA DE LAS SUERTES FRENTE Nß 98;JUNTO ZONA INFANTIL;449815,05;4468290,58;ETRS89 / UTM  Zona 30N;ago.-22;-3.5910691;40.3636757
FUE_18_0067;ZV;VILLA DE VALLECAS;CALLE PILAR DE MADARIAGA ROJO CV AVENIDA DE LAS SUERTES;EN OTRO EXTREMO DE ZONA INFANTIL;449856,26;4468351,14;ETRS89 / UTM  Zona 30N;ago.-22;-3.5905885;40.3642237
FUE_18_0068;ZV;VILLA DE VALLECAS;PARQUE MAYORAZGO;CALLE PUERTO DE PORZUNA 45, JUNTO AREA CANINA;446595,73;4468927,57;ETRS89 / UTM  Zona 30N;ago.-22;-3.6290369;40.3692141
FUE_18_0069;ZV;VILLA DE VALLECAS;CALLE DE CINCOVILLAS N.ß 5 C/V AV. MAYORAZGO;JUNTO AREA CANINA;446930,21;4468698,07;ETRS89 / UTM  Zona 30N;ago.-22;-3.6250783;40.367168
FUE_18_0070;ZV;VILLA DE VALLECAS;PARQUE LOLA CAMARENA;CALLE VILLAMAYOR DE SANTIAGO FRENTE N.ß 13 C/V AV. DE LA GAVIA, JUNTO AREA CANINA;448257;4469567,81;ETRS89 / UTM  Zona 30N;ago.-22;-3.6095222;40.3750866
FUE_18_0071;ZV;VILLA DE VALLECAS;CALLE PE•ARANDA DE BRACAMONTE N.ß 9 ;CERCA DE COLEGIO, JUNTO AREA CANINA;448749,4;4469403,96;ETRS89 / UTM  Zona 30N;ago.-22;-3.603709;40.373641
FUE_18_0072;ZV;VILLA DE VALLECAS;AVENIDA CERRO MILANO N.ß 27;JUNTO AREA CANINA;448443,83;4468302,02;ETRS89 / UTM  Zona 30N;ago.-22;-3.6072192;40.3636951
FUE_18_0073;ZV;VILLA DE VALLECAS;CALLE ALTO DEL RETIRO FRENTE N.ß 6 ;C/V CALLE DE ANTONIO GADES, JUNTO AREA CANINA;449791,37;4468805,07;ETRS89 / UTM  Zona 30N;ago.-22;-3.5913885;40.3683092
FUE_18_0074;ZV;VILLA DE VALLECAS;PARQUE VALDEPERDICES;CALLE CABEZA MESADA FRENTE N.ß 8, JUNTO µREA CANINA;446508,75;4469652,53;ETRS89 / UTM  Zona 30N;ago.-22;-3.6301222;40.3757395
FUE_18_0075;ZV;VILLA DE VALLECAS;CALLE VILLAR DEL OLMO, 4;;446852,24;4469747,38;ETRS89 / UTM  Zona 30N;ago.-22;-3.6260841;40.3766159
FUE_18_0076;ZV;VILLA DE VALLECAS;CALLE ANTONIO GADES, 55;JUNTO ZONA INFANTIL;449296,43;4467956,69;ETRS89 / UTM  Zona 30N;ago.-22;-3.5971505;40.3606364
1 (GIS);ZV;VILLA DE VALLECAS;PARQUE DE LA GAVIA;PLAZA DEL AGUA;447107,864;4468334,901;ETRS89 / UTM  Zona 30N;ago.-22;-3.6229558;40.3639076
2 (GIS);ZV;VILLA DE VALLECAS;PARQUE DE LA GAVIA;BOSQUE DE LOS SENTIDOS;447076,836;4468470,762;ETRS89 / UTM  Zona 30N;ago.-22;-3.6233324;40.3651295
3 (GIS);ZV;VILLA DE VALLECAS;PARQUE DE LA GAVIA;BOSQUE DE LOS SENTIDOS;446742,68;4468637,715;ETRS89 / UTM  Zona 30N;ago.-22;-3.6272819;40.3666124
4 (GIS);ZV;VILLA DE VALLECAS;PARQUE DE LA GAVIA;ZONA DEPORTIVA;446670,983;4468624,159;ETRS89 / UTM  Zona 30N;ago.-22;-3.6281253;40.3664856
5 (GIS);ZV;VILLA DE VALLECAS;PARQUE DE LA GAVIA;AVENIDA DEL MAYORAZGO/ PARKOUR-ROCODROMO;446642,516;4468411,028;ETRS89 / UTM  Zona 30N;ago.-22;-3.6284426;40.3645638
6 (GIS);ZV;VILLA DE VALLECAS;PARQUE DE LA GAVIA;COLINA DEL RECICLAJE;446611,287;4468697,11;ETRS89 / UTM  Zona 30N;ago.-22;-3.6288344;40.367139
7 (GIS);ZV;VILLA DE VALLECAS;PARQUE DE LA GAVIA;µREA CANINA;446592,471;4468332,717;ETRS89 / UTM  Zona 30N;ago.-22;-3.6290255;40.3638551
FUE_19_0052;ZV;VICALVARO;CALLE ZEUS;SITUADA EN INTERBLOQUE PAVIMENTADO.;449184,022;4472808,02;ETRS89 / UTM  Zona 30N;ago.-22;-3.5988612;40.4043338
FUE_19_0053;ZV;VICALVARO;PARQUE DE LA CATALANA;;449919,9637;4473190,27;ETRS89 / UTM  Zona 30N;ago.-22;-3.5902187;40.4078219
FUE_19_0055;ZV;VICALVARO;RECINTOS FERIALES JUNTO A AUDITORIO;;449398,8766;4472895,61;ETRS89 / UTM  Zona 30N;ago.-22;-3.5963362;40.4051359
FUE_19_0056;ZV;VICALVARO;RECINTOS FERIALES JUNTO A POLICIA;;449257,052;4472972,725;ETRS89 / UTM  Zona 30N;ago.-22;-3.5980137;40.405822
FUE_19_0057;ZV;VICALVARO;RECINTOS FERIALES JUNTO A POLICIA;;449262,5225;4472982,571;ETRS89 / UTM  Zona 30N;ago.-22;-3.59795;40.405911
FUE_19_0059;ZV;VICALVARO;PARQUE LAGO SANABRIA;;448339,6419;4472758,545;ETRS89 / UTM  Zona 30N;ago.-22;-3.6088076;40.4038361
FUE_19_0062;ZV;VICALVARO;CALLE DE SAN CIPRIANO CON CALLE DE AMBROZ;;448591,8362;4472817,478;ETRS89 / UTM  Zona 30N;ago.-22;-3.6058404;40.4043826
FUE_19_0064;ZV;VICALVARO;PARQUE DE LA CATALANA;;449722,0696;4472884,349;ETRS89 / UTM  Zona 30N;ago.-22;-3.5925267;40.4050541
FUE_19_0065;ZV;VICALVARO;PARQUE DE LA CATALANA;;449779,8506;4472984,886;ETRS89 / UTM  Zona 30N;ago.-22;-3.5918537;40.4059633
FUE_19_0067;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA C ;AV CANILLEJAS A VICALVARO 102, JUNTO CARRIL BICI Y ACCESO PUENTE M 40;447936,44;4474116,14;ETRS89 / UTM  Zona 30N;ago.-22;-3.61367;40.4160411
FUE_19_0068;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA B JUNTO A ZONA DE JUEGOS INFANTILES;;447920,782;4473720,097;ETRS89 / UTM  Zona 30N;ago.-22;-3.6138222;40.4124723
FUE_19_0069;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA B JUNTO A ESTANQUE;;447843,6152;4473767,039;ETRS89 / UTM  Zona 30N;ago.-22;-3.6147354;40.4128903
FUE_19_0070;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA B JUNTO A R÷A;;448078,1786;4473761,212;ETRS89 / UTM  Zona 30N;ago.-22;-3.6119705;40.4128525
FUE_19_0071;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA B  CERCA DE LA PASARELA;;447731,3772;4473638,378;ETRS89 / UTM  Zona 30N;ago.-22;-3.6160477;40.4117242
FUE_19_0072;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA B JUNTO A PUENTE;;447537,6397;4473612,419;ETRS89 / UTM  Zona 30N;ago.-22;-3.6183289;40.4114782
FUE_19_0073;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA B JUNTO A CAMPOS DE FUTBOL Y ANILLO CICLISTA;JUNTO A PISTAS DEPORTIVAS;447677,4306;4473517,429;ETRS89 / UTM  Zona 30N;ago.-22;-3.6166736;40.4106313
FUE_19_0074;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA B JUNTO A CAMPOS DE FUTBOL;;447645,1327;4473577,579;ETRS89 / UTM  Zona 30N;ago.-22;-3.6170592;40.4111711
FUE_19_0075;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA A JUNTO A CASETA;;448080,4934;4473644,463;ETRS89 / UTM  Zona 30N;ago.-22;-3.6119337;40.4118009
FUE_19_0076;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA A JUNTO A CASETA;;448072,547;4473641,438;ETRS89 / UTM  Zona 30N;ago.-22;-3.6120271;40.4117732
FUE_19_0077;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA A EN PASEO;;447800,6168;4473457,517;ETRS89 / UTM  Zona 30N;ago.-22;-3.6152168;40.4100993
FUE_19_0078;ZV;VICALVARO;CU•A VERDE VICµLVARO ZONA A JUNTO A JUEGOS INFANTILES;;447759,8925;4473463,819;ETRS89 / UTM  Zona 30N;ago.-22;-3.6156974;40.4101535
FUE_19_0079;ZV;VICALVARO;PARQUE EZCARAY;CALLE EZCARAY FRENTE AL Nß 66;447934,3112;4473557,152;ETRS89 / UTM  Zona 30N;ago.-22;-3.6136494;40.4110052
FUE_19_0080;ZV;VICALVARO;CALLE 'VILLAJIMENA 107;FRENTE SUPERMERCADO EROSKI;448620,0686;4473089,571;ETRS89 / UTM  Zona 30N;ago.-22;-3.6055297;40.4068355
FUE_19_0092;ZV;VICALVARO;PARQUE DE LA CATALANA;;449872,6298;4473147,101;ETRS89 / UTM  Zona 30N;ago.-22;-3.5907731;40.4074302
FUE_19_0101;ZV;VICALVARO;PARQUE LADERA DE LOS ALMENDROS;;446875,7038;4472289,334;ETRS89 / UTM  Zona 30N;ago.-22;-3.6260197;40.399517
FUE_19_0102;ZV;VICALVARO;CALLE DE SAN CIPRIANO CON CALLE DE AMBROZ;JUNTO A ZONA INFANTIL;448636,32;4472932,64;ETRS89 / UTM  Zona 30N;ago.-22;-3.6053255;40.4054228
FUE_19_0104;ZV;VICALVARO;PLAZA DE JUAN BENET;;447146,5588;4472333,055;ETRS89 / UTM  Zona 30N;ago.-22;-3.6228317;40.3999282
FUE_19_0105;ZV;VICALVARO;CALLE JUGLARES, 14C;PLAZA DE ROSA CHACEL;447225,46;4472599,91;ETRS89 / UTM  Zona 30N;ago.-22;-3.6219241;40.4023371
FUE_19_0106;ZV;VICALVARO;PLAZA JUAN CARLOS ONETI;;447424,235;4472540,654;ETRS89 / UTM  Zona 30N;ago.-22;-3.6195768;40.4018158
FUE_19_0107;ZV;VICALVARO;BULEVAR INDALECIO PRIETO CON CALLE DE  LOS JUGLARES;;447359,9518;4472673,627;ETRS89 / UTM  Zona 30N;ago.-22;-3.6203454;40.4030098
FUE_19_0108;ZV;VICALVARO;BULEVAR INDALECIO PRIETO, 45 CON CALLE DE  COPERNICO;;447097,17;4471839,291;ETRS89 / UTM  Zona 30N;ago.-22;-3.6233727;40.3954768
FUE_19_0109;ZV;VICALVARO;BULEVAR INDALECIO PRIETO CON CALLE DE  LAS PINILLAS;;447210,4085;4472199,275;ETRS89 / UTM  Zona 30N;ago.-22;-3.6220682;40.398727
FUE_19_0110;ZV;VICALVARO;PLAZA DE JUAN ROF CARBALLO;;447340,0423;4472272,095;ETRS89 / UTM  Zona 30N;ago.-22;-3.6205468;40.3993913
FUE_19_0111;ZV;VICALVARO;PLAZA  ANTONIO ANDRêS;EDIFICIO JMD;448612,71;4472565,77ˇ;ETRS89 / UTM  Zona 30N;ago.-22;-3.6055741;40.4021163
FUE_19_0112;ZV;VICALVARO;PARQUE DE LA VICALVARADA JUNTO A ZONA CANINA;;448367,5845;4473390,936;ETRS89 / UTM  Zona 30N;ago.-22;-3.6085296;40.4095349
FUE_19_0113;ZV;VICALVARO;PARQUE DE LA VICALVARADA JUNTO A ZONA DE JUEGOS;;448398,427;4473436,826;ETRS89 / UTM  Zona 30N;ago.-22;-3.6081698;40.4099502
FUE_19_0115;ZV;VICALVARO;PARQUE VALDEBERNARDO ESTE;CALLE CORDEL DE PAVONES, 12;447558,79;4472482,41;ETRS89 / UTM  Zona 30N;ago.-22;-3.6179865;40.4012997
FUE_19_0116;ZV;VICALVARO;PARQUE VALDEBERNARDO ESTE JUNTO A ANILLO CICLISTA;;447660,5505;4472090,224;ETRS89 / UTM  Zona 30N;ago.-22;-3.6167552;40.397773
FUE_19_0118;ZV;VICALVARO;PARQUE VALDEBERNARDO ESTE JUNTO A ZONA DE JUEGOS;DENTRO DE ARENERO INFANTIL;447638,9546;4472530,153;ETRS89 / UTM  Zona 30N;ago.-22;-3.6170458;40.4017348
FUE_19_0120;ZV;VICALVARO;PARQUE VALDEBERNARDO ESTE JUNTO A PISTAS DEPORTIVAS;CERCA DE ZONA DEPORTIVA;447573,8131;4472270,293;ETRS89 / UTM  Zona 30N;ago.-22;-3.617792;40.3993897
FUE_19_0121;ZV;VICALVARO;PARQUE VALDEBERNARDO ESTE JUNTO A CASETA;CERCA DE ZONA DEPORTIVA;447523,2242;4472373,959;ETRS89 / UTM  Zona 30N;ago.-22;-3.6183967;40.4003204
FUE_19_0122;ZV;VICALVARO;PARQUE VALDEBERNARDO ESTE EN PASEO CENTRAL;;447650,6644;4472243,264;ETRS89 / UTM  Zona 30N;ago.-22;-3.6168843;40.399151
FUE_19_0123;ZV;VICALVARO;PARQUE VALDEBERNARDO ESTE ;AV. DE LA DEMOCRACIA ESQUINA BULEVAR DE JOSE PRAT;447648,44;4472003,16;ETRS89 / UTM  Zona 30N;ago.-22;-3.6168907;40.3969879
FUE_19_0124;VP;VICALVARO;CALLE CALIZA, 29;JUNTO ZONA INFANTIL;448806,8;4472035,19;ETRS89 / UTM  Zona 30N;ago.-22;-3.6032443;40.3973485
FUE_19_0134;VP;VICALVARO;PLAZA ALOSNO Nß 7;;447635,1744;4473010,369;ETRS89 / UTM  Zona 30N;ago.-22;-3.6171299;40.4060607
FUE_19_0136;VP;VICALVARO;LOS GALLEGOS 26-30 (ENTRE);;448272,3269;4472585,582;ETRS89 / UTM  Zona 30N;ago.-22;-3.6095867;40.4022737
FUE_19_0137;VP;VICALVARO;LAGO ISEO Nß 7;;448804,7543;4472544,551;ETRS89 / UTM  Zona 30N;ago.-22;-3.6033094;40.401937
FUE_19_0138;VP;VICALVARO;MOLINO VIEJO  23  - 25;;448272,3269;4472585,582;ETRS89 / UTM  Zona 30N;ago.-22;-3.6095867;40.4022737
FUE_19_0139;ZV;VICALVARO;VICTORIA KENT CA•AVERAL;;452246,2796;4472410,413;ETRS89 / UTM  Zona 30N;ago.-22;-3.5627446;40.4009331
FUE_19_0140;ZV;VICALVARO;PLAZA VICALVARADA CV C/ CALAHORRA 22;;448223,6042;4473350,689;ETRS89 / UTM  Zona 30N;ago.-22;-3.6102232;40.4091633
FUE_19_0141;ZV;VICALVARO;CALLE CASALARREINA, 32; (PARQUE LA MACETA);447810,72;4473254,25;ETRS89 / UTM  Zona 30N;ago.-22;-3.6150811;40.4082687
FUE_19_0142;ZV;VICALVARO;C/ SAN CIPRIANO, 74;FRENTE AL Nß 55. PARQUE DEL CEMENTERIO.;448972,77;4472737,45;ETRS89 / UTM  Zona 30N;ago.-22;-3.601345;40.4036851
FUE_19_0143;ZV;VICALVARO;AV. COMUNIDADES, 161 ;ZV POSTERIOR C/ MINERVA Nß157;448541,28;4471642,73;ETRS89 / UTM  Zona 30N;ago.-22;-3.6063412;40.3937966
FUE_19_0144;VP;VICALVARO;CALLE MINERVA FRENTE Nß 67;CV AV. AURORA BOREAL;448773,59;4472207,27;ETRS89 / UTM  Zona 30N;ago.-22;-3.6036495;40.3988966
FUE_19_0145;VP;VICALVARO;CALLE SAN CIPRIANO, 81 C/V GRAN V÷A DEL ESTE;FRENTE ESTACI‡N CERCAN÷AS;449343,28;4472549,08;ETRS89 / UTM  Zona 30N;ago.-22;-3.5969638;40.4020108
FUE_19_0146;ZV;VICALVARO;PARQUE DEL ANILLO VERDE O PARQUE FORESTAL DE VICµLVARO;JUNTO AREA CANINA Y AUDITORIO, Pß POLIDEPORTIVO 144;449439,85;4472988,36;ETRS89 / UTM  Zona 30N;ago.-22;-3.5958607;40.405974
FUE_20_0001;ZV;SAN BLAS;PARQUE OCCIDENTE - LAS MERCEDES;EUTERPE, 3;449778,837;4477602,196;ETRS89 / UTM  Zona 30N;ago.-22;-3.5922304;40.447559
