identificador,matricula,distrito,barrio,calle,num_finca,location
http://www.group10.org/pl/resource/ParkingMeter/PM703330063,703330063,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S613,7,http://www.group10.org/pl/resource/Location/L29831
http://www.group10.org/pl/resource/ParkingMeter/PM703330062,703330062,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S613,15,http://www.group10.org/pl/resource/Location/L29832
http://www.group10.org/pl/resource/ParkingMeter/PM703330066,703330066,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S614,14,http://www.group10.org/pl/resource/Location/L29833
http://www.group10.org/pl/resource/ParkingMeter/PM703330053,703330053,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S614,22,http://www.group10.org/pl/resource/Location/L29834
http://www.group10.org/pl/resource/ParkingMeter/PM703330054,703330054,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S614,24,http://www.group10.org/pl/resource/Location/L29835
http://www.group10.org/pl/resource/ParkingMeter/PM703330055,703330055,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S614,30,http://www.group10.org/pl/resource/Location/L29836
http://www.group10.org/pl/resource/ParkingMeter/PM703330057,703330057,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S614,34,http://www.group10.org/pl/resource/Location/L29837
http://www.group10.org/pl/resource/ParkingMeter/PM703330046,703330046,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S616,3,http://www.group10.org/pl/resource/Location/L29839
http://www.group10.org/pl/resource/ParkingMeter/PM703330047,703330047,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S616,7,http://www.group10.org/pl/resource/Location/L29840
http://www.group10.org/pl/resource/ParkingMeter/PM703330049,703330049,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S616,16 G,http://www.group10.org/pl/resource/Location/L29841
http://www.group10.org/pl/resource/ParkingMeter/PM703330006,703330006,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S617,6,http://www.group10.org/pl/resource/Location/L29842
http://www.group10.org/pl/resource/ParkingMeter/PM703330058,703330058,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S619,4,http://www.group10.org/pl/resource/Location/L29844
http://www.group10.org/pl/resource/ParkingMeter/PM703330083,703330083,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S619,50,http://www.group10.org/pl/resource/Location/L29845
http://www.group10.org/pl/resource/ParkingMeter/PM703330084,703330084,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S619,64,http://www.group10.org/pl/resource/Location/L29846
http://www.group10.org/pl/resource/ParkingMeter/PM703330067,703330067,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S620,1,http://www.group10.org/pl/resource/Location/L29850
http://www.group10.org/pl/resource/ParkingMeter/PM703330013,703330013,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S621,2,http://www.group10.org/pl/resource/Location/L29851
http://www.group10.org/pl/resource/ParkingMeter/PM703330011,703330011,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S621,7,http://www.group10.org/pl/resource/Location/L29852
http://www.group10.org/pl/resource/ParkingMeter/PM703330009,703330009,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,http://www.group10.org/pl/resource/Street/S622,10,http://www.group10.org/pl/resource/Location/L29853
http://www.group10.org/pl/resource/ParkingMeter/PM703430047,703430047,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S591,2,http://www.group10.org/pl/resource/Location/L29855
http://www.group10.org/pl/resource/ParkingMeter/PM703430048,703430048,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S591,10,http://www.group10.org/pl/resource/Location/L29856
http://www.group10.org/pl/resource/ParkingMeter/PM703430043,703430043,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S591,15,http://www.group10.org/pl/resource/Location/L29857
http://www.group10.org/pl/resource/ParkingMeter/PM703430049,703430049,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S591,18,http://www.group10.org/pl/resource/Location/L29858
http://www.group10.org/pl/resource/ParkingMeter/PM703430045,703430045,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S591,39,http://www.group10.org/pl/resource/Location/L29859
http://www.group10.org/pl/resource/ParkingMeter/PM703430051,703430051,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S591,44,http://www.group10.org/pl/resource/Location/L29860
http://www.group10.org/pl/resource/ParkingMeter/PM703430046,703430046,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S591,57,http://www.group10.org/pl/resource/Location/L29861
http://www.group10.org/pl/resource/ParkingMeter/PM703430009,703430009,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S623,25,http://www.group10.org/pl/resource/Location/L29862
http://www.group10.org/pl/resource/ParkingMeter/PM703430040,703430040,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S624,6,http://www.group10.org/pl/resource/Location/L29863
http://www.group10.org/pl/resource/ParkingMeter/PM703430054,703430054,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S625,13,http://www.group10.org/pl/resource/Location/L29864
http://www.group10.org/pl/resource/ParkingMeter/PM703430055,703430055,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S625,23,http://www.group10.org/pl/resource/Location/L29865
http://www.group10.org/pl/resource/ParkingMeter/PM703430056,703430056,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S625,35,http://www.group10.org/pl/resource/Location/L29866
http://www.group10.org/pl/resource/ParkingMeter/PM703430016,703430016,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S626,8,http://www.group10.org/pl/resource/Location/L29867
http://www.group10.org/pl/resource/ParkingMeter/PM703430013,703430013,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S626,33,http://www.group10.org/pl/resource/Location/L29868
http://www.group10.org/pl/resource/ParkingMeter/PM703430018,703430018,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S626,43,http://www.group10.org/pl/resource/Location/L29869
http://www.group10.org/pl/resource/ParkingMeter/PM703430057,703430057,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S626,47,http://www.group10.org/pl/resource/Location/L29870
http://www.group10.org/pl/resource/ParkingMeter/PM703430015,703430015,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S626,49,http://www.group10.org/pl/resource/Location/L29871
http://www.group10.org/pl/resource/ParkingMeter/PM703430014,703430014,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S626,56,http://www.group10.org/pl/resource/Location/L29872
http://www.group10.org/pl/resource/ParkingMeter/PM703430019,703430019,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S626,60,http://www.group10.org/pl/resource/Location/L29873
http://www.group10.org/pl/resource/ParkingMeter/PM703430041,703430041,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S539,54,http://www.group10.org/pl/resource/Location/L29874
http://www.group10.org/pl/resource/ParkingMeter/PM703430011,703430011,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S627,39,http://www.group10.org/pl/resource/Location/L29875
http://www.group10.org/pl/resource/ParkingMeter/PM703430044,703430044,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S627,68,http://www.group10.org/pl/resource/Location/L29876
http://www.group10.org/pl/resource/ParkingMeter/PM703430050,703430050,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S627,73,http://www.group10.org/pl/resource/Location/L29877
http://www.group10.org/pl/resource/ParkingMeter/PM703430033,703430033,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S628,12,http://www.group10.org/pl/resource/Location/L29878
http://www.group10.org/pl/resource/ParkingMeter/PM703430034,703430034,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S628,26,http://www.group10.org/pl/resource/Location/L29879
http://www.group10.org/pl/resource/ParkingMeter/PM703430028,703430028,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S628,33,http://www.group10.org/pl/resource/Location/L29880
http://www.group10.org/pl/resource/ParkingMeter/PM703430035,703430035,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S628,38,http://www.group10.org/pl/resource/Location/L29881
http://www.group10.org/pl/resource/ParkingMeter/PM703430029,703430029,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S628,43,http://www.group10.org/pl/resource/Location/L29882
http://www.group10.org/pl/resource/ParkingMeter/PM703430036,703430036,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S628,52,http://www.group10.org/pl/resource/Location/L29883
http://www.group10.org/pl/resource/ParkingMeter/PM703430037,703430037,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S628,68,http://www.group10.org/pl/resource/Location/L29884
http://www.group10.org/pl/resource/ParkingMeter/PM703430010,703430010,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S629,27,http://www.group10.org/pl/resource/Location/L29887
http://www.group10.org/pl/resource/ParkingMeter/PM703430021,703430021,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S629,43,http://www.group10.org/pl/resource/Location/L29888
http://www.group10.org/pl/resource/ParkingMeter/PM703430027,703430027,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S629,49,http://www.group10.org/pl/resource/Location/L29889
http://www.group10.org/pl/resource/ParkingMeter/PM703430038,703430038,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S629,57,http://www.group10.org/pl/resource/Location/L29890
http://www.group10.org/pl/resource/ParkingMeter/PM703430012,703430012,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S630,24,http://www.group10.org/pl/resource/Location/L29891
http://www.group10.org/pl/resource/ParkingMeter/PM703430023,703430023,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S630,32,http://www.group10.org/pl/resource/Location/L29892
http://www.group10.org/pl/resource/ParkingMeter/PM703430026,703430026,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S630,38,http://www.group10.org/pl/resource/Location/L29893
http://www.group10.org/pl/resource/ParkingMeter/PM703430005,703430005,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S630,16 B,http://www.group10.org/pl/resource/Location/L29894
http://www.group10.org/pl/resource/ParkingMeter/PM703430008,703430008,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S551,11,http://www.group10.org/pl/resource/Location/L29895
http://www.group10.org/pl/resource/ParkingMeter/PM703430020,703430020,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S551,15,http://www.group10.org/pl/resource/Location/L29896
http://www.group10.org/pl/resource/ParkingMeter/PM703430024,703430024,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S551,19,http://www.group10.org/pl/resource/Location/L29897
http://www.group10.org/pl/resource/ParkingMeter/PM703430032,703430032,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S551,33,http://www.group10.org/pl/resource/Location/L29898
http://www.group10.org/pl/resource/ParkingMeter/PM703430053,703430053,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S551,61,http://www.group10.org/pl/resource/Location/L29899
http://www.group10.org/pl/resource/ParkingMeter/PM703430025,703430025,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S631,26,http://www.group10.org/pl/resource/Location/L29900
http://www.group10.org/pl/resource/ParkingMeter/PM703430022,703430022,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S631,37,http://www.group10.org/pl/resource/Location/L29901
http://www.group10.org/pl/resource/ParkingMeter/PM703430017,703430017,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S632,40,http://www.group10.org/pl/resource/Location/L29902
http://www.group10.org/pl/resource/ParkingMeter/PM703430039,703430039,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S632,68,http://www.group10.org/pl/resource/Location/L29903
http://www.group10.org/pl/resource/ParkingMeter/PM703430042,703430042,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S632,76,http://www.group10.org/pl/resource/Location/L29904
http://www.group10.org/pl/resource/ParkingMeter/PM703430052,703430052,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S632,80,http://www.group10.org/pl/resource/Location/L29905
http://www.group10.org/pl/resource/ParkingMeter/PM703430001,703430001,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S610,8,http://www.group10.org/pl/resource/Location/L29906
http://www.group10.org/pl/resource/ParkingMeter/PM703430002,703430002,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S610,20,http://www.group10.org/pl/resource/Location/L29907
http://www.group10.org/pl/resource/ParkingMeter/PM703430003,703430003,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S610,30,http://www.group10.org/pl/resource/Location/L29908
http://www.group10.org/pl/resource/ParkingMeter/PM703430004,703430004,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S610,44,http://www.group10.org/pl/resource/Location/L29909
http://www.group10.org/pl/resource/ParkingMeter/PM703430007,703430007,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-04,http://www.group10.org/pl/resource/Street/S610,52,http://www.group10.org/pl/resource/Location/L29910
http://www.group10.org/pl/resource/ParkingMeter/PM703530019,703530019,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S633,11,http://www.group10.org/pl/resource/Location/L29912
http://www.group10.org/pl/resource/ParkingMeter/PM703530021,703530021,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S635,19,http://www.group10.org/pl/resource/Location/L29913
http://www.group10.org/pl/resource/ParkingMeter/PM703530001,703530001,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S636,2,http://www.group10.org/pl/resource/Location/L29914
http://www.group10.org/pl/resource/ParkingMeter/PM703530002,703530002,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,6,http://www.group10.org/pl/resource/Location/L29915
http://www.group10.org/pl/resource/ParkingMeter/PM703530029,703530029,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,7,http://www.group10.org/pl/resource/Location/L29916
http://www.group10.org/pl/resource/ParkingMeter/PM703530005,703530005,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,16,http://www.group10.org/pl/resource/Location/L29917
http://www.group10.org/pl/resource/ParkingMeter/PM703530031,703530031,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,17,http://www.group10.org/pl/resource/Location/L29918
http://www.group10.org/pl/resource/ParkingMeter/PM703530013,703530013,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,22,http://www.group10.org/pl/resource/Location/L29919
http://www.group10.org/pl/resource/ParkingMeter/PM703530025,703530025,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,52,http://www.group10.org/pl/resource/Location/L29920
http://www.group10.org/pl/resource/ParkingMeter/PM703530027,703530027,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,54,http://www.group10.org/pl/resource/Location/L29921
http://www.group10.org/pl/resource/ParkingMeter/PM703530030,703530030,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S637,62,http://www.group10.org/pl/resource/Location/L29922
http://www.group10.org/pl/resource/ParkingMeter/PM703530035,703530035,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S531,17,http://www.group10.org/pl/resource/Location/L29924
http://www.group10.org/pl/resource/ParkingMeter/PM703530011,703530011,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S638,2,http://www.group10.org/pl/resource/Location/L29925
http://www.group10.org/pl/resource/ParkingMeter/PM703530009,703530009,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S638,7,http://www.group10.org/pl/resource/Location/L29926
http://www.group10.org/pl/resource/ParkingMeter/PM703530010,703530010,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S638,11,http://www.group10.org/pl/resource/Location/L29927
http://www.group10.org/pl/resource/ParkingMeter/PM703530020,703530020,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S639,10,http://www.group10.org/pl/resource/Location/L29928
http://www.group10.org/pl/resource/ParkingMeter/PM703530028,703530028,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S640,12,http://www.group10.org/pl/resource/Location/L29929
http://www.group10.org/pl/resource/ParkingMeter/PM703530024,703530024,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S642,12,http://www.group10.org/pl/resource/Location/L29930
http://www.group10.org/pl/resource/ParkingMeter/PM703530023,703530023,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S642,7,http://www.group10.org/pl/resource/Location/L29931
http://www.group10.org/pl/resource/ParkingMeter/PM703530016,703530016,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S643,3,http://www.group10.org/pl/resource/Location/L29932
http://www.group10.org/pl/resource/ParkingMeter/PM703530008,703530008,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S644,9,http://www.group10.org/pl/resource/Location/L29933
http://www.group10.org/pl/resource/ParkingMeter/PM703530006,703530006,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S644,17,http://www.group10.org/pl/resource/Location/L29934
http://www.group10.org/pl/resource/ParkingMeter/PM703530032,703530032,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S645,21,http://www.group10.org/pl/resource/Location/L29935
http://www.group10.org/pl/resource/ParkingMeter/PM703530034,703530034,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S548,16,http://www.group10.org/pl/resource/Location/L29936
http://www.group10.org/pl/resource/ParkingMeter/PM703530007,703530007,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S646,1,http://www.group10.org/pl/resource/Location/L29937
http://www.group10.org/pl/resource/ParkingMeter/PM703530033,703530033,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S647,17,http://www.group10.org/pl/resource/Location/L29939
http://www.group10.org/pl/resource/ParkingMeter/PM703530038,703530038,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S648,1,http://www.group10.org/pl/resource/Location/L29940
http://www.group10.org/pl/resource/ParkingMeter/PM703530017,703530017,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S649,4,http://www.group10.org/pl/resource/Location/L29941
http://www.group10.org/pl/resource/ParkingMeter/PM703530014,703530014,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S649,9,http://www.group10.org/pl/resource/Location/L29942
http://www.group10.org/pl/resource/ParkingMeter/PM703530044,703530044,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S551,63,http://www.group10.org/pl/resource/Location/L29943
http://www.group10.org/pl/resource/ParkingMeter/PM703530004,703530004,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S650,7,http://www.group10.org/pl/resource/Location/L29954
http://www.group10.org/pl/resource/ParkingMeter/PM703530018,703530018,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S651,2,http://www.group10.org/pl/resource/Location/L29955
http://www.group10.org/pl/resource/ParkingMeter/PM703530050,703530050,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S610,3,http://www.group10.org/pl/resource/Location/L29956
http://www.group10.org/pl/resource/ParkingMeter/PM703530037,703530037,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S652,14,http://www.group10.org/pl/resource/Location/L29957
http://www.group10.org/pl/resource/ParkingMeter/PM703530015,703530015,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S653,15,http://www.group10.org/pl/resource/Location/L29959
http://www.group10.org/pl/resource/ParkingMeter/PM703530022,703530022,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S653,25,http://www.group10.org/pl/resource/Location/L29960
http://www.group10.org/pl/resource/ParkingMeter/PM703530003,703530003,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-05,http://www.group10.org/pl/resource/Street/S655,8,http://www.group10.org/pl/resource/Location/L29961
http://www.group10.org/pl/resource/ParkingMeter/PM703630005,703630005,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-06,http://www.group10.org/pl/resource/Street/S591,58,http://www.group10.org/pl/resource/Location/L29962
http://www.group10.org/pl/resource/ParkingMeter/PM703630031,703630031,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-06,http://www.group10.org/pl/resource/Street/S656,1,http://www.group10.org/pl/resource/Location/L29963
