gis_x;gis_y;distrito;barrio;calle;num_finca;color;bateria_linea;num_plazas
442549,78;4476660,38;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;4;077214010 Verde;Línea;11
442574,63;4476679,39;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;5;077214010 Verde;Línea;1
442558,53;4476678,47;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;5;077214010 Verde;Línea;6
442604,36;4476713,48;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;7;077214010 Verde;Batería;13
442652,46;4476750,25;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;9;077214010 Verde;Batería;24
442642,53;4476731,47;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;10;077214010 Verde;Línea;19
442703,89;4476789,57;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;11;077214010 Verde;Batería;26
442734,99;4476816,96;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;13;077214010 Verde;Batería;3
442693,57;4476770,46;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;16;077214010 Verde;Línea;4
442716,7;4476788,19;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;16;077214010 Verde;Línea;3
442738,03;4476804,38;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;18;077214010 Verde;Línea;2
442728,2;4476796,92;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN FERNANDO DEL JARAMA, CALLE, DE;18;077214010 Verde;Línea;1
443415,21;4477701,56;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;2;043000255 Azul;Batería;17
443422,18;4477730,5;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;3;077214010 Verde;Batería;1
443429,52;4477738,48;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;3;077214010 Verde;Batería;6
443449,77;4477749,13;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;5;077214010 Verde;Batería;1
443446,62;4477747;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;5;077214010 Verde;Batería;1
443440,95;4477743,3;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;5;077214010 Verde;Batería;4
443471,78;4477739,92;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;5;077214010 Verde;Batería;11
443448,95;4477724,4;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;6;077214010 Verde;Batería;4
443485,96;4477767,72;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN NAZARIO, CALLE, DE;7;077214010 Verde;Línea;3
443842,37;4477444,32;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN PEDRO, PASAJE, DE;2;077214010 Verde;Línea;3
443841,18;4477435,81;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN PEDRO, PASAJE, DE;3;077214010 Verde;Línea;5
443817,74;4477423,67;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN PEDRO, PASAJE, DE;9;077214010 Verde;Línea;3
443816,53;4477430,84;05  CHAMARTÍN;05-02 PROSPERIDAD;SAN PEDRO, PASAJE, DE;10;077214010 Verde;Línea;5
443791,2;4477457,81;05  CHAMARTÍN;05-02 PROSPERIDAD;SANCHEZ BALDERAS, CALLE, DE;1;077214010 Verde;Línea;1
443779,82;4477446,95;05  CHAMARTÍN;05-02 PROSPERIDAD;SANCHEZ BALDERAS, CALLE, DE;2;077214010 Verde;Batería;2
443798,43;4477453,07;05  CHAMARTÍN;05-02 PROSPERIDAD;SANCHEZ BALDERAS, CALLE, DE;4;077214010 Verde;Línea;5
443808,36;4477466,56;05  CHAMARTÍN;05-02 PROSPERIDAD;SANCHEZ BALDERAS, CALLE, DE;7;077214010 Verde;Línea;4
443827,55;4477476,45;05  CHAMARTÍN;05-02 PROSPERIDAD;SANCHEZ BALDERAS, CALLE, DE;11;077214010 Verde;Línea;2
443825,28;4477466,99;05  CHAMARTÍN;05-02 PROSPERIDAD;SANCHEZ BALDERAS, CALLE, DE;12;077214010 Verde;Línea;5
443174,58;4477450,21;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;1;077214010 Verde;Batería;4
443158,04;4477477,9;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;1;077214010 Verde;Batería;14
443136,62;4477482,69;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;2;077214010 Verde;Batería;15
443186,23;4477429,81;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;5;077214010 Verde;Línea;4
443215,98;4477383,23;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;9;077214010 Verde;Batería;3
443206,6;4477397,16;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;9;077214010 Verde;Batería;2
443213,35;4477387,33;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;9;077214010 Verde;Línea;1
443160,11;4477446,75;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;10;077214010 Verde;Batería;6
443223,03;4477373,07;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;11;077214010 Verde;Batería;2
443219,99;4477377,66;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;11;077214010 Verde;Batería;2
443235,58;4477359,28;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;13;077214010 Verde;Batería;4
443194,95;4477388,49;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;14;043000255 Azul;Batería;2
443197,61;4477384,53;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;14;043000255 Azul;Batería;1
443201,78;4477378,28;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;14;077214010 Verde;Batería;1
443248,03;4477336,62;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;15;077214010 Verde;Batería;1
443255,2;4477325,92;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;15;077214010 Verde;Batería;2
443247,21;4477342,28;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;15;077214010 Verde;Batería;1
443208,86;4477367,91;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;16;077214010 Verde;Batería;2
443214,74;4477359,08;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;16;077214010 Verde;Batería;2
443223,57;4477346,27;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;18;077214010 Verde;Batería;1
443234,32;4477330,57;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;20;077214010 Verde;Batería;2
443273,28;4477312,71;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;21;077214010 Verde;Batería;6
443284,16;4477298,62;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;21;077214010 Verde;Línea;4
443268,84;4477301,82;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;21;077214010 Verde;Línea;1
443290,61;4477308,92;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;21;077214010 Verde;Batería;4
443259,74;4477319,2;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;22;077214010 Verde;Batería;3
443249,63;4477308,14;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;22;077214010 Verde;Batería;1
443337,78;4477296,96;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;23;077214010 Verde;Batería;9
443357,26;4477280,38;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;24;077214010 Verde;Batería;23
443373,39;4477289,4;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;27;077214010 Verde;Batería;12
443387,29;4477274,1;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;29;077214010 Verde;Batería;2
443466,53;4477256,82;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;31;043000255 Azul;Batería;25
443479,07;4477266,6;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;33;043000255 Azul;Línea;8
443502,82;4477249,2;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;33;043000255 Azul;Batería;1
443614,78;4477241,76;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;34;043000255 Azul;Batería;2
443514,43;4477263,08;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;35;043000255 Azul;Línea;3
443542,62;4477253,77;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;37;043000255 Azul;Línea;5
443566,91;4477236,6;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;37;043000255 Azul;Batería;3
443540,31;4477241,12;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;37;043000255 Azul;Batería;12
443672,7;4477281,97;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;39;043000255 Azul;Línea;25
443766,45;4477325,39;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;41;077214010 Verde;Línea;11
443789,12;4477391,04;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;47;077214010 Verde;Línea;17
443723,47;4477520,05;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;49;077214010 Verde;Línea;9
443747,25;4477473,43;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;54;077214010 Verde;Línea;12
443760,78;4477478,56;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;54;077214010 Verde;Batería;21
443726,99;4477538,77;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;56;077214010 Verde;Línea;12
443703,86;4477558,45;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;58;077214010 Verde;Línea;6
443693,77;4477596,06;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;60;077214010 Verde;Batería;11
443673,04;4477599,92;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;62;077214010 Verde;Batería;3
443729,53;4477291,92;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;46 A;043000255 Azul;Línea;1
443753,51;4477302,54;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;46 B;043000255 Azul;Línea;6
443778,46;4477317,47;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;46 B;043000255 Azul;Batería;6
443804,59;4477384,08;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;46 C;077214010 Verde;Batería;51
443142,7;4477503,16;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;S/N;077214010 Verde;Batería;6
443657,41;4477260,32;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;S/N;043000255 Azul;Batería;29
442513,2;4476694,53;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA MARIA DE LA ALAMEDA, CALLE, DE;5;077214010 Verde;Línea;15
442511,29;4476708,56;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA MARIA DE LA ALAMEDA, CALLE, DE;5;077214010 Verde;Línea;19
442484,7;4476728,54;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA MARIA DE LA ALAMEDA, CALLE, DE;9;077214010 Verde;Línea;2
442481,15;4476736,35;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA MARIA DE LA ALAMEDA, CALLE, DE;11;077214010 Verde;Línea;1
442474,18;4476747,61;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA MARIA DE LA ALAMEDA, CALLE, DE;11;077214010 Verde;Línea;4
443291,42;4477452,51;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;1;077214010 Verde;Línea;13
443296,5;4477443,22;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;2;077214010 Verde;Línea;10
443359,36;4477420,03;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;7;077214010 Verde;Batería;7
443367,52;4477402,95;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;8;077214010 Verde;Batería;6
443355,16;4477405,52;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;8;077214010 Verde;Batería;2
443393,11;4477412,8;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;9;077214010 Verde;Batería;6
443375,22;4477419,29;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;9;077214010 Verde;Batería;3
443416,02;4477404,56;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;11;077214010 Verde;Línea;1
443411,34;4477409;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;11;077214010 Verde;Batería;1
443402,64;4477410,9;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;11;077214010 Verde;Batería;1
443405,57;4477410,28;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;11;077214010 Verde;Batería;1
443408,06;4477409,76;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;11;077214010 Verde;Batería;1
443383,69;4477397,03;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;12;077214010 Verde;Batería;3
443378,8;4477400,69;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;12;077214010 Verde;Batería;1
443406,32;4477394,96;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;14;077214010 Verde;Batería;7
443395,94;4477397,15;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA RITA, CALLE, DE;14;077214010 Verde;Batería;1
442593,99;4476771,47;05  CHAMARTÍN;05-02 PROSPERIDAD;VALVERDE DE ALCALA, PASAJE, DE;1;077214010 Verde;Línea;20
442794,26;4476983,87;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;7:00 AM;077214010 Verde;Línea;2
442721,86;4476910,95;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;1;077214010 Verde;Línea;3
442710,33;4476899,04;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;2;077214010 Verde;Línea;3
442742,62;4476932,76;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;3;077214010 Verde;Línea;9
442778,65;4476967,75;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;7;077214010 Verde;Línea;2
442807,29;4476997,29;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;9;077214010 Verde;Línea;2
442825,38;4477015,94;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;13;077214010 Verde;Línea;4
442842,58;4477033,69;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;17;077214010 Verde;Línea;2
442860,08;4477051,77;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;19;077214010 Verde;Línea;4
442877,59;4477069,87;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;23;077214010 Verde;Línea;4
442901,96;4477094,87;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;27;077214010 Verde;Línea;2
442917,28;4477110,71;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;33;077214010 Verde;Línea;4
442944,43;4477131,13;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;54;077214010 Verde;Línea;2
443006,53;4477201,99;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;57;077214010 Verde;Línea;8
442965,16;4477152,27;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;60;077214010 Verde;Línea;3
442977,74;4477165,28;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;64;077214010 Verde;Línea;1
442984,19;4477171,96;05  CHAMARTÍN;05-02 PROSPERIDAD;ZABALETA, CALLE, DE;68;077214010 Verde;Línea;1
443499,24;4478076,45;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ABANTOS, CALLE, DE;3;077214010 Verde;Línea;2
443502,99;4478106,84;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ABANTOS, CALLE, DE;11;077214010 Verde;Línea;10
443508,2;4478146,86;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ABANTOS, CALLE, DE;19;077214010 Verde;Línea;4
442988,87;4477478,78;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;AGUSTIN DE ROJAS, CALLE, DE;5;077214010 Verde;Línea;6
443020,98;4477503,55;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;AGUSTIN DE ROJAS, CALLE, DE;9;077214010 Verde;Línea;6
442995,9;4477474,98;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;AGUSTIN DE ROJAS, CALLE, DE;10;077214010 Verde;Línea;20
443385,86;4478085,74;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ALFONSO XIII, AVENIDA, DE;27;077214010 Verde;Línea;5
443386,21;4478110,74;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ALFONSO XIII, AVENIDA, DE;29;077214010 Verde;Línea;3
443389,65;4478144,28;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ALFONSO XIII, AVENIDA, DE;37;077214010 Verde;Línea;7
442496,99;4477420,37;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ANDRES SEGOVIA, PLAZA, DE;2;043000255 Azul;Línea;1
442554,07;4477670,17;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ARAGON, CALLE, DE;2;077214010 Verde;Línea;3
442551,7;4477679,07;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ARAGON, CALLE, DE;3;077214010 Verde;Línea;6
442576,05;4477675,87;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ARAGON, CALLE, DE;6;077214010 Verde;Línea;3
442581,33;4477686,62;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ARAGON, CALLE, DE;7;077214010 Verde;Línea;5
443121,74;4477934,86;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;7;077214010 Verde;Línea;12
443115,99;4477999,48;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;18;077214010 Verde;Línea;1
443106,74;4478005,13;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;19;077214010 Verde;Línea;1
443114,33;4478008,26;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;20;077214010 Verde;Línea;2
443104,96;4478014,22;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;21;077214010 Verde;Línea;1
443112,72;4478016,87;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;22;077214010 Verde;Línea;1
443103,38;4478022,77;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;23;077214010 Verde;Línea;1
443111,36;4478023,87;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;24;077214010 Verde;Línea;1
443101,91;4478030,11;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;25;077214010 Verde;Línea;1
443109,88;4478031,62;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;26;077214010 Verde;Línea;1
443100,43;4478037,97;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;27;077214010 Verde;Línea;1
443108,41;4478039,1;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;ATALAYA, CALLE, DE LA;28;077214010 Verde;Línea;1
442761,32;4477698,1;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;BENIGNO SOTO, CALLE, DE;3;077214010 Verde;Línea;13
442827,99;4477709,29;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;BENIGNO SOTO, CALLE, DE;11;077214010 Verde;Línea;4
442802,71;4477708,06;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;BENIGNO SOTO, CALLE, DE;12;077214010 Verde;Línea;1
442853,21;4477713,52;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;BENIGNO SOTO, CALLE, DE;13;077214010 Verde;Línea;3
443235,44;4477973,09;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CAMPANILLAS, CALLE, DE LAS;19;077214010 Verde;Batería;6
443259,96;4477979,33;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CAMPANILLAS, CALLE, DE LAS;22;077214010 Verde;Batería;21
443247,77;4477958,04;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CAMPANILLAS, CALLE, DE LAS;22;077214010 Verde;Batería;5
443249,41;4477978,84;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CAMPANILLAS, CALLE, DE LAS;22;077214010 Verde;Batería;2
443252,24;4477974,08;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CAMPANILLAS, CALLE, DE LAS;22;077214010 Verde;Batería;2
443431,81;4478053,86;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARLOS PEREYRA, CALLE, DE;2;077214010 Verde;Línea;7
443474,66;4478056,59;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARLOS PEREYRA, CALLE, DE;5;077214010 Verde;Línea;3
443521,36;4478059,92;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARLOS PEREYRA, CALLE, DE;12;077214010 Verde;Línea;15
443559,19;4478072,74;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARLOS PEREYRA, CALLE, DE;13;077214010 Verde;Batería;3
443562,49;4478062,86;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARLOS PEREYRA, CALLE, DE;20;077214010 Verde;Línea;1
442666,32;4477146,96;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;146;077214010 Verde;Línea;2
442658,67;4477154,44;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;148;077214010 Verde;Línea;1
442641,32;4477157,45;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;154;043000255 Azul;Línea;13
442648,53;4477164,63;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;154;077214010 Verde;Línea;2
442637,32;4477175,67;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;158;077214010 Verde;Línea;3
442613,38;4477184,91;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;162;043000255 Azul;Línea;1
442604,57;4477190,65;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;164;043000255 Azul;Línea;3
442614,41;4477198,16;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;164;077214010 Verde;Línea;5
442590,29;4477222,15;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;166;077214010 Verde;Línea;1
442578,61;4477219,12;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;166;043000255 Azul;Línea;10
442586,74;4477225,65;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;166;077214010 Verde;Línea;1
442575,49;4477236,85;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;168;077214010 Verde;Línea;3
442555,48;4477239,06;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CARTAGENA, CALLE, DE;172;043000255 Azul;Línea;2
443187,66;4478153,2;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CASTREJON, CALLE, DE;2;077214010 Verde;Línea;2
443185,95;4478171,49;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CASTREJON, CALLE, DE;4;077214010 Verde;Línea;2
443009,04;4477929,04;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CHARCA VERDE, CALLE, DE LA;6;077214010 Verde;Línea;10
442988,06;4477982,18;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CHARCA VERDE, CALLE, DE LA;14;077214010 Verde;Línea;5
442971,74;4478006,76;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CHARCA VERDE, CALLE, DE LA;18;077214010 Verde;Línea;3
442915,5;4478055,31;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CHARCA VERDE, PLAZA, DE LA;10;077214010 Verde;Línea;8
442945,03;4478024,79;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CHARCA VERDE, PLAZA, DE LA;12;077214010 Verde;Línea;8
442903,45;4478084,06;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CHARCA VERDE, PLAZA, DE LA;S/N;077214010 Verde;Línea;3
442971,61;4478026,45;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CLAVILEÑO, CALLE, DE;2;077214010 Verde;Línea;5
442988,33;4478042,87;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CLAVILEÑO, CALLE, DE;3;077214010 Verde;Línea;2
443069,22;4478071,71;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CLAVILEÑO, CALLE, DE;23;077214010 Verde;Línea;30
443182,91;4478081,02;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;CLAVILEÑO, CALLE, DE;53;077214010 Verde;Línea;16
