identificador,gis_x,gis_y
http://www.group10.org/pl/resource/Location/L9975,442646.95,4475689.39
http://www.group10.org/pl/resource/Location/L9976,442757.87,4475696.62
http://www.group10.org/pl/resource/Location/L9977,442792.15,4475694.18
http://www.group10.org/pl/resource/Location/L9978,442805.98,4475695.84
http://www.group10.org/pl/resource/Location/L9979,442816.59,4475692.45
http://www.group10.org/pl/resource/Location/L9980,442746.13,4475682.78
http://www.group10.org/pl/resource/Location/L9981,442763.68,4475678.15
http://www.group10.org/pl/resource/Location/L9982,442832.07,4475691.39
http://www.group10.org/pl/resource/Location/L9983,442787.31,4475679.66
http://www.group10.org/pl/resource/Location/L9984,442874.96,4475690.74
http://www.group10.org/pl/resource/Location/L9985,442819.57,4475677.01
http://www.group10.org/pl/resource/Location/L9986,442905.2,4475686.1
http://www.group10.org/pl/resource/Location/L9987,442932.91,4475684.04
http://www.group10.org/pl/resource/Location/L9988,442837.28,4475675.88
http://www.group10.org/pl/resource/Location/L9989,442878.28,4475672.5
http://www.group10.org/pl/resource/Location/L9990,442958.7,4475682.11
http://www.group10.org/pl/resource/Location/L9991,443008.26,4475678.79
http://www.group10.org/pl/resource/Location/L9992,443027.36,4475680.29
http://www.group10.org/pl/resource/Location/L9993,443094.08,4475672.8
http://www.group10.org/pl/resource/Location/L9994,443059.7,4475660.11
http://www.group10.org/pl/resource/Location/L9995,443091.03,4475658
http://www.group10.org/pl/resource/Location/L9996,442545.99,4475696.27
http://www.group10.org/pl/resource/Location/L9997,442635.61,4475705.45
http://www.group10.org/pl/resource/Location/L9998,442389.29,4476010.33
http://www.group10.org/pl/resource/Location/L9999,442396.11,4476009.7
http://www.group10.org/pl/resource/Location/L10000,442414.31,4476008.36
http://www.group10.org/pl/resource/Location/L10001,442391.91,4475981.93
http://www.group10.org/pl/resource/Location/L10002,442408.52,4475982.75
http://www.group10.org/pl/resource/Location/L10003,442403.09,4475983.14
http://www.group10.org/pl/resource/Location/L10004,442430.26,4475981.14
http://www.group10.org/pl/resource/Location/L10005,442435.98,4476010.69
http://www.group10.org/pl/resource/Location/L10006,442471.13,4476008.12
http://www.group10.org/pl/resource/Location/L10007,442453.54,4476005.55
http://www.group10.org/pl/resource/Location/L10008,442449.95,4475979.7
http://www.group10.org/pl/resource/Location/L10009,442468.7,4475978.33
http://www.group10.org/pl/resource/Location/L10010,442564.43,4475997.46
http://www.group10.org/pl/resource/Location/L10011,442570.22,4475997.06
http://www.group10.org/pl/resource/Location/L10012,442548.82,4476000.91
http://www.group10.org/pl/resource/Location/L10013,442558.87,4476000.1
http://www.group10.org/pl/resource/Location/L10014,442540,4475971.47
http://www.group10.org/pl/resource/Location/L10015,442563.87,4475971.72
http://www.group10.org/pl/resource/Location/L10016,442590.2,4475997.92
http://www.group10.org/pl/resource/Location/L10017,442593.6,4475969.57
http://www.group10.org/pl/resource/Location/L10018,442627.65,4475995.24
http://www.group10.org/pl/resource/Location/L10019,442665.23,4475964.43
http://www.group10.org/pl/resource/Location/L10020,442770.01,4475956.78
http://www.group10.org/pl/resource/Location/L10021,442709.91,4475990.26
http://www.group10.org/pl/resource/Location/L10022,442720.16,4475989.69
http://www.group10.org/pl/resource/Location/L10023,442766.93,4475985.75
http://www.group10.org/pl/resource/Location/L10024,442809.95,4475953.87
http://www.group10.org/pl/resource/Location/L10025,442786.2,4475981.88
http://www.group10.org/pl/resource/Location/L10026,442828.74,4475950.39
http://www.group10.org/pl/resource/Location/L10027,442851.66,4475950.86
http://www.group10.org/pl/resource/Location/L10028,442895.22,4475950.45
http://www.group10.org/pl/resource/Location/L10029,442830.91,4475978.62
http://www.group10.org/pl/resource/Location/L10030,442922.78,4475948.62
http://www.group10.org/pl/resource/Location/L10031,442858.41,4475978.63
http://www.group10.org/pl/resource/Location/L10032,442938.99,4475945.43
http://www.group10.org/pl/resource/Location/L10033,442888.36,4475971.96
http://www.group10.org/pl/resource/Location/L10034,442900.28,4475971.03
http://www.group10.org/pl/resource/Location/L10035,442919.61,4475969.48
http://www.group10.org/pl/resource/Location/L10036,442685.98,4475988.7
http://www.group10.org/pl/resource/Location/L10037,442627.79,4475967.15
http://www.group10.org/pl/resource/Location/L10038,442469.89,4476105.46
http://www.group10.org/pl/resource/Location/L10039,442450.28,4476107.03
http://www.group10.org/pl/resource/Location/L10040,442447.06,4476107.3
http://www.group10.org/pl/resource/Location/L10041,442530.11,4476100.6
http://www.group10.org/pl/resource/Location/L10042,442551.7,4476098.99
http://www.group10.org/pl/resource/Location/L10043,442569.28,4476097.71
http://www.group10.org/pl/resource/Location/L10044,442587.28,4476096.35
http://www.group10.org/pl/resource/Location/L10045,442607.2,4476104.11
http://www.group10.org/pl/resource/Location/L10046,442604.81,4476094.99
http://www.group10.org/pl/resource/Location/L10047,442600.99,4476095.24
http://www.group10.org/pl/resource/Location/L10048,442597.61,4476095.54
http://www.group10.org/pl/resource/Location/L10049,442645.11,4476092.22
http://www.group10.org/pl/resource/Location/L10050,442645.32,4476103.62
http://www.group10.org/pl/resource/Location/L10051,442668.07,4476090.52
http://www.group10.org/pl/resource/Location/L10052,442412.95,4476118.65
http://www.group10.org/pl/resource/Location/L10053,442716.43,4476084.05
http://www.group10.org/pl/resource/Location/L10054,442460.2,4476115.28
http://www.group10.org/pl/resource/Location/L10055,442480.64,4476116.75
http://www.group10.org/pl/resource/Location/L10056,442520.74,4476113.5
http://www.group10.org/pl/resource/Location/L10057,442540.43,4476109.22
http://www.group10.org/pl/resource/Location/L10058,442560.53,4476107.79
http://www.group10.org/pl/resource/Location/L10059,442598.45,4476107.51
http://www.group10.org/pl/resource/Location/L10060,442590.26,4476108.25
http://www.group10.org/pl/resource/Location/L10061,442774.48,4476091.87
http://www.group10.org/pl/resource/Location/L10062,442786.72,4476091
http://www.group10.org/pl/resource/Location/L10063,442802.94,4476089.84
http://www.group10.org/pl/resource/Location/L10064,442796.14,4476093
http://www.group10.org/pl/resource/Location/L10065,442828.32,4476090.57
http://www.group10.org/pl/resource/Location/L10066,442391.54,4475700.32
http://www.group10.org/pl/resource/Location/L10067,442385.32,4475690.74
http://www.group10.org/pl/resource/Location/L10068,442378.06,4475682.68
http://www.group10.org/pl/resource/Location/L10069,442365.45,4475673.22
http://www.group10.org/pl/resource/Location/L10070,443120.82,4475570.2
http://www.group10.org/pl/resource/Location/L10071,443111.47,4475556.23
http://www.group10.org/pl/resource/Location/L10072,443122.66,4475626.24
http://www.group10.org/pl/resource/Location/L10073,443112.77,4475596.99
http://www.group10.org/pl/resource/Location/L10074,443112.98,4475608.81
http://www.group10.org/pl/resource/Location/L10075,443113.59,4475626.69
http://www.group10.org/pl/resource/Location/L10076,443123.12,4475642.89
http://www.group10.org/pl/resource/Location/L10077,443113.77,4475631.55
http://www.group10.org/pl/resource/Location/L10078,443122.97,4475638
http://www.group10.org/pl/resource/Location/L10079,443113.91,4475638.78
http://www.group10.org/pl/resource/Location/L10080,442983.76,4475573.94
http://www.group10.org/pl/resource/Location/L10081,442979.78,4475558.97
http://www.group10.org/pl/resource/Location/L10082,442967.81,4475559.05
http://www.group10.org/pl/resource/Location/L10083,442971.36,4475567.41
http://www.group10.org/pl/resource/Location/L10084,442984.49,4475625.22
http://www.group10.org/pl/resource/Location/L10085,442986.57,4475655.46
http://www.group10.org/pl/resource/Location/L10086,442989.2,4475694.41
http://www.group10.org/pl/resource/Location/L10087,442974.78,4475617.46
http://www.group10.org/pl/resource/Location/L10088,442991.03,4475718.16
http://www.group10.org/pl/resource/Location/L10089,442981.96,4475720.99
http://www.group10.org/pl/resource/Location/L10090,442976.38,4475640.09
http://www.group10.org/pl/resource/Location/L10091,442974.26,4475651.15
http://www.group10.org/pl/resource/Location/L10092,442982.91,4475733.93
http://www.group10.org/pl/resource/Location/L10093,442980.77,4475703.3
http://www.group10.org/pl/resource/Location/L10094,442981.68,4475717.11
http://www.group10.org/pl/resource/Location/L10095,442992.43,4475739.82
http://www.group10.org/pl/resource/Location/L10096,442996.99,4475774.7
http://www.group10.org/pl/resource/Location/L10097,442994.16,4475764.74
http://www.group10.org/pl/resource/Location/L10098,442984.08,4475750.56
http://www.group10.org/pl/resource/Location/L10099,442995.91,4475787.62
http://www.group10.org/pl/resource/Location/L10100,442986.32,4475782.1
http://www.group10.org/pl/resource/Location/L10101,442999.85,4475842.23
http://www.group10.org/pl/resource/Location/L10102,442987.32,4475796.16
http://www.group10.org/pl/resource/Location/L10103,442998.68,4475824.53
http://www.group10.org/pl/resource/Location/L10104,442990.86,4475846.83
http://www.group10.org/pl/resource/Location/L10105,442961.32,4475595.55
http://www.group10.org/pl/resource/Location/L10106,442947.22,4475596.59
http://www.group10.org/pl/resource/Location/L10107,442927.59,4475598.14
http://www.group10.org/pl/resource/Location/L10108,442913.22,4475599.25
http://www.group10.org/pl/resource/Location/L10109,442906.85,4475596.77
http://www.group10.org/pl/resource/Location/L10110,442417.49,4475858.74
http://www.group10.org/pl/resource/Location/L10111,442382.16,4475861.3
http://www.group10.org/pl/resource/Location/L10112,442465.87,4475855.38
http://www.group10.org/pl/resource/Location/L10113,442457.73,4475858.07
http://www.group10.org/pl/resource/Location/L10114,442501.6,4475855.45
http://www.group10.org/pl/resource/Location/L10115,442533.27,4475850.23
http://www.group10.org/pl/resource/Location/L10116,442570.74,4475847.5
http://www.group10.org/pl/resource/Location/L10117,442632.05,4475843.14
http://www.group10.org/pl/resource/Location/L10118,442634.11,4475833.95
http://www.group10.org/pl/resource/Location/L10119,442673.36,4475840.12
http://www.group10.org/pl/resource/Location/L10120,442753.73,4475822.05
http://www.group10.org/pl/resource/Location/L10121,442797.44,4475830.69
http://www.group10.org/pl/resource/Location/L10122,442525.03,4475841.82
http://www.group10.org/pl/resource/Location/L10123,442559.73,4475839.26
http://www.group10.org/pl/resource/Location/L10124,442556.57,4475839.52
http://www.group10.org/pl/resource/Location/L10125,442850.43,4475826.85
http://www.group10.org/pl/resource/Location/L10126,442572.66,4475838.26
http://www.group10.org/pl/resource/Location/L10127,442891.86,4475823.84
http://www.group10.org/pl/resource/Location/L10128,442689.7,4475830.26
http://www.group10.org/pl/resource/Location/L10129,442907.2,4475822.78
http://www.group10.org/pl/resource/Location/L10130,442777.94,4475823.33
http://www.group10.org/pl/resource/Location/L10131,442918.91,4475822.01
http://www.group10.org/pl/resource/Location/L10132,442796.81,4475821.84
http://www.group10.org/pl/resource/Location/L10133,442791.34,4475822.35
http://www.group10.org/pl/resource/Location/L10134,442811.32,4475820.76
http://www.group10.org/pl/resource/Location/L10135,442950.85,4475819.86
http://www.group10.org/pl/resource/Location/L10136,442827.16,4475819.61
http://www.group10.org/pl/resource/Location/L10137,442842.73,4475815.65
http://www.group10.org/pl/resource/Location/L10138,443021.2,4475815.09
http://www.group10.org/pl/resource/Location/L10139,442885.71,4475812.25
http://www.group10.org/pl/resource/Location/L10140,442916.02,4475813.02
http://www.group10.org/pl/resource/Location/L10141,442957.89,4475810.24
http://www.group10.org/pl/resource/Location/L10142,442967.68,4475809.65
http://www.group10.org/pl/resource/Location/L10143,442978.02,4475808.83
http://www.group10.org/pl/resource/Location/L10144,443012.61,4475806.47
http://www.group10.org/pl/resource/Location/L10145,443028.07,4475802.48
http://www.group10.org/pl/resource/Location/L10146,443035.41,4475814.2
http://www.group10.org/pl/resource/Location/L10147,443038.5,4475801.83
http://www.group10.org/pl/resource/Location/L10148,442705.64,4475841.19
http://www.group10.org/pl/resource/Location/L10149,442694.91,4475838.49
http://www.group10.org/pl/resource/Location/L10150,441602.35,4475821.06
http://www.group10.org/pl/resource/Location/L10151,441598.02,4475799.94
http://www.group10.org/pl/resource/Location/L10152,441596.21,4475791.24
http://www.group10.org/pl/resource/Location/L10153,441613.73,4475876.16
http://www.group10.org/pl/resource/Location/L10154,441627.93,4475931.55
http://www.group10.org/pl/resource/Location/L10155,441631.96,4475964.46
http://www.group10.org/pl/resource/Location/L10156,441636.57,4475987.28
http://www.group10.org/pl/resource/Location/L10157,441648.09,4476082.32
http://www.group10.org/pl/resource/Location/L10158,441642.32,4476125.48
http://www.group10.org/pl/resource/Location/L10159,441638.38,4476140.9
http://www.group10.org/pl/resource/Location/L10160,441641.71,4476293.99
http://www.group10.org/pl/resource/Location/L10161,441641.93,4476286.33
http://www.group10.org/pl/resource/Location/L10162,441641.09,4476311.36
http://www.group10.org/pl/resource/Location/L10163,441548.82,4476434.49
http://www.group10.org/pl/resource/Location/L10164,441555.74,4476421.29
http://www.group10.org/pl/resource/Location/L10165,441526.98,4476476.42
http://www.group10.org/pl/resource/Location/L10166,441531.94,4476466.75
http://www.group10.org/pl/resource/Location/L10167,441519.45,4476490.79
http://www.group10.org/pl/resource/Location/L10168,441510.32,4476508.48
http://www.group10.org/pl/resource/Location/L10169,441503.24,4476522.08
http://www.group10.org/pl/resource/Location/L10170,442215.52,4475620.79
http://www.group10.org/pl/resource/Location/L10171,442224.32,4475617.9
http://www.group10.org/pl/resource/Location/L10172,442226.64,4475648.87
http://www.group10.org/pl/resource/Location/L10173,442228.32,4475674.16
http://www.group10.org/pl/resource/Location/L10174,442233.78,4475757.45
http://www.group10.org/pl/resource/Location/L10175,442215.77,4475671.41
http://www.group10.org/pl/resource/Location/L10176,442235.7,4475781.37
http://www.group10.org/pl/resource/Location/L10177,442225.5,4475760.33
http://www.group10.org/pl/resource/Location/L10178,442228.78,4475807.54
http://www.group10.org/pl/resource/Location/L10179,442237.82,4475809.78
http://www.group10.org/pl/resource/Location/L10180,442240.89,4475850.34
http://www.group10.org/pl/resource/Location/L10181,442240.22,4475841.87
http://www.group10.org/pl/resource/Location/L10182,442231.85,4475850.54
http://www.group10.org/pl/resource/Location/L10183,442235.56,4475898.12
http://www.group10.org/pl/resource/Location/L10184,442244.11,4475892.16
http://www.group10.org/pl/resource/Location/L10185,442246.82,4475928.29
http://www.group10.org/pl/resource/Location/L10186,442238.13,4475931.38
http://www.group10.org/pl/resource/Location/L10187,442236.49,4475949.52
http://www.group10.org/pl/resource/Location/L10188,442255.6,4476053.8
http://www.group10.org/pl/resource/Location/L10189,442250.21,4475976.69
http://www.group10.org/pl/resource/Location/L10190,442249.53,4475965.58
http://www.group10.org/pl/resource/Location/L10191,442240.57,4475964.84
http://www.group10.org/pl/resource/Location/L10192,442258.49,4476091.74
http://www.group10.org/pl/resource/Location/L10193,442262.46,4476108.07
http://www.group10.org/pl/resource/Location/L10194,442245.28,4476034.95
http://www.group10.org/pl/resource/Location/L10195,442246.54,4476054.41
http://www.group10.org/pl/resource/Location/L10196,442262.57,4476150.79
http://www.group10.org/pl/resource/Location/L10197,442249.08,4476089.74
http://www.group10.org/pl/resource/Location/L10198,442264.77,4476184.58
http://www.group10.org/pl/resource/Location/L10199,442250.73,4476143.5
http://www.group10.org/pl/resource/Location/L10200,442254.04,4476156.13
http://www.group10.org/pl/resource/Location/L10201,442266.2,4476205.66
http://www.group10.org/pl/resource/Location/L10202,442255.16,4476173.19
http://www.group10.org/pl/resource/Location/L10203,442269.11,4476218.74
http://www.group10.org/pl/resource/Location/L10204,442258.07,4476213.99
http://www.group10.org/pl/resource/Location/L10205,442256.64,4476192.27
http://www.group10.org/pl/resource/Location/L10206,442273.44,4476268.16
http://www.group10.org/pl/resource/Location/L10207,442261.93,4476275.3
http://www.group10.org/pl/resource/Location/L10208,442272.24,4476294.2
http://www.group10.org/pl/resource/Location/L10209,442263.79,4476302.24
http://www.group10.org/pl/resource/Location/L10210,442274.57,4476332.1
http://www.group10.org/pl/resource/Location/L10211,442266.41,4476340.7
http://www.group10.org/pl/resource/Location/L10212,442276.52,4476363.26
http://www.group10.org/pl/resource/Location/L10213,442278.07,4476353.12
http://www.group10.org/pl/resource/Location/L10214,442266.65,4476396.79
http://www.group10.org/pl/resource/Location/L10215,442278.94,4476395.93
http://www.group10.org/pl/resource/Location/L10216,442280.15,4476413.04
http://www.group10.org/pl/resource/Location/L10217,442277.1,4476491.05
http://www.group10.org/pl/resource/Location/L10218,442276.39,4476483.83
http://www.group10.org/pl/resource/Location/L10219,442272.78,4476435.97
http://www.group10.org/pl/resource/Location/L10220,442284.48,4476432.92
http://www.group10.org/pl/resource/Location/L10221,442284.32,4476471.94
http://www.group10.org/pl/resource/Location/L10222,442275.52,4476472.58
http://www.group10.org/pl/resource/Location/L10223,442290.66,4476512.69
http://www.group10.org/pl/resource/Location/L10224,442220.74,4475694.12
http://www.group10.org/pl/resource/Location/L10225,442230.2,4475698.12
http://www.group10.org/pl/resource/Location/L10226,441822.53,4475672.02
http://www.group10.org/pl/resource/Location/L10227,441813.23,4475669.04
http://www.group10.org/pl/resource/Location/L10228,441829.21,4475729.19
http://www.group10.org/pl/resource/Location/L10229,441835.85,4475791.94
http://www.group10.org/pl/resource/Location/L10230,441817.61,4475705.28
http://www.group10.org/pl/resource/Location/L10231,441836.91,4475807.44
http://www.group10.org/pl/resource/Location/L10232,441837.85,4475821.35
http://www.group10.org/pl/resource/Location/L10233,441837.44,4475816.83
http://www.group10.org/pl/resource/Location/L10234,441837.27,4475812.58
http://www.group10.org/pl/resource/Location/L10235,441840.19,4475855.92
http://www.group10.org/pl/resource/Location/L10236,441817.26,4475729.62
http://www.group10.org/pl/resource/Location/L10237,441816.1,4475720.08
http://www.group10.org/pl/resource/Location/L10238,441845.56,4475929.84
http://www.group10.org/pl/resource/Location/L10239,441844.25,4475912.87
http://www.group10.org/pl/resource/Location/L10240,441827.6,4475802.88
http://www.group10.org/pl/resource/Location/L10241,441847.19,4475952.04
http://www.group10.org/pl/resource/Location/L10242,441829.18,4475824.52
http://www.group10.org/pl/resource/Location/L10243,441831.6,4475858.16
http://www.group10.org/pl/resource/Location/L10244,441830.35,4475841.25
http://www.group10.org/pl/resource/Location/L10245,441858.07,4476108.41
http://www.group10.org/pl/resource/Location/L10246,441829.52,4475876.3
http://www.group10.org/pl/resource/Location/L10247,441850.79,4476173.69
http://www.group10.org/pl/resource/Location/L10248,441863.6,4476184.35
http://www.group10.org/pl/resource/Location/L10249,441854.77,4476187.16
http://www.group10.org/pl/resource/Location/L10250,441855.71,4476200.88
http://www.group10.org/pl/resource/Location/L10251,441866.54,4476224.19
http://www.group10.org/pl/resource/Location/L10252,441837.11,4475937.37
http://www.group10.org/pl/resource/Location/L10253,441868.35,4476248.63
http://www.group10.org/pl/resource/Location/L10254,441867.57,4476238.19
http://www.group10.org/pl/resource/Location/L10255,441873.94,4476327.96
http://www.group10.org/pl/resource/Location/L10256,441865.16,4476331.33
http://www.group10.org/pl/resource/Location/L10257,441864.57,4476322.91
http://www.group10.org/pl/resource/Location/L10258,441866.04,4476341.91
http://www.group10.org/pl/resource/Location/L10259,441875.59,4476351.32
http://www.group10.org/pl/resource/Location/L10260,441865.53,4476357.78
http://www.group10.org/pl/resource/Location/L10261,441876.41,4476362.37
http://www.group10.org/pl/resource/Location/L10262,441880.77,4476421.85
http://www.group10.org/pl/resource/Location/L10263,441850.19,4475992.21
http://www.group10.org/pl/resource/Location/L10264,441840.66,4475988.91
http://www.group10.org/pl/resource/Location/L10265,441881.35,4476430.06
http://www.group10.org/pl/resource/Location/L10266,441842.1,4476007.88
http://www.group10.org/pl/resource/Location/L10267,441845.86,4476062.66
http://www.group10.org/pl/resource/Location/L10268,441883.74,4476464.11
http://www.group10.org/pl/resource/Location/L10269,441874.47,4476458.82
http://www.group10.org/pl/resource/Location/L10270,441855.86,4476079
http://www.group10.org/pl/resource/Location/L10271,441884.99,4476481.13
http://www.group10.org/pl/resource/Location/L10272,441848.49,4476099.08
http://www.group10.org/pl/resource/Location/L10273,441851.16,4476136.62
http://www.group10.org/pl/resource/Location/L10274,441850.32,4476124.45
http://www.group10.org/pl/resource/Location/L10275,441860.24,4476139.87
http://www.group10.org/pl/resource/Location/L10276,441887.66,4476518.63
http://www.group10.org/pl/resource/Location/L10277,441858.18,4476232.94
http://www.group10.org/pl/resource/Location/L10278,441880.57,4476384.87
http://www.group10.org/pl/resource/Location/L10279,441869.29,4476388.35
http://www.group10.org/pl/resource/Location/L10280,441877.26,4476373.95
http://www.group10.org/pl/resource/Location/L10281,441868.16,4476371.45
http://www.group10.org/pl/resource/Location/L10282,441879.74,4476530.87
http://www.group10.org/pl/resource/Location/L10283,441871.73,4476297.88
http://www.group10.org/pl/resource/Location/L10284,441872.35,4476429.64
http://www.group10.org/pl/resource/Location/L10285,441873.57,4476476
http://www.group10.org/pl/resource/Location/L10286,441877.28,4476497.62
http://www.group10.org/pl/resource/Location/L10287,442104.46,4476239.19
http://www.group10.org/pl/resource/Location/L10288,442115.22,4476238.38
http://www.group10.org/pl/resource/Location/L10289,441741.43,4475636.78
http://www.group10.org/pl/resource/Location/L10290,441765.93,4475631.57
http://www.group10.org/pl/resource/Location/L10291,441780.14,4475633.87
http://www.group10.org/pl/resource/Location/L10292,441833.26,4475626.77
http://www.group10.org/pl/resource/Location/L10293,441850.11,4475625.67
http://www.group10.org/pl/resource/Location/L10294,441868.89,4475624.32
http://www.group10.org/pl/resource/Location/L10295,441863.92,4475624.62
http://www.group10.org/pl/resource/Location/L10296,441879.31,4475626.66
http://www.group10.org/pl/resource/Location/L10297,441923.22,4475620.29
http://www.group10.org/pl/resource/Location/L10298,441937.61,4475619.32
http://www.group10.org/pl/resource/Location/L10299,441962.26,4475617.42
http://www.group10.org/pl/resource/Location/L10300,442024.98,4475615.9
http://www.group10.org/pl/resource/Location/L10301,442072.07,4475609.47
http://www.group10.org/pl/resource/Location/L10302,442132.04,4475608.36
http://www.group10.org/pl/resource/Location/L10303,442174.25,4475602.32
http://www.group10.org/pl/resource/Location/L10304,442262.2,4475595.63
http://www.group10.org/pl/resource/Location/L10305,442244.35,4475596.85
http://www.group10.org/pl/resource/Location/L10306,442236.31,4475597.39
http://www.group10.org/pl/resource/Location/L10307,442286,4475594.13
http://www.group10.org/pl/resource/Location/L10308,442304.56,4475595.89
http://www.group10.org/pl/resource/Location/L10309,442141.64,4475604.49
http://www.group10.org/pl/resource/Location/L10310,441656.84,4476333.46
http://www.group10.org/pl/resource/Location/L10311,441727.44,4476410.57
http://www.group10.org/pl/resource/Location/L10312,441739.49,4476407.01
http://www.group10.org/pl/resource/Location/L10313,441813.53,4476404.63
http://www.group10.org/pl/resource/Location/L10314,441848.9,4476401.98
http://www.group10.org/pl/resource/Location/L10315,441898.03,4476398.53
http://www.group10.org/pl/resource/Location/L10316,441913.45,4476397.32
http://www.group10.org/pl/resource/Location/L10317,441931.55,4476396.02
http://www.group10.org/pl/resource/Location/L10318,441922.99,4476396.62
http://www.group10.org/pl/resource/Location/L10319,441909.43,4476409.89
http://www.group10.org/pl/resource/Location/L10320,441892.79,4476408.11
http://www.group10.org/pl/resource/Location/L10321,441940.41,4476393.2
http://www.group10.org/pl/resource/Location/L10322,441929.32,4476405.33
http://www.group10.org/pl/resource/Location/L10323,441980.07,4476392.56
http://www.group10.org/pl/resource/Location/L10324,441942.82,4476404.28
http://www.group10.org/pl/resource/Location/L10325,441992.74,4476391.58
http://www.group10.org/pl/resource/Location/L10326,441987.32,4476391.9
http://www.group10.org/pl/resource/Location/L10327,441998.82,4476391.16
http://www.group10.org/pl/resource/Location/L10328,441988.86,4476403.98
http://www.group10.org/pl/resource/Location/L10329,442018.95,4476389.46
http://www.group10.org/pl/resource/Location/L10330,442014.82,4476399.44
http://www.group10.org/pl/resource/Location/L10331,442086.49,4476384.84
http://www.group10.org/pl/resource/Location/L10332,442116.16,4476382.42
http://www.group10.org/pl/resource/Location/L10333,442080.48,4476397.77
http://www.group10.org/pl/resource/Location/L10334,442140.68,4476390.28
http://www.group10.org/pl/resource/Location/L10335,442140.82,4476380.6
http://www.group10.org/pl/resource/Location/L10336,442103.98,4476392.79
http://www.group10.org/pl/resource/Location/L10337,442223.53,4476374.62
http://www.group10.org/pl/resource/Location/L10338,442220.91,4476387.41
http://www.group10.org/pl/resource/Location/L10339,442292.78,4476381.62
http://www.group10.org/pl/resource/Location/L10340,442253.91,4476369.7
http://www.group10.org/pl/resource/Location/L10341,442318.96,4476376.59
http://www.group10.org/pl/resource/Location/L10342,442360.35,4476376.4
http://www.group10.org/pl/resource/Location/L10343,442343.4,4476374.94
http://www.group10.org/pl/resource/Location/L10344,442296.55,4476369.09
http://www.group10.org/pl/resource/Location/L10345,442335.5,4476366.26
http://www.group10.org/pl/resource/Location/L10346,441669.61,4476429.12
http://www.group10.org/pl/resource/Location/L10347,441677.44,4476437.52
http://www.group10.org/pl/resource/Location/L10348,441780.68,4475751.51
http://www.group10.org/pl/resource/Location/L10349,441809.68,4475749.4
http://www.group10.org/pl/resource/Location/L10350,441797.68,4475747.04
http://www.group10.org/pl/resource/Location/L10351,441849.74,4475746.73
http://www.group10.org/pl/resource/Location/L10352,441874.11,4475744.7
http://www.group10.org/pl/resource/Location/L10353,441888.85,4475743.59
http://www.group10.org/pl/resource/Location/L10354,441896.06,4475740.82
http://www.group10.org/pl/resource/Location/L10355,441809.51,4475763.52
http://www.group10.org/pl/resource/Location/L10356,441952.93,4475739.2
http://www.group10.org/pl/resource/Location/L10357,441933.31,4475738.93
http://www.group10.org/pl/resource/Location/L10358,441866.26,4475760.12
http://www.group10.org/pl/resource/Location/L10359,441975.63,4475737.38
http://www.group10.org/pl/resource/Location/L10360,442057.22,4475728.61
http://www.group10.org/pl/resource/Location/L10361,442095.72,4475725.79
http://www.group10.org/pl/resource/Location/L10362,442081.82,4475729.61
http://www.group10.org/pl/resource/Location/L10363,442073.78,4475730.24
http://www.group10.org/pl/resource/Location/L10364,442140.54,4475725.93
http://www.group10.org/pl/resource/Location/L10365,442187.74,4475737.83
http://www.group10.org/pl/resource/Location/L10366,442174.99,4475723.48
http://www.group10.org/pl/resource/Location/L10367,442159.11,4475739.95
http://www.group10.org/pl/resource/Location/L10368,442208.41,4475721.24
http://www.group10.org/pl/resource/Location/L10369,442279.66,4475716.42
http://www.group10.org/pl/resource/Location/L10370,442263.82,4475717.34
http://www.group10.org/pl/resource/Location/L10371,441812.66,4476051.21
http://www.group10.org/pl/resource/Location/L10372,441865.6,4476021.71
http://www.group10.org/pl/resource/Location/L10373,441970.76,4476039.81
http://www.group10.org/pl/resource/Location/L10374,441883.53,4476046.23
http://www.group10.org/pl/resource/Location/L10375,441883.02,4476020.5
http://www.group10.org/pl/resource/Location/L10376,442000.58,4476037.92
http://www.group10.org/pl/resource/Location/L10377,442013.91,4476035.44
http://www.group10.org/pl/resource/Location/L10378,442016.41,4476036.41
http://www.group10.org/pl/resource/Location/L10379,441899.74,4476019.39
http://www.group10.org/pl/resource/Location/L10380,442040.81,4476034.23
http://www.group10.org/pl/resource/Location/L10381,442066.22,4476035.88
http://www.group10.org/pl/resource/Location/L10382,441914.96,4476016.17
http://www.group10.org/pl/resource/Location/L10383,442080.73,4476032.48
http://www.group10.org/pl/resource/Location/L10384,442106.86,4476030.57
http://www.group10.org/pl/resource/Location/L10385,442162.66,4476026.53
http://www.group10.org/pl/resource/Location/L10386,442064.74,4476005.27
http://www.group10.org/pl/resource/Location/L10387,442054.13,4476005.88
http://www.group10.org/pl/resource/Location/L10388,442079.54,4476006.3
http://www.group10.org/pl/resource/Location/L10389,442194.82,4476024.2
http://www.group10.org/pl/resource/Location/L10390,442112.08,4476003.99
http://www.group10.org/pl/resource/Location/L10391,442093.96,4476005.25
http://www.group10.org/pl/resource/Location/L10392,442226.13,4476021.98
http://www.group10.org/pl/resource/Location/L10393,442169.74,4475999.86
http://www.group10.org/pl/resource/Location/L10394,442295.32,4476017.12
http://www.group10.org/pl/resource/Location/L10395,442196.4,4475997.97
http://www.group10.org/pl/resource/Location/L10396,442334.01,4476016.07
http://www.group10.org/pl/resource/Location/L10397,442340.96,4476015.57
http://www.group10.org/pl/resource/Location/L10398,442225.08,4475995.95
