identificador_x,matricula,gis_x,gis_y,distrito 1,barrio 1,calle,num_finca,identificador_y
http://www.group10.org/pl/resource/ParkingMeter/PM301110009,301110009,439693.318,4474587.814,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LA ENCARNACION,2,http://www.group10.org/pl/resource/Location/L28794
http://www.group10.org/pl/resource/ParkingMeter/PM301110007,301110007,439631.1247,4474662.907,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LA ENCARNACION,10,http://www.group10.org/pl/resource/Location/L28795
http://www.group10.org/pl/resource/ParkingMeter/PM301110013,301110013,439814.3891,4474304.952,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LA ESCALINATA,11,http://www.group10.org/pl/resource/Location/L28796
http://www.group10.org/pl/resource/ParkingMeter/PM301110017,301110017,439545.7941,4474176.543,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DEL FACTOR,10,http://www.group10.org/pl/resource/Location/L28797
http://www.group10.org/pl/resource/ParkingMeter/PM301110004,301110004,439718.1791,4474760.224,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE FOMENTO,16,http://www.group10.org/pl/resource/Location/L28798
http://www.group10.org/pl/resource/ParkingMeter/PM301110040,301110040,439902.7156,4473831.295,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE GRAFAL,7,http://www.group10.org/pl/resource/Location/L28799
http://www.group10.org/pl/resource/ParkingMeter/PM301110072,301110072,439545.6375,4473293.673,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,AVENIDA DE LA GRAN VIA DE SAN FRANCISCO,6,http://www.group10.org/pl/resource/Location/L28800
http://www.group10.org/pl/resource/ParkingMeter/PM301110073,301110073,439524.4071,4473280.656,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,AVENIDA DE LA GRAN VIA DE SAN FRANCISCO,7,http://www.group10.org/pl/resource/Location/L28801
http://www.group10.org/pl/resource/ParkingMeter/PM301110065,301110065,439485.6702,4473409.509,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,AVENIDA DE LA GRAN VIA DE SAN FRANCISCO,8,http://www.group10.org/pl/resource/Location/L28802
http://www.group10.org/pl/resource/ParkingMeter/PM301110039,301110039,439513.7693,4473853.919,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DEL GRANADO,2,http://www.group10.org/pl/resource/Location/L28804
http://www.group10.org/pl/resource/ParkingMeter/PM301110057,301110057,439718.1449,4473601.464,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DEL HUMILLADERO,10,http://www.group10.org/pl/resource/Location/L28805
http://www.group10.org/pl/resource/ParkingMeter/PM301110059,301110059,439724.2952,4473505.384,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DEL HUMILLADERO,13,http://www.group10.org/pl/resource/Location/L28806
http://www.group10.org/pl/resource/ParkingMeter/PM301110036,301110036,439703.239,4473689.409,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,PLAZA DEL HUMILLADERO,5,http://www.group10.org/pl/resource/Location/L28807
http://www.group10.org/pl/resource/ParkingMeter/PM301110005,301110005,439833.8088,4474770.94,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE ISABEL LA CATOLICA,11,http://www.group10.org/pl/resource/Location/L28808
http://www.group10.org/pl/resource/ParkingMeter/PM301110018,301110018,439629.3439,4474143.39,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE JUAN DE HERRERA,5,http://www.group10.org/pl/resource/Location/L28809
http://www.group10.org/pl/resource/ParkingMeter/PM301110003,301110003,439733.9139,4474857.122,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LEGANITOS,22,http://www.group10.org/pl/resource/Location/L28810
http://www.group10.org/pl/resource/ParkingMeter/PM301110001,301110001,439670.2133,4474954.732,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LEGANITOS,47,http://www.group10.org/pl/resource/Location/L28811
http://www.group10.org/pl/resource/ParkingMeter/PM301110043,301110043,439526.166,4473771.481,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LOS MANCEBOS,11,http://www.group10.org/pl/resource/Location/L28812
http://www.group10.org/pl/resource/ParkingMeter/PM301110024,301110024,439388.5627,4474069.828,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE MAYOR,85,http://www.group10.org/pl/resource/Location/L28813
http://www.group10.org/pl/resource/ParkingMeter/PM301110033,301110033,439370.863,4473809.807,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LA MORERIA,14,http://www.group10.org/pl/resource/Location/L28815
http://www.group10.org/pl/resource/ParkingMeter/PM301110016,301110016,439596.3217,4474269.236,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE NOBLEJAS,2,http://www.group10.org/pl/resource/Location/L28816
http://www.group10.org/pl/resource/ParkingMeter/PM301110061,301110061,439435.3602,4473472.617,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DEL ROSARIO,5,http://www.group10.org/pl/resource/Location/L28817
http://www.group10.org/pl/resource/ParkingMeter/PM301110062,301110062,439340.4617,4473439.055,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DEL ROSARIO,21,http://www.group10.org/pl/resource/Location/L28818
http://www.group10.org/pl/resource/ParkingMeter/PM301110038,301110038,439624.0999,4473850.303,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,COSTANILLA DE SAN ANDRES,8,http://www.group10.org/pl/resource/Location/L28819
http://www.group10.org/pl/resource/ParkingMeter/PM301110066,301110066,439412.6329,4473402.576,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SAN BERNABE,12,http://www.group10.org/pl/resource/Location/L28820
http://www.group10.org/pl/resource/ParkingMeter/PM301110051,301110051,439365.009,4473646.068,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SAN BUENAVENTURA,4,http://www.group10.org/pl/resource/Location/L28821
http://www.group10.org/pl/resource/ParkingMeter/PM301110050,301110050,439599.9619,4473649.55,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CARRERA DE SAN FRANCISCO,2,http://www.group10.org/pl/resource/Location/L28822
http://www.group10.org/pl/resource/ParkingMeter/PM301110055,301110055,439500.6702,4473595.509,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SAN ISIDRO LABRADOR,11,http://www.group10.org/pl/resource/Location/L28824
http://www.group10.org/pl/resource/ParkingMeter/PM301110034,301110034,439703.7788,4473820.441,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,COSTANILLA DE SAN PEDRO,10,http://www.group10.org/pl/resource/Location/L28825
http://www.group10.org/pl/resource/ParkingMeter/PM301110037,301110037,439659.947,4473910.737,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SEGOVIA,14,http://www.group10.org/pl/resource/Location/L28826
http://www.group10.org/pl/resource/ParkingMeter/PM301110027,301110027,439415.3436,4473949.135,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SEGOVIA,23,http://www.group10.org/pl/resource/Location/L28827
http://www.group10.org/pl/resource/ParkingMeter/PM301110029,301110029,439536.29,4473948.134,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SEGOVIA,24,http://www.group10.org/pl/resource/Location/L28828
http://www.group10.org/pl/resource/ParkingMeter/PM301110026,301110026,439316.9016,4473935.377,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SEGOVIA,29,http://www.group10.org/pl/resource/Location/L28829
http://www.group10.org/pl/resource/ParkingMeter/PM301110025,301110025,439271.2073,4473951.13,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SEGOVIA,35,http://www.group10.org/pl/resource/Location/L28830
http://www.group10.org/pl/resource/ParkingMeter/PM301110060,301110060,439117.4883,4473755.985,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,RONDA DE SEGOVIA,11,http://www.group10.org/pl/resource/Location/L28831
http://www.group10.org/pl/resource/ParkingMeter/PM301110052,301110052,439073.2807,4473645.576,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,RONDA DE SEGOVIA,23,http://www.group10.org/pl/resource/Location/L28832
http://www.group10.org/pl/resource/ParkingMeter/PM301110053,301110053,439157.6743,4473451.233,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,RONDA DE SEGOVIA,45,http://www.group10.org/pl/resource/Location/L28833
http://www.group10.org/pl/resource/ParkingMeter/PM301110068,301110068,439216.8685,4473360.703,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,RONDA DE SEGOVIA,55,http://www.group10.org/pl/resource/Location/L28834
http://www.group10.org/pl/resource/ParkingMeter/PM301110071,301110071,439356.2812,4473286.115,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,RONDA DE SEGOVIA,69,http://www.group10.org/pl/resource/Location/L28835
http://www.group10.org/pl/resource/ParkingMeter/PM301110075,301110075,439479.5723,4473224.243,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,RONDA DE SEGOVIA,85,http://www.group10.org/pl/resource/Location/L28836
http://www.group10.org/pl/resource/ParkingMeter/PM301110008,301110008,439922.1557,4474676.326,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE SILVA,2,http://www.group10.org/pl/resource/Location/L28837
http://www.group10.org/pl/resource/ParkingMeter/PM301110047,301110047,439941.0723,4473756.409,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE TOLEDO,43,http://www.group10.org/pl/resource/Location/L28838
http://www.group10.org/pl/resource/ParkingMeter/PM301110074,301110074,439650.395,4473258.806,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE TOLEDO,104,http://www.group10.org/pl/resource/Location/L28839
http://www.group10.org/pl/resource/ParkingMeter/PM301110006,301110006,439814.9057,4474700.923,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE TORIJA,2,http://www.group10.org/pl/resource/Location/L28840
http://www.group10.org/pl/resource/ParkingMeter/PM301120020,301120020,439315.4989,4474040.499,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CUESTA DE LA VEGA,1,http://www.group10.org/pl/resource/Location/L28841
http://www.group10.org/pl/resource/ParkingMeter/PM301120019,301120019,439253.0677,4474038.737,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CUESTA DE LA VEGA,3,http://www.group10.org/pl/resource/Location/L28842
http://www.group10.org/pl/resource/ParkingMeter/PM301110015,301110015,439685.0561,4474340.056,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE VERGARA,9,http://www.group10.org/pl/resource/Location/L28843
http://www.group10.org/pl/resource/ParkingMeter/PM301110028,301110028,439540.6985,4473987.036,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,CALLE DE LA VILLA,2,http://www.group10.org/pl/resource/Location/L28844
http://www.group10.org/pl/resource/ParkingMeter/PM301110067,301110067,439594.5452,4473328.884,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-01,PLAZA DE LA VIRGEN DE LA PALOMA,5,http://www.group10.org/pl/resource/Location/L28845
http://www.group10.org/pl/resource/ParkingMeter/PM301210024,301210024,439927.1852,4473440.612,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LAS AMAZONAS,1,http://www.group10.org/pl/resource/Location/L28846
http://www.group10.org/pl/resource/ParkingMeter/PM301210057,301210057,440529.0347,4473187.919,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE AMPARO,87,http://www.group10.org/pl/resource/Location/L28847
http://www.group10.org/pl/resource/ParkingMeter/PM301210064,301210064,440569.4511,4473100.717,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE AMPARO,103,http://www.group10.org/pl/resource/Location/L28848
http://www.group10.org/pl/resource/ParkingMeter/PM301210053,301210053,439829.4081,4473148.571,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LA ARGANZUELA,35,http://www.group10.org/pl/resource/Location/L28849
http://www.group10.org/pl/resource/ParkingMeter/PM301210036,301210036,439770.6463,4473304.05,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LA ARGANZUELA,12,http://www.group10.org/pl/resource/Location/L28850
http://www.group10.org/pl/resource/ParkingMeter/PM301210042,301210042,440630.2213,4473311.681,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE ARGUMOSA,7,http://www.group10.org/pl/resource/Location/L28851
http://www.group10.org/pl/resource/ParkingMeter/PM301210015,301210015,440718.989,4473280.993,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE ARGUMOSA,16,http://www.group10.org/pl/resource/Location/L28852
http://www.group10.org/pl/resource/ParkingMeter/PM301210052,301210052,440793.2647,4473275.624,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE ARGUMOSA,27,http://www.group10.org/pl/resource/Location/L28853
http://www.group10.org/pl/resource/ParkingMeter/PM301210060,301210060,440952.8562,4473193.325,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE ARGUMOSA,32,http://www.group10.org/pl/resource/Location/L28854
http://www.group10.org/pl/resource/ParkingMeter/PM301210006,301210006,440424.6557,4473907.451,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE ATOCHA,35,http://www.group10.org/pl/resource/Location/L28855
http://www.group10.org/pl/resource/ParkingMeter/PM301210033,301210033,441085.1557,4473489.993,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE ATOCHA,119,http://www.group10.org/pl/resource/Location/L28856
http://www.group10.org/pl/resource/ParkingMeter/PM301210061,301210061,440854.7938,4473129.517,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,RONDA DE ATOCHA,16,http://www.group10.org/pl/resource/Location/L28857
http://www.group10.org/pl/resource/ParkingMeter/PM301210019,301210019,440520.8871,4473546.968,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL AVE MARIA,32,http://www.group10.org/pl/resource/Location/L28858
http://www.group10.org/pl/resource/ParkingMeter/PM301210066,301210066,439908.0509,4473148.525,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,PLAZA DEL CAMPILLO DEL MUNDO NUEVO,2,http://www.group10.org/pl/resource/Location/L28859
http://www.group10.org/pl/resource/ParkingMeter/PM301210007,301210007,440469.3478,4473832.328,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LOS CAÑIZARES,3,http://www.group10.org/pl/resource/Location/L28860
http://www.group10.org/pl/resource/ParkingMeter/PM301210047,301210047,439710.8658,4473220.958,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL CAPITAN SALAZAR MARTINEZ,5,http://www.group10.org/pl/resource/Location/L28861
http://www.group10.org/pl/resource/ParkingMeter/PM301210037,301210037,439893.2192,4473279.239,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE CARLOS ARNICHES,17,http://www.group10.org/pl/resource/Location/L28862
http://www.group10.org/pl/resource/ParkingMeter/PM301210013,301210013,439996.8483,4473663.911,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,PLAZA DE CASCORRO,1,http://www.group10.org/pl/resource/Location/L28863
http://www.group10.org/pl/resource/ParkingMeter/PM301210022,301210022,440002.2865,4473502.243,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,PLAZA DE CASCORRO,12,http://www.group10.org/pl/resource/Location/L28864
http://www.group10.org/pl/resource/ParkingMeter/PM301210067,301210067,440007.1415,4473050.532,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL CASINO,7,http://www.group10.org/pl/resource/Location/L28865
http://www.group10.org/pl/resource/ParkingMeter/PM301210056,301210056,440180.5294,4473154.378,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL CASINO,12,http://www.group10.org/pl/resource/Location/L28866
http://www.group10.org/pl/resource/ParkingMeter/PM301210003,301210003,440115.009,4473821.998,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LA COLEGIATA,6,http://www.group10.org/pl/resource/Location/L28867
http://www.group10.org/pl/resource/ParkingMeter/PM301210002,301210002,440052.8303,4473848.75,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LA COLEGIATA,10,http://www.group10.org/pl/resource/Location/L28868
http://www.group10.org/pl/resource/ParkingMeter/PM301210001,301210001,440216.1453,4473941.109,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LA CONCEPCION JERONIMA,4,http://www.group10.org/pl/resource/Location/L28869
http://www.group10.org/pl/resource/ParkingMeter/PM301210004,301210004,440204.4057,4473863.701,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL CONDE DE ROMANONES,7,http://www.group10.org/pl/resource/Location/L28870
http://www.group10.org/pl/resource/ParkingMeter/PM301210005,301210005,440286.5307,4473869.701,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL DOCTOR CORTEZO,7,http://www.group10.org/pl/resource/Location/L28871
http://www.group10.org/pl/resource/ParkingMeter/PM301210041,301210041,440966.6728,4473341.503,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL DOCTOR FOURQUET,3,http://www.group10.org/pl/resource/Location/L28872
http://www.group10.org/pl/resource/ParkingMeter/PM301210059,301210059,440779.7925,4473203.859,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL DOCTOR FOURQUET,20,http://www.group10.org/pl/resource/Location/L28873
http://www.group10.org/pl/resource/ParkingMeter/PM301210040,301210040,440702.7561,4473362.328,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL DOCTOR PIGA,3,http://www.group10.org/pl/resource/Location/L28874
http://www.group10.org/pl/resource/ParkingMeter/PM301210012,301210012,440061.5999,4473688.836,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL DUQUE DE ALBA,10,http://www.group10.org/pl/resource/Location/L28875
http://www.group10.org/pl/resource/ParkingMeter/PM301210021,301210021,440032.1514,4473554.959,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE EMBAJADORES,4,http://www.group10.org/pl/resource/Location/L28876
http://www.group10.org/pl/resource/ParkingMeter/PM301210038,301210038,440206.2603,4473325.383,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE EMBAJADORES,48,http://www.group10.org/pl/resource/Location/L28877
http://www.group10.org/pl/resource/ParkingMeter/PM301210065,301210065,440339.4924,4473068.485,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE EMBAJADORES,53,http://www.group10.org/pl/resource/Location/L28878
http://www.group10.org/pl/resource/ParkingMeter/PM301210011,301210011,439986.29,4473704.022,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LOS ESTUDIOS,10,http://www.group10.org/pl/resource/Location/L28880
http://www.group10.org/pl/resource/ParkingMeter/PM301210023,301210023,439888.2589,4473426.889,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,PLAZA DEL GENERAL VARA DE REY,9,http://www.group10.org/pl/resource/Location/L28881
http://www.group10.org/pl/resource/ParkingMeter/PM301210044,301210044,440978.5871,4473279.729,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DEL HOSPITAL,10,http://www.group10.org/pl/resource/Location/L28882
http://www.group10.org/pl/resource/ParkingMeter/PM301210020,301210020,440389.9159,4473534.744,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LAVAPIES,32,http://www.group10.org/pl/resource/Location/L28883
http://www.group10.org/pl/resource/ParkingMeter/PM301210008,301210008,440390.3394,4473765.54,http://www.group10.org/pl/resource/District/D01,http://www.group10.org/pl/resource/Neighborhood/N01-02,CALLE DE LA MAGDALENA,8,http://www.group10.org/pl/resource/Location/L28884
