identificador_x,matricula,gis_x,gis_y,distrito 1,barrio 1,calle,num_finca,identificador_y
http://www.group10.org/pl/resource/ParkingMeter/PM703130055,703130055,442598.1701,4472492.452,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE HOYUELO,5,http://www.group10.org/pl/resource/Location/L29658
http://www.group10.org/pl/resource/ParkingMeter/PM703130001,703130001,441754.1878,4473078.789,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,PASEO DE LA INFANTA ISABEL,2,http://www.group10.org/pl/resource/Location/L29659
http://www.group10.org/pl/resource/ParkingMeter/PM703130040,703130040,442444.5544,4472788.733,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE JUAN DE URBIETA,3,http://www.group10.org/pl/resource/Location/L29660
http://www.group10.org/pl/resource/ParkingMeter/PM703130041,703130041,442480.1949,4472837.08,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE JUAN DE URBIETA,9,http://www.group10.org/pl/resource/Location/L29661
http://www.group10.org/pl/resource/ParkingMeter/PM703130031,703130031,442548.8787,4472942.306,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE JUAN DE URBIETA,22,http://www.group10.org/pl/resource/Location/L29662
http://www.group10.org/pl/resource/ParkingMeter/PM703130011,703130011,442017.9651,4473052.343,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE JULIAN GAYARRE,3,http://www.group10.org/pl/resource/Location/L29663
http://www.group10.org/pl/resource/ParkingMeter/PM703130054,703130054,442559.4305,4472555.365,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE LEGANES,14,http://www.group10.org/pl/resource/Location/L29664
http://www.group10.org/pl/resource/ParkingMeter/PM703130050,703130050,442369.1412,4472683.981,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE LEON GIL DE PALACIO,2,http://www.group10.org/pl/resource/Location/L29665
http://www.group10.org/pl/resource/ParkingMeter/PM703130006,703130006,442543.2114,4473179.642,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,AVENIDA DEL MEDITERRANEO,8,http://www.group10.org/pl/resource/Location/L29666
http://www.group10.org/pl/resource/ParkingMeter/PM703130007,703130007,442885.3245,4473134.987,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,AVENIDA DEL MEDITERRANEO,30,http://www.group10.org/pl/resource/Location/L29667
http://www.group10.org/pl/resource/ParkingMeter/PM703130028,703130028,442265.3375,4472964.734,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,AVENIDA DE MENENDEZ PELAYO,36,http://www.group10.org/pl/resource/Location/L29668
http://www.group10.org/pl/resource/ParkingMeter/PM703130014,703130014,442365.3241,4473107.575,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,AVENIDA DE MENENDEZ PELAYO,99,http://www.group10.org/pl/resource/Location/L29669
http://www.group10.org/pl/resource/ParkingMeter/PM703130029,703130029,442315.5799,4473009.734,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,AVENIDA DE MENENDEZ PELAYO,109,http://www.group10.org/pl/resource/Location/L29670
http://www.group10.org/pl/resource/ParkingMeter/PM703130037,703130037,442265.3189,4472909.807,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,AVENIDA DE MENENDEZ PELAYO,119,http://www.group10.org/pl/resource/Location/L29671
http://www.group10.org/pl/resource/ParkingMeter/PM703130039,703130039,442357.4676,4472850.82,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE NARCISO SERRA,4,http://www.group10.org/pl/resource/Location/L29672
http://www.group10.org/pl/resource/ParkingMeter/PM703130002,703130002,441885.9443,4473087.413,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,PASEO DE LA REINA CRISTINA,2,http://www.group10.org/pl/resource/Location/L29674
http://www.group10.org/pl/resource/ParkingMeter/PM703130003,703130003,441944.9866,4473101.36,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,PASEO DE LA REINA CRISTINA,4,http://www.group10.org/pl/resource/Location/L29675
http://www.group10.org/pl/resource/ParkingMeter/PM703130004,703130004,442061.3166,4473126.586,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,PASEO DE LA REINA CRISTINA,10,http://www.group10.org/pl/resource/Location/L29676
http://www.group10.org/pl/resource/ParkingMeter/PM703130005,703130005,442196.4139,4473154.539,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,PASEO DE LA REINA CRISTINA,22,http://www.group10.org/pl/resource/Location/L29677
http://www.group10.org/pl/resource/ParkingMeter/PM703130047,703130047,442657.4676,4472663.526,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE SANCHEZ BARCAIZTEGUI,4,http://www.group10.org/pl/resource/Location/L29678
http://www.group10.org/pl/resource/ParkingMeter/PM703130033,703130033,442752.489,4472822.743,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE SANCHEZ BARCAIZTEGUI,21,http://www.group10.org/pl/resource/Location/L29679
http://www.group10.org/pl/resource/ParkingMeter/PM703130010,703130010,442905.7195,4473068.253,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE SANCHEZ BARCAIZTEGUI,41,http://www.group10.org/pl/resource/Location/L29680
http://www.group10.org/pl/resource/ParkingMeter/PM703130053,703130053,442356.489,4472633.993,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE TELLEZ,21,http://www.group10.org/pl/resource/Location/L29681
http://www.group10.org/pl/resource/ParkingMeter/PM703130061,703130061,442286.2807,4472542.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE TELLEZ,50,http://www.group10.org/pl/resource/Location/L29682
http://www.group10.org/pl/resource/ParkingMeter/PM703130057,703130057,442256.7796,4472677.216,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,TRAVESIA DE TELLEZ,1,http://www.group10.org/pl/resource/Location/L29686
http://www.group10.org/pl/resource/ParkingMeter/PM703130030,703130030,442434.6074,4473009.608,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE VALDERRIBAS,12,http://www.group10.org/pl/resource/Location/L29687
http://www.group10.org/pl/resource/ParkingMeter/PM703130034,703130034,442803.3393,4472791.062,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE VALDERRIBAS,40,http://www.group10.org/pl/resource/Location/L29688
http://www.group10.org/pl/resource/ParkingMeter/PM703130032,703130032,442644.9368,4472885.149,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE VALDERRIBAS,28 B,http://www.group10.org/pl/resource/Location/L29689
http://www.group10.org/pl/resource/ParkingMeter/PM703130027,703130027,442114.7017,4472987.408,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE VANDERGOTEN,8,http://www.group10.org/pl/resource/Location/L29690
http://www.group10.org/pl/resource/ParkingMeter/PM703130044,703130044,442573.0307,4472668.201,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-01,CALLE DE VIGO,2,http://www.group10.org/pl/resource/Location/L29691
http://www.group10.org/pl/resource/ParkingMeter/PM703230042,703230042,442875.0307,4472586.576,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LAS ADELFAS,1,http://www.group10.org/pl/resource/Location/L29692
http://www.group10.org/pl/resource/ParkingMeter/PM703230027,703230027,442957.3446,4472690.022,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LAS ADELFAS,10,http://www.group10.org/pl/resource/Location/L29693
http://www.group10.org/pl/resource/ParkingMeter/PM703230019,703230019,443021.2807,4472795.576,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LAS ADELFAS,24,http://www.group10.org/pl/resource/Location/L29694
http://www.group10.org/pl/resource/ParkingMeter/PM703230016,703230016,443073.2286,4472869.647,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LAS ADELFAS,36,http://www.group10.org/pl/resource/Location/L29695
http://www.group10.org/pl/resource/ParkingMeter/PM703230037,703230037,443066.9057,4472402.076,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE AGUSTIN VIÑAMATA,8,http://www.group10.org/pl/resource/Location/L29696
http://www.group10.org/pl/resource/ParkingMeter/PM703230031,703230031,443278.9057,4472474.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE ARREGUI Y ARUEJ,21,http://www.group10.org/pl/resource/Location/L29697
http://www.group10.org/pl/resource/ParkingMeter/PM703230023,703230023,443313.6557,4472588.243,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE ARREGUI Y ARUEJ,29,http://www.group10.org/pl/resource/Location/L29698
http://www.group10.org/pl/resource/ParkingMeter/PM703230036,703230036,443180.5307,4472271.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE ARREGUI Y ARUEJ,1 B,http://www.group10.org/pl/resource/Location/L29699
http://www.group10.org/pl/resource/ParkingMeter/PM703230015,703230015,442938.2776,4472076.325,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE BARRILERO,5,http://www.group10.org/pl/resource/Location/L29700
http://www.group10.org/pl/resource/ParkingMeter/PM703230054,703230054,442802.2043,4472193.237,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE BARRILERO,1,http://www.group10.org/pl/resource/Location/L29701
http://www.group10.org/pl/resource/ParkingMeter/PM703230049,703230049,442886.1557,4472323.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL CAFETO,3,http://www.group10.org/pl/resource/Location/L29702
http://www.group10.org/pl/resource/ParkingMeter/PM703230008,703230008,443276.0528,4472915.0,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE CARLOS Y GUILLERMO FERNANDEZ SHAW,3,http://www.group10.org/pl/resource/Location/L29703
http://www.group10.org/pl/resource/ParkingMeter/PM703230038,703230038,442964.6557,4472465.701,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE CATALINA SUAREZ,1,http://www.group10.org/pl/resource/Location/L29706
http://www.group10.org/pl/resource/ParkingMeter/PM703230040,703230040,442983.7807,4472510.951,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE CATALINA SUAREZ,3,http://www.group10.org/pl/resource/Location/L29707
http://www.group10.org/pl/resource/ParkingMeter/PM703230028,703230028,443072.5565,4472630.037,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE CATALINA SUAREZ,32,http://www.group10.org/pl/resource/Location/L29708
http://www.group10.org/pl/resource/ParkingMeter/PM703230045,703230045,442726.7807,4472376.201,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL CERRO DE LA PLATA,4,http://www.group10.org/pl/resource/Location/L29709
http://www.group10.org/pl/resource/ParkingMeter/PM703230044,703230044,442661.9057,4472299.576,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL CERRO DE LA PLATA,8,http://www.group10.org/pl/resource/Location/L29710
http://www.group10.org/pl/resource/ParkingMeter/PM703230064,703230064,442871.6116,4471891.278,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL CERRO NEGRO,14,http://www.group10.org/pl/resource/Location/L29714
http://www.group10.org/pl/resource/ParkingMeter/PM703230009,703230009,443108.177,4473008.048,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL DOCTOR ESQUERDO,177,http://www.group10.org/pl/resource/Location/L29717
http://www.group10.org/pl/resource/ParkingMeter/PM703230012,703230012,443050.7354,4472927.361,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL DOCTOR ESQUERDO,183,http://www.group10.org/pl/resource/Location/L29718
http://www.group10.org/pl/resource/ParkingMeter/PM703230018,703230018,442931.3927,4472761.502,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL DOCTOR ESQUERDO,189,http://www.group10.org/pl/resource/Location/L29719
http://www.group10.org/pl/resource/ParkingMeter/PM703230041,703230041,442869.7807,4472673.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL DOCTOR ESQUERDO,199,http://www.group10.org/pl/resource/Location/L29720
http://www.group10.org/pl/resource/ParkingMeter/PM703230043,703230043,442809.4057,4472587.951,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DEL DOCTOR ESQUERDO,213,http://www.group10.org/pl/resource/Location/L29721
http://www.group10.org/pl/resource/ParkingMeter/PM703230006,703230006,443314.4294,4473000.036,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE FEDERICO MORENO TORROBA,2,http://www.group10.org/pl/resource/Location/L29722
http://www.group10.org/pl/resource/ParkingMeter/PM703230003,703230003,443410.0948,4473021.019,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE FEDERICO MORENO TORROBA,3,http://www.group10.org/pl/resource/Location/L29723
http://www.group10.org/pl/resource/ParkingMeter/PM703230004,703230004,443368.6812,4472911.549,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE FEDERICO MORENO TORROBA,4,http://www.group10.org/pl/resource/Location/L29724
http://www.group10.org/pl/resource/ParkingMeter/PM703230005,703230005,443351.2875,4472973.807,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE FEDERICO MORENO TORROBA,1 B,http://www.group10.org/pl/resource/Location/L29725
http://www.group10.org/pl/resource/ParkingMeter/PM703230056,703230056,443006.4057,4472174.576,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE GANDIA,4,http://www.group10.org/pl/resource/Location/L29726
http://www.group10.org/pl/resource/ParkingMeter/PM703230055,703230055,443086.5307,4472140.701,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE GANDIA,7,http://www.group10.org/pl/resource/Location/L29727
http://www.group10.org/pl/resource/ParkingMeter/PM703230020,703230020,443128.7807,4472739.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE GARIBAY,11,http://www.group10.org/pl/resource/Location/L29728
http://www.group10.org/pl/resource/ParkingMeter/PM703230046,703230046,442824.7807,4472377.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LOS HERMANOS RUIZ,2,http://www.group10.org/pl/resource/Location/L29729
http://www.group10.org/pl/resource/ParkingMeter/PM703230047,703230047,442755.6557,4472280.701,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE JATIVA,3,http://www.group10.org/pl/resource/Location/L29730
http://www.group10.org/pl/resource/ParkingMeter/PM703230051,703230051,442861.7807,4472219.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE JATIVA,37,http://www.group10.org/pl/resource/Location/L29731
http://www.group10.org/pl/resource/ParkingMeter/PM703230057,703230057,442970.2807,4472128.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE JATIVA,49,http://www.group10.org/pl/resource/Location/L29732
http://www.group10.org/pl/resource/ParkingMeter/PM703230024,703230024,443269.6036,4472622.312,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE JUAN DE JUANES,10,http://www.group10.org/pl/resource/Location/L29733
http://www.group10.org/pl/resource/ParkingMeter/PM703230035,703230035,443142.9057,4472299.076,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LOS MESEJO,5,http://www.group10.org/pl/resource/Location/L29734
http://www.group10.org/pl/resource/ParkingMeter/PM703230033,703230033,443185.7807,4472434.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LOS MESEJO,19,http://www.group10.org/pl/resource/Location/L29735
http://www.group10.org/pl/resource/ParkingMeter/PM703230032,703230032,443122.3437,4472500.407,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LUIS MITJANS,38,http://www.group10.org/pl/resource/Location/L29736
http://www.group10.org/pl/resource/ParkingMeter/PM703230029,703230029,443146.6557,4472596.701,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LUIS MITJANS,46,http://www.group10.org/pl/resource/Location/L29737
http://www.group10.org/pl/resource/ParkingMeter/PM703230025,703230025,443176.8223,4472703.993,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LUIS MITJANS,50 B,http://www.group10.org/pl/resource/Location/L29738
http://www.group10.org/pl/resource/ParkingMeter/PM703230061,703230061,442896.0307,4471973.951,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LUIS PEIDRO,17,http://www.group10.org/pl/resource/Location/L29739
http://www.group10.org/pl/resource/ParkingMeter/PM703230021,703230021,443234.1557,4472790.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE MARTINEZ CORROCHANO,41,http://www.group10.org/pl/resource/Location/L29741
http://www.group10.org/pl/resource/ParkingMeter/PM703230001,703230001,443254.2417,4473081.759,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,AVENIDA DEL MEDITERRANEO,50,http://www.group10.org/pl/resource/Location/L29742
http://www.group10.org/pl/resource/ParkingMeter/PM703230002,703230002,443368.9346,4473063.733,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,AVENIDA DEL MEDITERRANEO,56,http://www.group10.org/pl/resource/Location/L29743
http://www.group10.org/pl/resource/ParkingMeter/PM703230022,703230022,443242.1557,4472685.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE NUEVO BAZTAN,2,http://www.group10.org/pl/resource/Location/L29744
http://www.group10.org/pl/resource/ParkingMeter/PM703230039,703230039,442962.7807,4472609.326,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LOS PAJARITOS,7,http://www.group10.org/pl/resource/Location/L29745
http://www.group10.org/pl/resource/ParkingMeter/PM703230017,703230017,443105.0307,4472796.201,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LOS PAJARITOS,16,http://www.group10.org/pl/resource/Location/L29746
http://www.group10.org/pl/resource/ParkingMeter/PM703230026,703230026,443041.7807,4472705.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LOS PAJARITOS,23,http://www.group10.org/pl/resource/Location/L29747
http://www.group10.org/pl/resource/ParkingMeter/PM703230013,703230013,443123.8766,4472837.113,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE LOS PAJARITOS,41,http://www.group10.org/pl/resource/Location/L29748
http://www.group10.org/pl/resource/ParkingMeter/PM703230011,703230011,443122.6577,4472943.303,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE SANTA SABINA,3,http://www.group10.org/pl/resource/Location/L29750
http://www.group10.org/pl/resource/ParkingMeter/PM703230014,703230014,443200.3852,4472847.619,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE SANTA SABINA,5,http://www.group10.org/pl/resource/Location/L29751
http://www.group10.org/pl/resource/ParkingMeter/PM703230053,703230053,442939.3223,4472226.159,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE SECO,5,http://www.group10.org/pl/resource/Location/L29752
http://www.group10.org/pl/resource/ParkingMeter/PM703230060,703230060,442886.903,4472126.034,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE SECO,30,http://www.group10.org/pl/resource/Location/L29753
http://www.group10.org/pl/resource/ParkingMeter/PM703230052,703230052,443001.8893,4472289.013,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE SECO,1 B,http://www.group10.org/pl/resource/Location/L29754
http://www.group10.org/pl/resource/ParkingMeter/PM703230034,703230034,443226.5307,4472353.326,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE TRIQUET,6,http://www.group10.org/pl/resource/Location/L29755
http://www.group10.org/pl/resource/ParkingMeter/PM703230030,703230030,443220.4057,4472557.201,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-02,CALLE DE VALDERRIBAS,86,http://www.group10.org/pl/resource/Location/L29756
http://www.group10.org/pl/resource/ParkingMeter/PM703330040,703330040,443271.6557,4474218.201,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL ALCALDE SAINZ DE BARANDA,68,http://www.group10.org/pl/resource/Location/L29757
http://www.group10.org/pl/resource/ParkingMeter/PM703330037,703330037,443407.5307,4474300.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL ALCALDE SAINZ DE BARANDA,78,http://www.group10.org/pl/resource/Location/L29758
http://www.group10.org/pl/resource/ParkingMeter/PM703330041,703330041,443272.1557,4474274.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL ALCALDE SAINZ DE BARANDA,79,http://www.group10.org/pl/resource/Location/L29759
http://www.group10.org/pl/resource/ParkingMeter/PM703330007,703330007,443533.8302,4474491.235,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL ALCALDE SAINZ DE BARANDA,90,http://www.group10.org/pl/resource/Location/L29760
http://www.group10.org/pl/resource/ParkingMeter/PM703330038,703330038,443393.2807,4474319.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL ALCALDE SAINZ DE BARANDA,97,http://www.group10.org/pl/resource/Location/L29761
http://www.group10.org/pl/resource/ParkingMeter/PM703330004,703330004,443340.4224,4474603.079,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DE ANTONIO CASERO,3,http://www.group10.org/pl/resource/Location/L29763
http://www.group10.org/pl/resource/ParkingMeter/PM703330005,703330005,443400.3107,4474569.448,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DE ANTONIO CASERO,16,http://www.group10.org/pl/resource/Location/L29764
http://www.group10.org/pl/resource/ParkingMeter/PM703330074,703330074,443370.6557,4473612.451,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DE LOS ASTROS,11,http://www.group10.org/pl/resource/Location/L29765
http://www.group10.org/pl/resource/ParkingMeter/PM703330075,703330075,443457.9057,4473677.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,PASAJE DE CAN MAYOR,2,http://www.group10.org/pl/resource/Location/L29768
http://www.group10.org/pl/resource/ParkingMeter/PM703330065,703330065,443433.2807,4473792.701,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,PASAJE DE CAN MENOR,5,http://www.group10.org/pl/resource/Location/L29769
http://www.group10.org/pl/resource/ParkingMeter/PM703330072,703330072,443295.9057,4473692.201,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DE LA CRUZ DEL SUR,2,http://www.group10.org/pl/resource/Location/L29770
http://www.group10.org/pl/resource/ParkingMeter/PM703330080,703330080,443256.7807,4473543.076,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DE LA CRUZ DEL SUR,16,http://www.group10.org/pl/resource/Location/L29771
http://www.group10.org/pl/resource/ParkingMeter/PM703330089,703330089,443261.5307,4473379.951,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DE LA CRUZ DEL SUR,23,http://www.group10.org/pl/resource/Location/L29772
http://www.group10.org/pl/resource/ParkingMeter/PM703330093,703330093,443245.5307,4473297.701,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DE LA CRUZ DEL SUR,36,http://www.group10.org/pl/resource/Location/L29773
http://www.group10.org/pl/resource/ParkingMeter/PM703330008,703330008,443254.0537,4474592.017,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL DOCTOR ESQUERDO,59,http://www.group10.org/pl/resource/Location/L29775
http://www.group10.org/pl/resource/ParkingMeter/PM703330042,703330042,443237.1557,4474352.326,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL DOCTOR ESQUERDO,83,http://www.group10.org/pl/resource/Location/L29776
http://www.group10.org/pl/resource/ParkingMeter/PM703330043,703330043,443231.9057,4474280.826,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL DOCTOR ESQUERDO,89,http://www.group10.org/pl/resource/Location/L29777
http://www.group10.org/pl/resource/ParkingMeter/PM703330045,703330045,443221.6557,4474129.326,http://www.group10.org/pl/resource/District/D03,http://www.group10.org/pl/resource/Neighborhood/N03-03,CALLE DEL DOCTOR ESQUERDO,99,http://www.group10.org/pl/resource/Location/L29778
