ikey;id;title;area_id;area_title;municipio_id;municipio_title;adjudicatario_id;adjudicatario_title;entidad_financiadora_id;entidad_financiadora_title;importe;fecha_adjudicacion;linea_financiacion_id;linea_financiacion_title;bases_reguladoras;tipo_instrumento_id;tipo_instrumento_title;aplicacion_presupuestaria_id;aplicacion_presupuestaria_title;nominativa;tipo_procedimiento;naturaleza_juridica_id;naturaleza_juridica_title;proyecto_subvencionado;publicable;id_subvencion;id_convocatoria
"1301322";"1301322";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301322";"Dato Protegido 1301322";"MDRD";"Ayuntamiento de Madrid";1183.10;"2020-10-23 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49448";"510407"
"1301323";"1301323";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301323";"Dato Protegido 1301323";"MDRD";"Ayuntamiento de Madrid";3471.50;"2020-10-21 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49449";"510407"
"1301324";"1301324";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301324";"Dato Protegido 1301324";"MDRD";"Ayuntamiento de Madrid";1990.29;"2020-10-21 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49450";"510407"
"1301325";"1301325";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301325";"Dato Protegido 1301325";"MDRD";"Ayuntamiento de Madrid";2452.04;"2020-10-13 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49451";"510407"
"1301326";"1301326";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301326";"Dato Protegido 1301326";"MDRD";"Ayuntamiento de Madrid";10736.73;"2020-10-13 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49452";"510407"
"1301327";"1301327";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301327";"Dato Protegido 1301327";"MDRD";"Ayuntamiento de Madrid";2244.71;"2020-10-22 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49453";"510407"
"1301328";"1301328";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301328";"Dato Protegido 1301328";"MDRD";"Ayuntamiento de Madrid";2170.56;"2020-10-13 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49455";"510407"
"1301329";"1301329";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301329";"Dato Protegido 1301329";"MDRD";"Ayuntamiento de Madrid";448.00;"2020-10-23 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49458";"510407"
"1301330";"1301330";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301330";"Dato Protegido 1301330";"MDRD";"Ayuntamiento de Madrid";25000.00;"2020-10-16 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49858";"510407"
"1301331";"1301331";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301331";"Dato Protegido 1301331";"MDRD";"Ayuntamiento de Madrid";6076.33;"2020-11-05 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49859";"510407"
"1301332";"1301332";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301332";"Dato Protegido 1301332";"MDRD";"Ayuntamiento de Madrid";14000.00;"2020-10-19 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49862";"510407"
"1301333";"1301333";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301333";"Dato Protegido 1301333";"MDRD";"Ayuntamiento de Madrid";12194.07;"2020-10-19 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49863";"510407"
"1301334";"1301334";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301334";"Dato Protegido 1301334";"MDRD";"Ayuntamiento de Madrid";7233.60;"2020-10-19 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49864";"510407"
"1301335";"1301335";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301335";"Dato Protegido 1301335";"MDRD";"Ayuntamiento de Madrid";1868.66;"2020-10-19 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49866";"510407"
"1301336";"1301336";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301336";"Dato Protegido 1301336";"MDRD";"Ayuntamiento de Madrid";19944.80;"2020-10-21 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49868";"510407"
"1301337";"1301337";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301337";"Dato Protegido 1301337";"MDRD";"Ayuntamiento de Madrid";11526.98;"2020-10-21 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49871";"510407"
"1301338";"1301338";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301338";"Dato Protegido 1301338";"MDRD";"Ayuntamiento de Madrid";1644.46;"2020-10-28 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49873";"510407"
"1301339";"1301339";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301339";"Dato Protegido 1301339";"MDRD";"Ayuntamiento de Madrid";1739.90;"2020-10-21 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49876";"510407"
"1301340";"1301340";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"161";"VIVIENDA";"28079";"Madrid";"Dato Protegido 1301340";"Dato Protegido 1301340";"MDRD";"Ayuntamiento de Madrid";23395.03;"2020-10-22 00:00:00.0";"08";"ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/510407";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/15220/78900";"CONSERVACIÓN Y REHABILITACIÓN VIVIENDA / TRANS.CAP.FAMILIAS";"false";"CONCURRENCIA COMPETITIVA";"10";"PERSONA FÍSICA ESPAÑOLA MAYOR DE 14 AÑOS";"SUBV ADAPTAC. VIV.PERSONAS MOV.REDUC.'PLAN ADAPTA MADRID-2020'";"NO";"49879";"510407"
