ikey;id;title;area_id;area_title;municipio_id;municipio_title;adjudicatario_id;adjudicatario_title;entidad_financiadora_id;entidad_financiadora_title;importe;fecha_adjudicacion;linea_financiacion_id;linea_financiacion_title;bases_reguladoras;tipo_instrumento_id;tipo_instrumento_title;aplicacion_presupuestaria_id;aplicacion_presupuestaria_title;nominativa;tipo_procedimiento;naturaleza_juridica_id;naturaleza_juridica_title;proyecto_subvencionado;publicable;id_subvencion;id_convocatoria
"2272095";"2272095";"CUOTA ANUAL UCCI 2022";"102";"COORDINACIÓN GENERAL DE LA ALCALDÍA";"28079";"Madrid";"G78293669";"UNION DE CIUDADES CAPITALES IBEROAMERICANAS";"MDRD";"Ayuntamiento de Madrid";886.60;"2022-03-17 00:00:00.0";"05";"SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/616264";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/92206/48901";"COORDINACIÓN GENERAL DE LA ALCALDÍA / OT. TRANF. A INSITUC. S/F";"false";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"CUOTA ANUAL UCCI 2022";"SI";"3525";"616264"
"2272100";"2272100";"SUBVENCION DIRECTA A MADRID EVENTOS CC PARA ORGANIZAR MADRID PLATFORM";"140";"ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y EMPLEO";"28079";"Madrid";"B88620356";"MADRID EVENTOS CONGRESOS Y CONVENCIONES S L";"MDRD";"Ayuntamiento de Madrid";145000.00;"2022-03-18 00:00:00.0";"18";"OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/637577";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/43304/47999";"ATRACCIÓN DE INVERSIÓN E INTERNACIO. EMPRESARIAL / OTRAS SUBV. EMP. PRIVADAS";"true";"CONCESIÓN DIRECTA";"31";"PERSONA JURÍDICA ESPAÑOLA.SOCIEDAD RESP LIMITADA";"SUBVENCION DIRECTA A MADRID EVENTOS CC PARA ORGANIZAR MADRID PLATFORM";"SI";"3530";"637577"
"2272129";"2272129";"SUBV. NOM. ASOC. TRIANGULO JUVENTUD";"201";"DISTRITO DE CENTRO";"28079";"Madrid";"G84370683";"ASOC TRIÁNGULO JUVENTUD MADRID POR LA IGUALDAD SOCIAL DE JOVENES GAIS LESBIANAS Y BISEXUALES";"MDRD";"Ayuntamiento de Madrid";10000.00;"2022-04-18 00:00:00.0";"05";"SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/623170";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/92401/48901";"PARTICIPACIÓN CIUDADANA / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"SUBV. NOM. ASOC. TRIANGULO JUVENTUD";"SI";"3559";"623170"
"2272149";"2272149";"SUBV. NOM. CLUB DEPORTIVO ELEMENTAL DRAGONES DE LAVAPIES";"201";"DISTRITO DE CENTRO";"28079";"Madrid";"G87085478";"CLUB DEPORTIVO ELEMENTAL DRAGONES DE LAVAPIES";"MDRD";"Ayuntamiento de Madrid";16000.00;"2022-06-13 00:00:00.0";"05";"SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/633719";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/92401/48901";"PARTICIPACIÓN CIUDADANA / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"SUBV. NOM. CLUB DEPORTIVO ELEMENTAL DRAGONES DE LAVAPIES";"SI";"3579";"633719"
"2272184";"2272184";"SUBV. NOM. ASOC.ORQUESTA ESCUELA DEL BARRIO";"201";"DISTRITO DE CENTRO";"28079";"Madrid";"G87516290";"ASOCIACIÓN ORQUESTA ESCUELA DEL BARRIO";"MDRD";"Ayuntamiento de Madrid";10000.00;"2022-05-23 00:00:00.0";"11";"CULTURA";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/628809";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/92401/48901";"PARTICIPACIÓN CIUDADANA / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"SUBV. NOM. ASOC.ORQUESTA ESCUELA DEL BARRIO";"SI";"3614";"628809"
"2272740";"2272740";"ASOC.AMIGOS FERIA LIBRO MOYANO 'SOY DE LA CUESTA' 2022";"130";"ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE";"28079";"Madrid";"G88600416";"ASOCIACION DE AMIGOS DE LA FERIA DE LIBROS DE MOYANO SOY LA CUESTA";"MDRD";"Ayuntamiento de Madrid";50000.00;"2022-03-31 00:00:00.0";"11";"CULTURA";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/619570";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/33210/48901";"BIBLIOTECAS PÚBLICAS Y PATRIMONIO BIBLIOGRÁFICO / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"ASOC.AMIGOS FERIA LIBRO MOYANO 'SOY DE LA CUESTA' 2022";"SI";"4170";"619570"
"2272795";"2272795";"CONVENIO SUBVENCIÓN CEIM 2022-2023";"140";"ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y EMPLEO";"28079";"Madrid";"G28513307";"CONFEDERACION EMPRESARIAL DE MADRID CEOE";"MDRD";"Ayuntamiento de Madrid";400000.00;"2022-03-30 00:00:00.0";"18";"OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/619218";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/43304/48901";;"false";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"CONVENIO SUBVENCIÓN CEIM 2022-2023";"SI";"4225";"619218"
"2272891";"2272891";"SUBV NOM ASOC FILARMONICA ORQUESTA CARLOS III";"208";"DISTRITO DE FUENCARRAL-EL PARDO";"28079";"Madrid";"G86042538";"ASOCIACION FILARMONICA ORQUESTA DE CAMARA CARLOS III";"MDRD";"Ayuntamiento de Madrid";45000.00;"2022-03-31 00:00:00.0";"10";"EDUCACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/620127";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/32601/48901";"SERVICIOS COMPLEMENTARIOS EDUCACIÓN / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"SUBV NOM ASOC FILARMONICA ORQUESTA CARLOS III";"SI";"4321";"620127"
"2272982";"2272982";"CUOTA ORGANIZACIÓN LUCI ASSOCIATION 2022";"130";"ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE";"28079";"Madrid";"44520509900028";"LUCI ASSOCIATION";"MDRD";"Ayuntamiento de Madrid";6210.00;"2022-03-25 00:00:00.0";"11";"CULTURA";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/618538";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/33601/48901";"PATRIMONIO CULTURAL / OT. TRANF. A INSITUC. S/F";"false";"CONCESIÓN DIRECTA";"50";"PERSONA JURÍDICA EXTRANJERA";"CUOTA ORGANIZACIÓN LUCI ASSOCIATION 2022";"SI";"4412";"618538"
"2273109";"2273109";"CUOTA ANUAL 2022 FORUM EUROPEO SEGURIDAD";"120";"ÁREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS";"28079";"Madrid";"38025374000043";"EUROPEAN FORUM FOR URBAN SECURITY (EFUS)";"MDRD";"Ayuntamiento de Madrid";8625.00;"2022-03-30 00:00:00.0";"18";"OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/618990";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/13201/48901";"SEGURIDAD / OT. TRANF. A INSITUC. S/F";"false";"CONCESIÓN DIRECTA";"50";"PERSONA JURÍDICA EXTRANJERA";"CUOTA ANUAL 2022 FORUM EUROPEO SEGURIDAD";"SI";"4539";"618990"
"2273476";"2273476";"SUBV.NOM.ASOCIACIÓN LIBREROS DE LANCE 22";"130";"ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE";"28079";"Madrid";"G78343514";"ASOCIACION DE LIBREROS DE LANCE DE MADRID";"MDRD";"Ayuntamiento de Madrid";5000.00;"2022-04-08 00:00:00.0";"11";"CULTURA";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/623940";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/33210/48901";"BIBLIOTECAS PÚBLICAS Y PATRIMONIO BIBLIOGRÁFICO / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"SUBV.NOM.ASOCIACIÓN LIBREROS DE LANCE 22";"SI";"4906";"623940"
"2273529";"2273529";"CAMPEONATOS DE EUROPA BÁDMINTON 2022";"131";"ÁREA DELEGADA DE DEPORTE";"28079";"Madrid";"G78025913";"FEDERACION ESPAÑOLA DE BADMINTON";"MDRD";"Ayuntamiento de Madrid";600000.00;"2022-05-24 00:00:00.0";"11";"CULTURA";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/629263";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/34102/48901";"COORD.Y FOMENTO DEPORTE / OT. TRANF. A INSITUC. S/F";"false";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"CAMPEONATOS DE EUROPA BÁDMINTON 2022";"SI";"4959";"629263"
"2273536";"2273536";"CONVENIO SUBVENCIÓN NOMINATIVA COOPERAMA 2022";"140";"ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y EMPLEO";"28079";"Madrid";"G86403094";"COOPERAMA UNION DE COOPERATIVAS MADRILEÑAS DE TRABAJO";"MDRD";"Ayuntamiento de Madrid";50000.00;"2022-04-21 00:00:00.0";"18";"OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/622949";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/43301/48901";"PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"CONVENIO SUBVENCIÓN NOMINATIVA COOPERAMA 2022";"SI";"4966";"622949"
"2273626";"2273626";"DESARROLLO PROGR EDUCATIVOS FOMENTO EMPRENDIMIENTO JUVENIL";"141";"EMPRENDIMIENTO, EMPLEO E INNOVACIÓN";"28079";"Madrid";"G82878950";"FUNDACION JUNIOR ACHIEVEMENT ESPAÑA";"MDRD";"Ayuntamiento de Madrid";100000.00;"2022-05-12 00:00:00.0";"10";"EDUCACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/626603";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/43305/48099";"EMPRENDIMIENTO / A OTRAS FUNDACIONES";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"DESARROLLO PROGR EDUCATIVOS FOMENTO EMPRENDIMIENTO JUVENIL";"SI";"5056";"626603"
"2273984";"2273984";"CONV. SUBV. NOMINATIVA ASOCIACIÓN PLATAFORMA REDOMI";"201";"DISTRITO DE CENTRO";"28079";"Madrid";"G87172441";"PLATAFORMA REDOMI";"MDRD";"Ayuntamiento de Madrid";10000.00;"2022-05-23 00:00:00.0";"10";"EDUCACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/628811";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/92401/48901";"PARTICIPACIÓN CIUDADANA / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"CONV. SUBV. NOMINATIVA ASOCIACIÓN PLATAFORMA REDOMI";"SI";"5414";"628811"
"2273989";"2273989";"CONVENIO SUBVENCION NOMINATIVA FECOMA";"140";"ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y EMPLEO";"28079";"Madrid";"F81803827";"Federación Cooperativas Madrileña";"MDRD";"Ayuntamiento de Madrid";50000.00;"2022-05-09 00:00:00.0";"18";"OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/625857";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/43301/48901";"PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL / OT. TRANF. A INSITUC. S/F";"true";"CONCESIÓN DIRECTA";"35";"PERSONA JURÍDICA ESPAÑOLA.SOCIEDAD COOPERATIVA";"CONVENIO SUBVENCION NOMINATIVA FECOMA";"SI";"5419";"625857"
"2274081";"2274081";"SUBV.NOM. MUSEO NACIONAL DEL PRADO 2022";"130";"ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE";"28079";"Madrid";"Q2828018H";"MUSEO NACIONAL DEL PRADO . .";"MDRD";"Ayuntamiento de Madrid";250000.00;"2022-05-06 00:00:00.0";"11";"CULTURA";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/628632";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/33301/42300";"MUSEOS / A ENTIDADES PÚBLICAS EMPRESARIALES";"true";"CONCESIÓN DIRECTA";"42";"PERSONA JURÍDICA ESPAÑOLA.OO.AA.ESTATALES Y ASIM.";"SUBV.NOM. MUSEO NACIONAL DEL PRADO 2022";"SI";"5511";"628632"
"2274217";"2274217";"SUBV. NOM. UNIVERSIDAD REY JUAN CARLOS 2021-2022";"219";"DISTRITO DE VICÁLVARO";"28079";"Madrid";"Q2803011B";"UNIVERSIDAD REY JUAN CARLOS";"MDRD";"Ayuntamiento de Madrid";12000.00;"2022-06-28 00:00:00.0";"10";"EDUCACIÓN";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/644633";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/32601/45303";"SERVICIOS COMPLEMENTARIOS EDUCACIÓN / A UNIVERSIDADES PUB.";"true";"CONCESIÓN DIRECTA";"43";"PERSONA JURÍDICA ESPAÑOLA.OO.AA.AUTONÓMICOS Y ASIM";"SUBV. NOM. UNIVERSIDAD REY JUAN CARLOS 2021-2022";"SI";"5647";"644633"
"2274286";"2274286";"RESIDENCIAS ACADEMIA DE CINE 2022/2023";"140";"ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y EMPLEO";"28079";"Madrid";"G78307584";"ACADEMIA DE LAS ARTES Y LAS CIENCIAS CINEMATOGRAFICAS DE ESPAÑA";"MDRD";"Ayuntamiento de Madrid";450000.00;"2022-05-13 00:00:00.0";"14";"COMERCIO, TURISMO Y PYMES";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/627795";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/92402/48901";"PARTICIPACIÓN EMPRESARIAL / OT. TRANF. A INSITUC. S/F";"false";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"RESIDENCIAS ACADEMIA DE CINE 2022/2023";"SI";"5716";"627795"
"2274810";"2274810";"165/2022/00216 SUBV.DIR.MDO.LA PAZ - PAN.FOTOVOLTÁICOS";"140";"ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y EMPLEO";"28079";"Madrid";"V78039286";"ASOCIACION DE COMERCIANTES DEL CENTRO COMERCIAL LA PAZ .";"MDRD";"Ayuntamiento de Madrid";23000.00;"2022-06-27 00:00:00.0";"14";"COMERCIO, TURISMO Y PYMES";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatoria/636036";"SUBV";"SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN";"G/43162/78901";"NGEU. APOYO MERCADOS SOSTENIBLES / OTRAS T. A INST. S.F.L.";"false";"CONCESIÓN DIRECTA";"36";"PERSONA JURÍDICA ESPAÑOLA.ASOCIACIONES Y OTROS";"165/2022/00216 SUBV.DIR.MDO.LA PAZ - PAN.FOTOVOLTÁICOS";"SI";"6240";"636036"
