provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;14;2;14;28014002_14_6;2022;10;9;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;148;4;7;28148004_7_8;2022;10;9;2;T;2;T;2;T;2;T;2;T;2;T;3;T;3;T;4;T;3;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;;N;;N;;N;;N;;N;;N
28;148;4;8;28148004_8_8;2022;10;9;11;T;11;T;13;T;10;T;12;T;15;T;19;T;14;T;13;T;6;T;3;T;2;T;2;T;2;T;3;T;3;T;4;T;8;T;;N;;N;;N;;N;;N;;N
28;148;4;9;28148004_9_49;2022;10;9;5;T;6;T;7;T;7;T;8;T;8;T;9;T;9;T;11;T;10;T;6;T;4;T;2;T;6;T;7;T;10;T;9;T;9;T;;N;;N;;N;;N;;N;;N
28;148;4;10;28148004_10_49;2022;10;9;20;T;19;T;18;T;19;T;20;T;18;T;18;T;16;T;19;T;24;T;25;T;24;T;25;T;25;T;26;T;28;T;32;T;34;T;;N;;N;;N;;N;;N;;N
28;148;4;12;28148004_12_8;2022;10;9;14;T;14;T;16;T;13;T;15;T;18;T;23;T;19;T;19;T;11;T;6;T;5;T;5;T;5;T;6;T;6;T;7;T;11;T;;N;;N;;N;;N;;N;;N
28;148;4;14;28148004_14_6;2022;10;9;55;T;46;T;38;T;39;T;41;T;40;T;32;T;43;T;51;T;74;T;84;T;87;T;88;T;96;T;97;T;97;T;97;T;87;T;;N;;N;;N;;N;;N;;N
28;16;1;1;28016001_1_38;2022;10;9;2;T;2;T;2;T;2;T;2;T;2;T;1;T;2;T;2;T;2;T;2;T;1;T;2;T;2;T;2;T;2;T;1;T;2;T;;N;;N;;N;;N;;N;;N
28;16;1;6;28016001_6_48;2022;10;9;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;0.5;T;;N;;N;;N;;N;;N;;N
28;16;1;7;28016001_7_8;2022;10;9;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N
28;16;1;8;28016001_8_8;2022;10;9;4;T;3;T;2;T;3;T;5;T;4;T;4;T;5;T;3;T;3;T;2;T;2;T;2;T;3;T;5;T;5;T;5;T;4;T;;N;;N;;N;;N;;N;;N
28;16;1;9;28016001_9_49;2022;10;9;11;T;10;T;9;T;9;T;10;T;9;T;9;T;9;T;8;T;7;T;5;T;8;T;7;T;8;T;10;T;11;T;10;T;9;T;;N;;N;;N;;N;;N;;N
28;16;1;10;28016001_10_49;2022;10;9;29;T;26;T;23;T;19;T;17;T;17;T;16;T;16;T;16;T;14;T;13;T;14;T;13;T;14;T;17;T;17;T;15;T;16;T;;N;;N;;N;;N;;N;;N
28;16;1;12;28016001_12_8;2022;10;9;6;T;5;T;4;T;5;T;7;T;6;T;6;T;7;T;5;T;5;T;4;T;4;T;4;T;5;T;7;T;7;T;7;T;6;T;;N;;N;;N;;N;;N;;N
28;16;1;14;28016001_14_6;2022;10;9;66;T;66;T;64;T;63;T;46;T;46;T;39;T;42;T;57;T;71;T;84;T;88;T;93;T;97;T;101;T;105;T;107;T;103;T;;N;;N;;N;;N;;N;;N
28;16;1;20;28016001_20_59;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.2;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;16;1;30;28016001_30_59;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;16;1;42;28016001_42_2;2022;10;9;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;;N;;N;;N;;N;;N;;N
28;16;1;44;28016001_44_2;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;16;1;431;28016001_431_59;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;161;1;7;28161001_7_8;2022;10;9;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N
28;161;1;8;28161001_8_8;2022;10;9;10;T;10;T;9;T;7;T;7;T;7;T;10;T;8;T;7;T;5;T;5;T;4;T;4;T;3;T;2;T;3;T;4;T;19;T;;N;;N;;N;;N;;N;;N
28;161;1;9;28161001_9_49;2022;10;9;4;T;3;T;6;T;7;T;6;T;7;T;7;T;7;T;7;T;4;T;2;T;4;T;5;T;8;T;9;T;9;T;9;T;9;T;;N;;N;;N;;N;;N;;N
28;161;1;12;28161001_12_8;2022;10;9;12;T;13;T;11;T;9;T;9;T;9;T;12;T;10;T;9;T;7;T;7;T;6;T;6;T;5;T;4;T;5;T;6;T;21;T;;N;;N;;N;;N;;N;;N
28;161;1;14;28161001_14_6;2022;10;9;51;T;50;T;50;T;50;T;51;T;50;T;43;T;50;T;58;T;62;T;63;T;67;T;71;T;75;T;79;T;80;T;80;T;59;T;;N;;N;;N;;N;;N;;N
28;171;1;1;28171001_1_38;2022;10;9;2;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;3;T;2;T;3;T;2;T;2;T;;N;;N;;N;;N;;N;;N
28;171;1;6;28171001_6_48;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;171;1;7;28171001_7_8;2022;10;9;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N
28;171;1;8;28171001_8_8;2022;10;9;8;T;7;T;5;T;5;T;4;T;4;T;5;T;4;T;3;T;2;T;1;T;1;T;2;T;2;T;1;T;1;T;1;T;3;T;;N;;N;;N;;N;;N;;N
28;171;1;9;28171001_9_49;2022;10;9;15;T;17;T;12;T;11;T;10;T;8;T;6;T;9;T;3;T;1;T;3;T;4;T;3;T;6;T;6;T;7;T;9;T;13;T;;N;;N;;N;;N;;N;;N
28;171;1;10;28171001_10_49;2022;10;9;43;T;44;T;39;T;31;T;24;T;21;T;21;T;20;T;16;T;16;T;16;T;17;T;16;T;18;T;22;T;22;T;23;T;27;T;;N;;N;;N;;N;;N;;N
28;171;1;12;28171001_12_8;2022;10;9;10;T;9;T;7;T;7;T;6;T;6;T;7;T;6;T;5;T;4;T;3;T;3;T;4;T;4;T;3;T;3;T;3;T;5;T;;N;;N;;N;;N;;N;;N
28;171;1;14;28171001_14_6;2022;10;9;49;T;48;T;47;T;43;T;48;T;49;T;45;T;47;T;70;T;78;T;85;T;90;T;97;T;101;T;100;T;101;T;98;T;88;T;;N;;N;;N;;N;;N;;N
28;180;1;7;28180001_7_8;2022;10;9;1;T;2;T;1;T;1;T;2;T;1;T;3;T;3;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N
28;180;1;8;28180001_8_8;2022;10;9;11;T;7;T;8;T;6;T;9;T;6;T;6;T;7;T;4;T;5;T;4;T;3;T;3;T;3;T;3;T;3;T;3;T;20;T;;N;;N;;N;;N;;N;;N
28;180;1;9;28180001_9_49;2022;10;9;13;T;16;T;13;T;9;T;9;T;11;T;8;T;8;T;7;T;7;T;12;T;16;T;16;T;21;T;17;T;15;T;16;T;17;T;;N;;N;;N;;N;;N;;N
28;180;1;12;28180001_12_8;2022;10;9;13;T;10;T;10;T;8;T;12;T;8;T;10;T;12;T;6;T;7;T;6;T;5;T;5;T;5;T;5;T;5;T;6;T;23;T;;N;;N;;N;;N;;N;;N
28;180;1;14;28180001_14_6;2022;10;9;69;T;71;T;66;T;71;T;70;T;70;T;66;T;61;T;74;T;81;T;83;T;87;T;92;T;96;T;97;T;99;T;99;T;78;T;;N;;N;;N;;N;;N;;N
28;45;2;6;28045002_6_48;2022;10;9;0.7;T;0.7;T;0.7;T;0.7;T;0.7;T;0.7;T;0.7;T;0.7;T;0.9;T;1;T;0.9;T;0.8;T;1.3;T;1.4;T;0.9;T;1.1;T;0.9;T;1;T;;N;;N;;N;;N;;N;;N
28;45;2;7;28045002_7_8;2022;10;9;2;T;2;T;2;T;2;T;1;T;1;T;1;T;1;T;4;T;2;T;2;T;2;T;2;T;2;T;1;T;3;T;2;T;1;T;;N;;N;;N;;N;;N;;N
28;45;2;8;28045002_8_8;2022;10;9;14;T;12;T;14;T;10;T;5;T;6;T;5;T;7;T;12;T;8;T;7;T;6;T;7;T;6;T;6;T;11;T;11;T;13;T;;N;;N;;N;;N;;N;;N
28;45;2;10;28045002_10_49;2022;10;9;38;T;28;T;20;T;20;T;26;T;20;T;23;T;22;T;18;T;20;T;20;T;22;T;22;T;26;T;28;T;38;T;33;T;26;T;;N;;N;;N;;N;;N;;N
28;45;2;12;28045002_12_8;2022;10;9;17;T;15;T;17;T;12;T;7;T;8;T;7;T;9;T;18;T;11;T;10;T;9;T;10;T;9;T;8;T;15;T;14;T;15;T;;N;;N;;N;;N;;N;;N
28;45;2;14;28045002_14_6;2022;10;9;64;T;70;T;65;T;67;T;77;T;75;T;74;T;74;T;75;T;86;T;90;T;93;T;97;T;103;T;112;T;103;T;104;T;98;T;;N;;N;;N;;N;;N;;N
28;47;2;1;28047002_1_38;2022;10;9;2;T;2;T;1;T;1;T;1;T;1;T;2;T;2;T;2;T;2;T;2;T;1;T;2;T;2;T;2;T;2;T;2;T;2;T;;N;;N;;N;;N;;N;;N
28;47;2;7;28047002_7_8;2022;10;9;12;T;4;T;2;T;3;T;2;T;7;T;10;T;27;T;4;T;1;T;1;T;2;T;1;T;1;T;1;T;1;T;1;T;6;T;;N;;N;;N;;N;;N;;N
28;47;2;8;28047002_8_8;2022;10;9;35;T;26;T;25;T;20;T;20;T;28;T;29;T;38;T;20;T;7;T;8;T;8;T;5;T;5;T;6;T;8;T;16;T;45;T;;N;;N;;N;;N;;N;;N
28;47;2;9;28047002_9_49;2022;10;9;18;T;17;T;16;T;15;T;13;T;12;T;11;T;12;T;13;T;13;T;10;T;8;T;7;T;7;T;7;T;8;T;8;T;9;T;;N;;N;;N;;N;;N;;N
28;47;2;12;28047002_12_8;2022;10;9;54;T;31;T;28;T;24;T;23;T;39;T;44;T;79;T;26;T;9;T;10;T;11;T;7;T;7;T;8;T;10;T;18;T;54;T;;N;;N;;N;;N;;N;;N
28;47;2;14;28047002_14_6;2022;10;9;3;T;9;T;9;T;9;T;8;T;4;T;4;T;5;T;41;T;64;T;69;T;76;T;83;T;87;T;92;T;94;T;86;T;49;T;;N;;N;;N;;N;;N;;N
28;47;2;20;28047002_20_59;2022;10;9;1.7;T;2.4;T;1.7;T;1.1;T;1.2;T;1.5;T;1.2;T;2.2;T;1.4;T;0.5;T;0.6;T;0.4;T;0.4;T;0.3;T;0.4;T;0.5;T;0.3;T;2.1;T;;N;;N;;N;;N;;N;;N
28;47;2;30;28047002_30_59;2022;10;9;0.4;T;0.4;T;0.3;T;0.2;T;0.2;T;0.2;T;0.3;T;0.6;T;0.3;T;0.2;T;0.2;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.2;T;;N;;N;;N;;N;;N;;N
28;47;2;42;28047002_42_2;2022;10;9;1.4;T;1.4;T;1.4;T;1.4;T;1.4;T;1.4;T;1.4;T;1.4;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.3;T;1.4;T;;N;;N;;N;;N;;N;;N
28;47;2;44;28047002_44_2;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;47;2;431;28047002_431_59;2022;10;9;1.2;T;1.6;T;1.2;T;0.7;T;0.8;T;0.8;T;0.8;T;1.3;T;1;T;0.4;T;0.4;T;0.3;T;0.2;T;0.2;T;0.2;T;0.3;T;0.2;T;0.7;T;;N;;N;;N;;N;;N;;N
28;49;3;7;28049003_7_8;2022;10;9;1;T;1;T;1;T;1;T;2;T;3;T;6;T;11;T;8;T;5;T;6;T;4;T;2;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N
28;49;3;8;28049003_8_8;2022;10;9;21;T;20;T;14;T;18;T;22;T;24;T;34;T;35;T;25;T;16;T;14;T;10;T;4;T;4;T;4;T;5;T;5;T;19;T;;N;;N;;N;;N;;N;;N
28;49;3;9;28049003_9_49;2022;10;9;10;T;12;T;10;T;8;T;13;T;12;T;14;T;18;T;13;T;15;T;4;T;5;T;9;T;11;T;10;T;14;T;16;T;16;T;;N;;N;;N;;N;;N;;N
28;49;3;10;28049003_10_49;2022;10;9;33;T;30;T;26;T;25;T;26;T;29;T;32;T;33;T;33;T;31;T;27;T;24;T;23;T;22;T;23;T;24;T;26;T;29;T;;N;;N;;N;;N;;N;;N
28;49;3;12;28049003_12_8;2022;10;9;23;T;22;T;16;T;20;T;24;T;28;T;44;T;52;T;36;T;24;T;24;T;16;T;7;T;6;T;6;T;7;T;7;T;21;T;;N;;N;;N;;N;;N;;N
28;49;3;14;28049003_14_6;2022;10;9;47;T;40;T;41;T;34;T;29;T;25;T;18;T;15;T;35;T;56;T;75;T;84;T;94;T;100;T;101;T;101;T;103;T;83;T;;N;;N;;N;;N;;N;;N
28;5;2;1;28005002_1_38;2022;10;9;2;T;2;T;2;T;2;T;2;T;2;T;2;T;3;T;3;T;3;T;3;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;;N;;N;;N;;N;;N;;N
28;5;2;6;28005002_6_48;2022;10;9;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.8;T;0.9;T;;N;;N;;N;;N;;N;;N
28;5;2;7;28005002_7_8;2022;10;9;2;T;1;T;2;T;2;T;1;T;1;T;2;T;5;T;4;T;2;T;2;T;2;T;1;T;1;T;1;T;2;T;2;T;3;T;;N;;N;;N;;N;;N;;N
28;5;2;8;28005002_8_8;2022;10;9;17;T;12;T;16;T;16;T;14;T;11;T;25;T;24;T;20;T;7;T;8;T;4;T;3;T;3;T;4;T;9;T;10;T;36;T;;N;;N;;N;;N;;N;;N
28;5;2;9;28005002_9_49;2022;10;9;7;T;3;T;4;T;6;T;8;T;10;T;10;T;13;T;12;T;12;T;12;T;12;T;9;T;7;T;8;T;9;T;8;T;8;T;;N;;N;;N;;N;;N;;N
28;5;2;10;28005002_10_49;2022;10;9;16;T;14;T;11;T;13;T;16;T;14;T;12;T;17;T;22;T;20;T;16;T;17;T;20;T;23;T;25;T;28;T;30;T;32;T;;N;;N;;N;;N;;N;;N
28;5;2;12;28005002_12_8;2022;10;9;20;T;14;T;19;T;19;T;16;T;13;T;28;T;31;T;27;T;9;T;11;T;7;T;5;T;5;T;6;T;11;T;13;T;42;T;;N;;N;;N;;N;;N;;N
28;5;2;14;28005002_14_6;2022;10;9;56;T;56;T;44;T;39;T;42;T;54;T;31;T;30;T;48;T;83;T;86;T;91;T;95;T;101;T;105;T;103;T;100;T;66;T;;N;;N;;N;;N;;N;;N
28;58;4;7;28058004_7_8;2022;10;9;1;T;1;T;1;T;1;T;1;T;2;T;2;T;2;T;2;T;3;T;2;T;1;T;1;T;1;T;1;T;1;T;2;T;1;T;;N;;N;;N;;N;;N;;N
28;58;4;8;28058004_8_8;2022;10;9;19;T;19;T;13;T;12;T;9;T;10;T;12;T;12;T;11;T;10;T;8;T;6;T;5;T;5;T;4;T;5;T;9;T;16;T;;N;;N;;N;;N;;N;;N
28;58;4;10;28058004_10_49;2022;10;9;11;T;16;T;18;T;15;T;17;T;16;T;18;T;14;T;17;T;8;T;12;T;14;T;25;T;20;T;21;T;20;T;25;T;28;T;;N;;N;;N;;N;;N;;N
28;58;4;12;28058004_12_8;2022;10;9;21;T;21;T;15;T;14;T;11;T;13;T;15;T;14;T;15;T;15;T;12;T;8;T;8;T;7;T;6;T;7;T;12;T;19;T;;N;;N;;N;;N;;N;;N
28;58;4;14;28058004_14_6;2022;10;9;56;T;53;T;56;T;55;T;62;T;61;T;60;T;63;T;65;T;69;T;74;T;81;T;83;T;88;T;90;T;90;T;87;T;82;T;;N;;N;;N;;N;;N;;N
28;58;4;20;28058004_20_59;2022;10;9;1;T;1.4;T;1.7;T;1.5;T;0.8;T;0.6;T;0.6;T;0.5;T;0.7;T;0.7;T;0.5;T;1.1;T;0.3;T;0.3;T;0.9;T;0.2;T;0.3;T;0.4;T;;N;;N;;N;;N;;N;;N
28;58;4;30;28058004_30_59;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;58;4;42;28058004_42_2;2022;10;9;1.3;T;1.2;T;1.3;T;1.4;T;1.3;T;1.2;T;1.1;T;1.1;T;1.2;T;1.1;T;1.2;T;1.2;T;1.1;T;1.1;T;1.1;T;1.1;T;1.1;T;1.1;T;;N;;N;;N;;N;;N;;N
28;58;4;44;28058004_44_2;2022;10;9;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;58;4;431;28058004_431_59;2022;10;9;0.4;T;0.4;T;0.5;T;0.5;T;0.2;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.1;T;0.6;T;0.1;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N
28;6;4;7;28006004_7_8;2022;10;9;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N
28;6;4;8;28006004_8_8;2022;10;9;12;T;11;T;8;T;9;T;7;T;11;T;10;T;8;T;9;T;6;T;6;T;10;T;7;T;8;T;8;T;7;T;7;T;13;T;;N;;N;;N;;N;;N;;N
