X,Y,IDPTOVENTA,Municipio,Provincia,Código_Postal,Dirección,Latitud,Longitud
-3.56751999999995,40.4257700000001,FB_038932,Coslada,MADRID,28821,"PL SAN PEDRO Y SAN PABLO, 1",40.42577,-3.56752
-3.56322999999998,40.4253900000001,FB_02AB59,Coslada,MADRID,28821,"CL SANCHEZ ALONSO, 4",40.42539,-3.56323
-3.54518999999993,40.42431,FB_034214,Coslada,MADRID,28822,"CL HONDURAS, 12 (ESTANCO)",40.42431,-3.54519
-3.53927999999996,40.42456,FB_02AAB6,Coslada,MADRID,28823,"CL EBRO, 4",40.42456,-3.53928
-3.53252999999995,40.4414200000001,FB_039C5E,Coslada,MADRID,28823,"AV SAN PABLO, 6",40.44142,-3.53253
-3.55438999999996,40.42546,FB_0356FE,Coslada,MADRID,28823,"AV CONSTITUCION, 87 P 2 L-4",40.42546,-3.55439
-3.83955999999995,40.1911400000001,FB_02AC21,Cubas de la Sagra,MADRID,28978,"CL REAL, 16",40.19114,-3.83956
-3.45817999999997,40.54366,FB_034992,Daganzo de Arriba,MADRID,28814,"CL DEL PRINCIPE FELIPE, 24",40.54366,-3.45818
-3.45907999999997,40.54454,FB_0383F8,Daganzo de Arriba,MADRID,28814,"CL CONSTITUCION, 30",40.54454,-3.45908
-3.48379999999997,39.8827000000001,FB_0352E1,Dosbarrios,TOLEDO,45311,"AV DEL ROSARIO, 2-B",39.8827,-3.4838
-4.12917999999996,40.58403,FB_0338AF,El Escorial,MADRID,28280,"CL ALFOLI, 2",40.58403,-4.12918
-4.13144999999997,40.5834300000001,FB_03621D,El Escorial,MADRID,28280,"CL GOMEZ DEL CAMPO, 1 (P13)",40.58343,-4.13145
-4.06272999999993,40.60533,FB_03719A,El Escorial,MADRID,28292,"CL PRINCIPAL, S/N",40.60533,-4.06273
-3.10528999999997,40.1847100000001,FB_0289FF,Estremera,MADRID,28595,"CL IGLESIA, 25",40.18471,-3.10529
-3.17649999999998,40.7264900000001,FB_0386E3,Fontanar,GUADALAJARA,19290,"PZ MAYOR, 8",40.72649,-3.1765
-4.17139999999995,40.4868000000001,FB_0361CF,Fresnedillas de la Oliva,MADRID,28214,"CL REAL, 43",40.4868,-4.1714
-3.40151999999995,40.62258,FB_0292FD,Fresno de Torote,MADRID,28815,"CL ALDEANUEVA, 9",40.62258,-3.40152
-3.80152999999996,40.29454,FB_0297FB,Fuenlabrada,MADRID,28941,"CL ZAMORA, 18 LOC-B",40.29454,-3.80153
-3.79721999999992,40.2941200000001,FB_028A31,Fuenlabrada,MADRID,28941,"CL CASTILLA LA NUEVA, 27",40.29412,-3.79722
-3.79911999999996,40.2867600000001,FB_034A38,Fuenlabrada,MADRID,28941,"CL LAS NIEVES, 2 LOCAL",40.28676,-3.79912
-3.81685999999996,40.28734,FB_034AB7,Fuenlabrada,MADRID,28942,"CL CAMINO DEL MOLINO, 2",40.28734,-3.81686
-3.83826999999997,40.29787,FB_0356D2,Fuenlabrada,MADRID,28942,"CL POESIA, 8",40.29787,-3.83827
-3.80974999999995,40.2967800000001,FB_02A792,Fuenlabrada,MADRID,28942,"PL ORENSE, 10",40.29678,-3.80975
-3.80303999999995,40.28333,FB_02A7DC,Fuenlabrada,MADRID,28943,"CL ITALIA, 9 (ENTRADA CL. SUIZA)",40.28333,-3.80304
-3.80427999999995,40.2896900000001,FB_02A7EB,Fuenlabrada,MADRID,28943,"AV EUROPA, 1",40.28969,-3.80428
-3.80834999999996,40.2876000000001,FB_028A32,Fuenlabrada,MADRID,28943,"CL PORTUGAL, 44",40.2876,-3.80835
-3.79170999999997,40.28243,FB_03557E,Fuenlabrada,MADRID,28944,"CL IGLESIA, 2",40.28243,-3.79171
-3.79586999999998,40.28031,FB_0344A6,Fuenlabrada,MADRID,28944,"CL EXTREMADURA, 17",40.28031,-3.79587
-3.79108999999994,40.2842400000001,FB_029F83,Fuenlabrada,MADRID,28944,"AV FCO. JAVIER SAUQUILLO, 39",40.28424,-3.79109
-3.78928999999994,40.2839700000001,FB_039494,Fuenlabrada,MADRID,28944,"CL DE LA PLATA, 1",40.28397,-3.78929
-3.80074999999994,40.2767700000001,FB_038E0C,Fuenlabrada,MADRID,28944,"PL VALDESERRANO,  1",40.27677,-3.80075
-3.78704999999997,40.28148,FB_038893,Fuenlabrada,MADRID,28944,"CL FCO. JAVIER SAUQUILLO, 1",40.28148,-3.78705
-3.78918999999996,40.2954,FB_0386DF,Fuenlabrada,MADRID,28945,"AVDA DE LOS ANDES, 6",40.2954,-3.78919
-3.79601999999994,40.2877,FB_038A5F,Fuenlabrada,MADRID,28945,CL MAJADAHONDA C/V MALAGA (KIOSCO),40.2877,-3.79602
-3.79255999999998,40.2890100000001,FB_028A2E,Fuenlabrada,MADRID,28945,"CL CANARIAS, 4",40.28901,-3.79256
-4.20798999999994,40.05206,FB_038198,Fuensalida,TOLEDO,45510,"CL TOLEDO, 56",40.05206,-4.20799
-3.00943999999993,39.9246400000001,FB_039AA0,Fuente de Pedro Naharro,CUENCA,16411,"CL JOSE A. BALENCHANA VALDES, 24",39.92464,-3.00944
-3.01110999999997,39.9234200000001,FB_037101,Fuente de Pedro Naharro,CUENCA,16411,"CL PABLO ALONSO, 3",39.92342,-3.01111
-3.51373999999993,40.6335300000001,FB_029689,Fuente el Saz de Jarama,MADRID,28140,"CL IGLESIA, 4",40.63353,-3.51374
-3.16193999999996,40.11884,FB_028A00,Fuentidueña de Tajo,MADRID,28597,"AV ELENA SORIANO, 10",40.11884,-3.16194
-4.00074999999993,40.5767500000001,FB_02986E,Galapagar,MADRID,28260,"CL CA?UELO, 17",40.57675,-4.00075
-4.00319999999994,40.57662,FB_029333,Galapagar,MADRID,28260,AV VOLUNTARIOS 14,40.57662,-4.0032
-4.00774999999993,40.5793200000001,FB_038DEF,Galapagar,MADRID,28260,"CL DEL CA?O, 20",40.57932,-4.00775
-3.98419999999993,40.59716,FB_028A11,Galapagar,MADRID,28420,"CR LA NAVATA-GALAPAGAR, 144",40.59716,-3.9842
-3.68743999999998,40.9219800000001,FB_03974B,Garganta de los Montes,MADRID,28749,"CL NUEVA, 6",40.92198,-3.68744
-4.30318999999997,39.9664300000001,FB_03897B,Gerindote,TOLEDO,45518,"PL ESPA?A, 5",39.96643,-4.30319
-3.73182999999995,40.3054100000001,FB_037111,Getafe,MADRID,28901,"CL MADRID, 1",40.30541,-3.73183
-3.73323999999997,40.3021000000001,FB_0397AD,Getafe,MADRID,28901,"CL TOLEDO, 35",40.3021,-3.73324
-3.72888999999998,40.30506,FB_033869,Getafe,MADRID,28901,"CL ARBOLEDA, 9",40.30506,-3.72889
-3.73562999999996,40.30258,FB_037D5B,Getafe,MADRID,28901,"CL FERROCARRIL,S/N- ESQ RAM?N Y CAJ",40.30258,-3.73563
-3.73513999999994,40.30443,FB_028A23,Getafe,MADRID,28901,"CL POLVORANCA, 25",40.30443,-3.73514
-3.72512999999998,40.3099800000001,FB_038FEC,Getafe,MADRID,28902,"AV JUAN DE LA CIERVA, 41",40.30998,-3.72513
-3.73009999999994,40.3106100000001,FB_03399E,Getafe,MADRID,28902,"CL SAN JOSE CALASANZ, 16",40.31061,-3.7301
-3.72908999999993,40.30859,FB_029C53,Getafe,MADRID,28902,"CL MADRID, 62",40.30859,-3.72909
-3.72765999999996,40.3129700000001,FB_028A1D,Getafe,MADRID,28903,"CL MADRID, 115",40.31297,-3.72766
-3.72032999999993,40.31433,FB_037F43,Getafe,MADRID,28903,"AV ESPA?A, 41",40.31433,-3.72033
-3.71621999999996,40.31226,FB_0356A4,Getafe,MADRID,28903,CL ARAGON 28 ESQ CL MURCIA,40.31226,-3.71622
-3.71517999999998,40.31228,FB_03554E,Getafe,MADRID,28903,"CL ALBACETE, 22",40.31228,-3.71518
-3.72593999999998,40.3195700000001,FB_0351FA,Getafe,MADRID,28903,"AV CIUDADES, 3 L-4",40.31957,-3.72594
-3.71953999999994,40.3095000000001,FB_034AEF,Getafe,MADRID,28903,"AV DE LOS ANGELES, 31",40.3095,-3.71954
-3.71700999999996,40.3252600000001,FB_029AF8,Getafe,MADRID,28903,"CL HELLEN KELLER, 8",40.32526,-3.71701
-3.73867999999993,40.3049600000001,FB_028A1F,Getafe,MADRID,28904,"CL FAISAN, 9",40.30496,-3.73868
-3.73651999999993,40.3012000000001,FB_0372DF,Getafe,MADRID,28904,"CL ALONSO DE MENDOZA, 15",40.3012,-3.73652
-3.73644999999993,40.3090100000001,FB_038315,Getafe,MADRID,28904,"CL LEGANES, 53",40.30901,-3.73645
-3.73622999999998,40.3272900000001,FB_0362D5,Getafe,MADRID,28905,"AV BUENOS AIRES, 15",40.32729,-3.73623
-3.74614999999994,40.28529,FB_034AB3,Getafe,MADRID,28905,"CR TOLEDO, K-12,500",40.28529,-3.74615
-3.75113999999996,40.2946200000001,FB_0360D8,Getafe,MADRID,28905,PLAZA JUAN CARLOS I C.C.,40.29462,-3.75114
-3.65534999999994,40.3231000000001,FB_037A81,Getafe,MADRID,28909,"CL JESUS GRAN PODER, 15",40.3231,-3.65535
-3.85340999999994,40.2135700000001,FB_034203,Griñón,MADRID,28971,"CL MAYOR, 72",40.21357,-3.85341
-3.16783999999996,40.63545,FB_0354F8,Guadalajara,GUADALAJARA,19001,"CL MIGUEL FLUITERS, 39",40.63545,-3.16784
-3.16412999999994,40.63151,FB_0286AB,Guadalajara,GUADALAJARA,19001,"CL CONDESA VEGA DEL POZO, 8",40.63151,-3.16413
-3.16389999999996,40.6264800000001,FB_0397A1,Guadalajara,GUADALAJARA,19002,"CL DOCTOR FLEMING, 21",40.62648,-3.1639
-3.16378999999995,40.6294,FB_0361BE,Guadalajara,GUADALAJARA,19002,"CL P.FELIX FLORES, 1",40.6294,-3.16379
-3.16189999999995,40.62305,FB_02A9CA,Guadalajara,GUADALAJARA,19002,"CL FELIPE SOLANO ANTELO, 17",40.62305,-3.1619
-3.16625999999997,40.62674,FB_0339BF,Guadalajara,GUADALAJARA,19002,"CL RUFINO BLANCO, 7",40.62674,-3.16626
-3.17253999999997,40.6298,FB_029C47,Guadalajara,GUADALAJARA,19003,"CL CIFUENTES, 15",40.6298,-3.17254
-3.17394999999993,40.6275000000001,FB_02967C,Guadalajara,GUADALAJARA,19003,CL JUAN DIGES ANT?N 16,40.6275,-3.17395
-3.18253999999996,40.6430700000001,FB_038898,Guadalajara,GUADALAJARA,19004,"CL FRANCISCO ARITIO, 34",40.64307,-3.18254
-3.17881999999997,40.6299300000001,FB_029C02,Guadalajara,GUADALAJARA,19004,"AV EJERCITO, 21 LOCAL 3B",40.62993,-3.17882
-3.19217999999995,40.6324100000001,FB_03468D,Guadalajara,GUADALAJARA,19004,"CL LA ISABELA, 16",40.63241,-3.19218
-3.17322999999993,40.6364,FB_039E23,Guadalajara,GUADALAJARA,19004,"CL DOS DE MAYO, 1 EST.DE AUTOBUSES",40.6364,-3.17323
-3.15545999999995,40.6346800000001,FB_02A990,Guadalajara,GUADALAJARA,19005,"CL AMERICA, 12",40.63468,-3.15546
-3.15485999999993,40.6412,FB_0299E7,Guadalajara,GUADALAJARA,19005,"AV ATANCE, 11",40.6412,-3.15486
-3.15554999999995,40.63534,FB_0286AE,Guadalajara,GUADALAJARA,19005,"CL SORIA, 2",40.63534,-3.15555
-3.16112999999996,40.6319100000001,FB_039B95,Guadalajara,GUADALAJARA,19005,"AV DE BARCELONA, 4",40.63191,-3.16113
-3.16390999999993,40.63289,FB_039B16,Guadalajara,GUADALAJARA,19005,"BULEVAR ENTREPE?AS, 2",40.63289,-3.16391
-3.69268999999997,40.7840800000001,FB_03847A,Guadalix de la Sierra,MADRID,28794,"CL CARNICERIA, 8",40.78408,-3.69269
-4.14870999999994,39.8119800000001,FB_038BFA,Guadamur,TOLEDO,45160,"PZ RECESVINTO, 8",39.81198,-4.14871
-4.08531999999997,40.6744,FB_029B08,Guadarrama,MADRID,28440,"CL DOS DE MAYO, 11",40.6744,-4.08532
-4.08992999999998,40.67348,FB_0293B6,Guadarrama,MADRID,28440,"PL DEL PARQUE, 1",40.67348,-4.08993
-4.08673999999996,40.6706300000001,FB_038410,Guadarrama,MADRID,28440,"CL ALFONSO SENRA, 1",40.67063,-4.08674
-2.99782999999996,39.84205,FB_0371C8,Horcajo de Santiago,CUENCA,16410,"CL ABATE HERVAS, 4",39.84205,-2.99783
-2.99976999999996,39.8411300000001,FB_03436F,Horcajo de Santiago,CUENCA,16410,"CL ALONSO DE CESPEDES, 9",39.84113,-2.99977
-3.90805999999998,40.6225400000001,FB_03520F,Hoyo de Manzanares,MADRID,28240,"GLORIETA FACUNDO BAELO,7-8",40.62254,-3.90806
-3.93603999999993,40.6116400000001,FB_035623,Hoyo de Manzanares,MADRID,28240,"CL SELLA, 27(URBANIZACION)",40.61164,-3.93604
-3.90583999999996,40.6221600000001,FB_0389E6,Hoyo de Manzanares,MADRID,28240,"PL IGLESIA, 6",40.62216,-3.90584
-3.82395999999994,40.25703,FB_038955,Humanes de Madrid,MADRID,28970,"CL SANTIAGO R. Y CAJAL,10",40.25703,-3.82396
-3.83003999999994,40.2529700000001,FB_02989B,Humanes de Madrid,MADRID,28970,"CL MADRID, 57 C/V CL TEJAR",40.25297,-3.83004
-3.82172999999995,40.2557100000001,FB_0351C3,Humanes de Madrid,MADRID,28970,"AVDA CAMPOHERMOSO, 9 (PAPELER?A)",40.25571,-3.82173
-3.83078999999998,40.2510800000001,FB_029C6F,Humanes de Madrid,MADRID,28970,"CL HERMANOS TORA, 1",40.25108,-3.83079
-3.84805999999998,40.1259600000001,FB_0293DC,Illescas,TOLEDO,45200,"CL REAL, 92",40.12596,-3.84806
-3.85013999999995,40.1214400000001,FB_038611,Illescas,TOLEDO,45200,"AVDA CASTILLA LA MANCHA, 8.",40.12144,-3.85014
-3.85002999999995,40.123,FB_0367F5,Illescas,TOLEDO,45200,"AV CASTILLA LA MANCHA, 61 L-3",40.123,-3.85003
-3.77190999999993,40.3250600000001,FB_0297D5,Leganés,MADRID,28911,"CL NTRA.SRA.GUADALUPE, 4 L-1",40.32506,-3.77191
-3.76662999999996,40.32358,FB_039C6C,Leganés,MADRID,28911,"CL PEDRO DE VALDIVIA, 1",40.32358,-3.76663
-3.76581999999996,40.3252800000001,FB_039339,Leganés,MADRID,28911,"AV FUENLABRADA, 84",40.32528,-3.76582
-3.76403999999997,40.32755,FB_0362AC,Leganés,MADRID,28911,"PLAZA DE ESPA?A, 8",40.32755,-3.76404
-3.76622999999995,40.3292700000001,FB_03417A,Leganés,MADRID,28911,"CL JUAN MU?OZ, 5",40.32927,-3.76623
-3.76890999999995,40.32386,FB_029DD1,Leganés,MADRID,28911,"CL COVADONGA, 6",40.32386,-3.76891
-3.76293999999996,40.32957,FB_038781,Leganés,MADRID,28912,"AV FUENLABRADA, 36",40.32957,-3.76294
-3.76092999999997,40.3263400000001,FB_034953,Leganés,MADRID,28912,"CL GETAFE, 15",40.32634,-3.76093
-3.75853999999993,40.32991,FB_033F21,Leganés,MADRID,28912,"AV LA MANCHA, 5",40.32991,-3.75854
-3.77418999999998,40.33293,FB_03575B,Leganés,MADRID,28913,"CL GALICIA, 2",40.33293,-3.77419
-3.76934999999997,40.335,FB_029C95,Leganés,MADRID,28913,"CL RIO MANZANARES, 33",40.335,-3.76935
-3.76958999999994,40.33203,FB_03394E,Leganés,MADRID,28913,"CL RIO MANZANARES, 9",40.33203,-3.76959
-3.77222999999998,40.33414,FB_037EC0,Leganés,MADRID,28913,"CL RIO TORMES, 1 LOCAL 5",40.33414,-3.77223
-3.78826999999995,40.32924,FB_0341E0,Leganés,MADRID,28914,"CL TRIGO,39 POL.IND.POLVORANCA",40.32924,-3.78827
-3.75482999999997,40.33599,FB_02A7DD,Leganés,MADRID,28915,"CL LOS PEDROCHES, 14",40.33599,-3.75483
-3.74914999999993,40.33417,FB_02AB20,Leganés,MADRID,28915,"CL RIOJA, 120",40.33417,-3.74915
-3.75563999999997,40.33165,FB_039C99,Leganés,MADRID,28915,"CL LA SERENA, 1",40.33165,-3.75564
-3.75129999999996,40.3362000000001,FB_037241,Leganés,MADRID,28915,"AV REY JUAN CARLOS I, 27",40.3362,-3.7513
-3.75283999999994,40.3290500000001,FB_02A73D,Leganés,MADRID,28915,"CL BARDENAS, 2",40.32905,-3.75284
-3.74071999999995,40.3366600000001,FB_02ACB9,Leganés,MADRID,28916,"AV JUAN CARLOS I, 83-LOCAL 4",40.33666,-3.74072
-3.75215999999995,40.3403900000001,FB_02AB58,Leganés,MADRID,28916,"C/ RONCAL, 7",40.34039,-3.75216
-3.78029999999995,40.3579,FB_0358E3,Leganés,MADRID,28917,"CL SANTO DOMINGO, 21",40.3579,-3.7803
-3.78102999999993,40.3588500000001,FB_039401,Leganés,MADRID,28917,"AV LA LIBERTAD, 4",40.35885,-3.78103
-3.74791999999997,40.34349,FB_029774,Leganés,MADRID,28919,"CL PETRA KELLY, 3",40.34349,-3.74792
-3.74755999999996,40.3450500000001,FB_03896C,Leganés,MADRID,28919,"CL PETRA KELLY, 12",40.34505,-3.74756
-3.30640999999997,39.72342,FB_02ACD6,Lillo,TOLEDO,45870,"CL FRANCISCO MOLINA, 8",39.72342,-3.30641
-3.40910999999994,40.38311,FB_0382DC,Loeches,MADRID,28890,"CL CARRETEROS, 3",40.38311,-3.40911
-3.96755999999993,40.09277,FB_0388D1,Lominchar,TOLEDO,45212,"CL PALOMEQUE, 42",40.09277,-3.96756
-3.79193999999995,40.95174,FB_038DF4,Lozoya,MADRID,28742,"CL JUAN MARTIN, 6",40.95174,-3.79194
-3.61824999999993,40.92634,FB_0355FE,Lozoyuela-Navas-Sieteiglesias,MADRID,28752,"AV MADRID, 95",40.92634,-3.61825
-3.67815999999993,40.42949,FB_02894C,Madrid,MADRID,28001,"CL GENERAL PARDI?AS, 64",40.42949,-3.67816
-3.68614999999994,40.42814,FB_02895F,Madrid,MADRID,28001,"CL CLAUDIO COELLO, 56",40.42814,-3.68615
-3.68873999999994,40.42569,FB_0289D8,Madrid,MADRID,28001,"CL GOYA, 7 (PASAJE)",40.42569,-3.68874
-3.67732999999993,40.42738,FB_037372,Madrid,MADRID,28001,"CL AYALA, 88",40.42738,-3.67733
-3.67619999999994,40.4287600000001,FB_037A94,Madrid,MADRID,28001,"CL DON RAMON DE LA CRUZ, 73",40.42876,-3.6762
-3.67600999999996,40.42605,FB_0399AB,Madrid,MADRID,28001,"CL HERMOSILLA, 93",40.42605,-3.67601
-3.67728999999997,40.42456,FB_035762,Madrid,MADRID,28001,"CL GENERAL DIAZ PORLIER, 3",40.42456,-3.67729
-3.67884999999995,40.4251100000001,FB_034C97,Madrid,MADRID,28001,"CL GOYA, 75 (KIOSCO)",40.42511,-3.67885
-3.68713999999994,40.42821,FB_03509B,Madrid,MADRID,28001,"CL SERRANO, 54 (KIOSCO)",40.42821,-3.68714
-3.68501999999995,40.42792,FB_03516C,Madrid,MADRID,28001,"CL GOYA, 27",40.42792,-3.68502
-3.68187999999998,40.42537,FB_03984F,Madrid,MADRID,28001,"CL GOYA, 51",40.42537,-3.68188
-3.68302999999997,40.4252500000001,FB_037EDE,Madrid,MADRID,28001,"CL GOYA, 43 (KIOSCO)",40.42525,-3.68303
-3.66937999999993,40.4471800000001,FB_033F65,Madrid,MADRID,28002,"CL LOPEZ DE HOYOS, 174",40.44718,-3.66938
-3.67228999999998,40.44523,FB_038953,Madrid,MADRID,28002,"CL LOPEZ DE HOYOS, 140",40.44523,-3.67229
-3.68040999999994,40.4432100000001,FB_029DB3,Madrid,MADRID,28002,"CL GABRIEL LOBO, 18",40.44321,-3.68041
-3.67624999999993,40.4449300000001,FB_029EB2,Madrid,MADRID,28002,"CL SUERO DE QUI?ONES, 14",40.44493,-3.67625
-3.67541999999997,40.4478800000001,FB_029F6F,Madrid,MADRID,28002,"CL PRADILLO, 7",40.44788,-3.67542
-3.66827999999992,40.4447300000001,FB_0289AA,Madrid,MADRID,28002,"CL CLARA DEL REY, 42",40.44473,-3.66828
-3.67685999999998,40.4408100000001,FB_037D12,Madrid,MADRID,28002,"CL LOPEZ DE HOYOS, 114",40.44081,-3.67686
-3.67816999999997,40.4384600000001,FB_037D1B,Madrid,MADRID,28002,"CL FRANCISCO SILVELA, 92",40.43846,-3.67817
-3.66889999999995,40.44365,FB_0382A2,Madrid,MADRID,28002,"CL CLARA DEL REY, 47",40.44365,-3.6689
-3.66959999999995,40.4471600000001,FB_03836D,Madrid,MADRID,28002,"CL LOPEZ DE HOYOS, 156",40.44716,-3.6696
-3.67673999999994,40.438,FB_0362A6,Madrid,MADRID,28002,LG INTERCAMBIADOR AVENIDA DE AMERIC,40.438,-3.67674
-3.67765999999995,40.4506000000001,FB_0371AE,Madrid,MADRID,28002,"CL PRINCIPE VERGARA, 206 L-5",40.4506,-3.67766
-3.66784999999993,40.44813,FB_039BED,Madrid,MADRID,28002,"CL CLARA DEL REY, 81",40.44813,-3.66785
-3.66711999999995,40.4457400000001,FB_0397AA,Madrid,MADRID,28002,"CL CORAZON DE MARIA, 43",40.44574,-3.66712
-3.67872999999997,40.44401,FB_0397DE,Madrid,MADRID,28002,"CL PRINCIPE DE VERGARA, 135",40.44401,-3.67873
-3.67857999999995,40.45025,FB_039865,Madrid,MADRID,28002,"CL RODRIGUEZ MAR?N, 80 (KIOSCO)",40.45025,-3.67858
-3.66959999999995,40.4418600000001,FB_0389F4,Madrid,MADRID,28002,"CL CORAZON DE MARIA, 13",40.44186,-3.6696
-3.67229999999995,40.4446,FB_038E27,Madrid,MADRID,28002,"CL ROS DE OLANO, 2",40.4446,-3.6723
-3.67596999999995,40.44831,FB_039262,Madrid,MADRID,28002,CL PRADILLO 4,40.44831,-3.67597
-3.66453999999993,40.44748,FB_0393F7,Madrid,MADRID,28002,"CL PADRE CLARET, 17",40.44748,-3.66454
-3.67369999999994,40.4446600000001,FB_039468,Madrid,MADRID,28002,"CL LOPEZ DE HOYOS, 85",40.44466,-3.6737
-3.67508999999995,40.4436200000001,FB_039490,Madrid,MADRID,28002,"CL LOPEZ DE HOYOS, 73",40.44362,-3.67509
-3.67673999999994,40.43807,FB_038823,Madrid,MADRID,28002,"AV AMERICA, 9A",40.43807,-3.67674
-3.67231999999996,40.4422500000001,FB_034575,Madrid,MADRID,28002,"CL JUAN BAUTISTA TOLEDO, 30",40.44225,-3.67232
-3.70491999999996,40.4465500000001,FB_033FBE,Madrid,MADRID,28003,"AV REINA VICTORIA, 7",40.44655,-3.70492
-3.69705999999996,40.4466,FB_03721F,Madrid,MADRID,28003,"CL RAIMUNDO F. VILLAVERDE, 49",40.4466,-3.69706
-3.71313999999995,40.4388700000001,FB_02A05F,Madrid,MADRID,28003,"CL CEA BERMUDEZ, 43",40.43887,-3.71314
-3.70819999999998,40.4404500000001,FB_02897E,Madrid,MADRID,28003,"CL VALLEHERMOSO, 99",40.44045,-3.7082
-3.69901999999996,40.4409200000001,FB_028991,Madrid,MADRID,28003,"CL PONZANO, 50",40.44092,-3.69902
-3.69962999999996,40.4431300000001,FB_037A82,Madrid,MADRID,28003,"CL SANTA ENGRACIA, 130",40.44313,-3.69963
-3.69932999999997,40.43895,FB_0358CB,Madrid,MADRID,28003,"CL PONZANO, 25",40.43895,-3.69933
-3.69724999999994,40.4441400000001,FB_0361A6,Madrid,MADRID,28003,"CL ALONSO CANO, 74",40.44414,-3.69725
-3.71497999999997,40.4408700000001,FB_036337,Madrid,MADRID,28003,"AV S. FRANCISCO SALES, 24",40.44087,-3.71498
-3.69762999999995,40.4431300000001,FB_0368A8,Madrid,MADRID,28003,"CL CRISTOBAL BORDIU, 41 L-3",40.44313,-3.69763
-3.69741999999997,40.44197,FB_0350D9,Madrid,MADRID,28003,"CL ALONSO CANO, 50",40.44197,-3.69742
-3.70987999999994,40.44719,FB_03515D,Madrid,MADRID,28003,"AV REINA VICTORIA, 30",40.44719,-3.70988
-3.69724999999994,40.4395700000001,FB_02ABB9,Madrid,MADRID,28003,"CL BRETON DE HERREROS,37 LOCAL",40.43957,-3.69725
-3.69218999999993,40.44642,FB_0397E3,Madrid,MADRID,28003,CL RAIMUNDO FDEZ. VILLAVERDE (RENFE,40.44642,-3.69219
-3.69588999999996,40.4447900000001,FB_03997A,Madrid,MADRID,28003,"CL MODESTO LAFUENTE, 65",40.44479,-3.69589
-3.71416999999997,40.4436600000001,FB_038B39,Madrid,MADRID,28003,"CL GENERAL RODRIGO, 9",40.44366,-3.71417
-3.69247999999993,40.44683,FB_0391BB,Madrid,MADRID,28003,"CL RAIMUNDO FDEZ VILLAVERDE, 67",40.44683,-3.69248
-3.69302999999996,40.4409600000001,FB_038460,Madrid,MADRID,28003,"PZ SAN JUAN DE LA CRUZ, 1",40.44096,-3.69303
-3.70185999999995,40.4470900000001,FB_03867C,Madrid,MADRID,28003,CL RAIMUNDO FERNANDEZ VILLAVERDE 13,40.44709,-3.70186
-3.70312999999993,40.4446600000001,FB_0371D2,Madrid,MADRID,28003,"CL SANTA ENGRACIA, 159",40.44466,-3.70313
-3.70421999999996,40.44293,FB_034572,Madrid,MADRID,28003,"CL BRAVO MURILLO, 73",40.44293,-3.70422
-3.69821999999994,40.42319,FB_0289A5,Madrid,MADRID,28004,"CL PELAYO, 31",40.42319,-3.69822
-3.70363999999995,40.4269400000001,FB_0388D7,Madrid,MADRID,28004,"CL SAN ANDRES, 18",40.42694,-3.70364
-3.69292999999993,40.4224300000001,FB_03735B,Madrid,MADRID,28004,"CL ALMIRANTE, 26",40.42243,-3.69293
-3.70058999999998,40.42362,FB_03735E,Madrid,MADRID,28004,"CL HERNAN CORTES, 1",40.42362,-3.70059
-3.69753999999995,40.4254,FB_0373AE,Madrid,MADRID,28004,"CL MEJIA LEQUERICA, 9",40.4254,-3.69754
-3.70565999999997,40.42184,FB_037D1F,Madrid,MADRID,28004,"CL SILVA, 25 C/V LUNA, 3",40.42184,-3.70566
-3.70711999999997,40.42434,FB_0382BC,Madrid,MADRID,28004,"CL PEZ, 40",40.42434,-3.70712
-3.70307999999994,40.42292,FB_036317,Madrid,MADRID,28004,"CL CORREDERA BAJA DE SAN PABLO, 32",40.42292,-3.70308
-3.69906999999995,40.42299,FB_035089,Madrid,MADRID,28004,"CL HORTALEZA, 47",40.42299,-3.69907
-3.70602999999994,40.4281700000001,FB_035092,Madrid,MADRID,28004,"CL ESPIRITU SANTO, 14",40.42817,-3.70603
-3.70049999999998,40.4211100000001,FB_035129,Madrid,MADRID,28004,"HORTALEZA, 18",40.42111,-3.7005
-3.70341999999994,40.4293300000001,FB_039BD3,Madrid,MADRID,28004,"CL FUENCARRAL, 2",40.42933,-3.70342
-3.70073999999994,40.4289000000001,FB_039BE6,Madrid,MADRID,28004,"CL BARBIERI, 23",40.4289,-3.70074
-3.69854999999995,40.4367800000001,FB_039D0A,Madrid,MADRID,28004,"CL SAN MATEO, 2",40.43678,-3.69855
-3.69348999999994,40.41965,FB_038E1D,Madrid,MADRID,28004,"PS RECOLETOS FRENTE, N?1",40.41965,-3.69349
-3.69368999999995,40.4295300000001,FB_038E53,Madrid,MADRID,28004,"CL ARGENSOLA, 26",40.42953,-3.69369
-3.69560999999993,40.42211,FB_038EFA,Madrid,MADRID,28004,"CL BARQUILLO, 22",40.42211,-3.69561
-3.70997999999997,40.4355200000001,FB_038F05,Madrid,MADRID,28004,"CL FUENCARRAL, 106",40.43552,-3.70998
-3.70444999999995,40.4287600000001,FB_0289CF,Madrid,MADRID,28004,"CL MANUELA MALASA?A, 18",40.42876,-3.70445
-3.70284999999996,40.4001700000001,FB_033F8B,Madrid,MADRID,28005,"CL ARQUITECTURA, 6",40.40017,-3.70285
-3.70857999999993,40.4033200000001,FB_038931,Madrid,MADRID,28005,"PS DE LAS ACACIAS, 37",40.40332,-3.70858
